client_name,Company,industry_code,industry_name,Item,Financial_Year,quarter,Actual_Announcement_Quarter,Reported_Revenue,YoY_Reported_Revenue_growth_L1,YoY_Reported_Revenue_growth_L2
HAEMONETICS CORP,Haemonetics,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2021-03-31,2020-09-30,988.479,0.0,0.0
HAEMONETICS CORP,Haemonetics,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2021-06-30,2020-09-30,988.479,0.0,0.0
HAEMONETICS CORP,Haemonetics,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2021-09-30,2020-09-30,988.479,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2010,2011-12-31,2011-12-31,5.117636915,,
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2010,2012-03-31,2011-12-31,5.117636915,0.0,
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2011,2012-06-30,2012-06-30,5.576774242,0.08971666701368552,0.08971666701368552
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2011,2012-09-30,2012-06-30,5.576774242,0.0,0.08971666701368552
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2011,2012-12-31,2012-06-30,5.576774242,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2011,2013-03-31,2012-06-30,5.576774242,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2011,2013-06-30,2012-06-30,5.576774242,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2011,2013-09-30,2012-06-30,5.576774242,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2012,2013-12-31,2013-12-31,6.157656647,0.1041610041563521,0.1041610041563521
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2012,2014-03-31,2013-12-31,6.157656647,0.0,0.1041610041563521
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2012,2014-06-30,2013-12-31,6.157656647,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2013,2014-09-30,2014-09-30,7.000382157,0.13685815210410834,0.13685815210410834
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2013,2014-12-31,2014-09-30,7.000382157,0.0,0.13685815210410834
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2013,2015-03-31,2014-09-30,7.000382157,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2013,2015-06-30,2014-09-30,7.000382157,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2013,2015-09-30,2014-09-30,7.000382157,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2014,2015-12-31,2015-12-31,8.999991487,0.2856428813676266,0.2856428813676266
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2014,2016-03-31,2015-12-31,8.999991487,0.0,0.2856428813676266
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2015,2016-06-30,2016-06-30,8.999772274,-2.4357023039156545e-05,-2.4357023039156545e-05
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2015,2016-09-30,2016-06-30,8.999772274,0.0,-2.4357023039156545e-05
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2015,2016-12-31,2016-06-30,8.999772274,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2015,2017-03-31,2016-06-30,8.999772274,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2016,2017-06-30,2017-06-30,9.001528756,0.00019516960502152791,0.00019516960502152791
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2016,2017-09-30,2017-06-30,9.001528756,0.0,0.00019516960502152791
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2016,2017-12-31,2017-06-30,9.001528756,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2016,2018-03-31,2017-06-30,9.001528756,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2017,2018-06-30,2018-06-30,8.998955753,-0.00028584066881809367,-0.00028584066881809367
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2017,2018-09-30,2018-06-30,8.998955753,0.0,-0.00028584066881809367
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2017,2018-12-31,2018-06-30,8.998955753,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2017,2019-03-31,2018-06-30,8.998955753,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2018,2019-06-30,2019-06-30,10.00096622,0.11134741568942119,0.11134741568942119
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2018,2019-09-30,2019-06-30,10.00096622,0.0,0.11134741568942119
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2018,2019-12-31,2019-06-30,10.00096622,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2018,2020-03-31,2019-06-30,10.00096622,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2019,2020-06-30,2020-06-30,11.00029653,0.0999233762035443,0.0999233762035443
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2019,2020-09-30,2020-06-30,11.00029653,0.0,0.0999233762035443
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2019,2020-12-31,2020-06-30,11.00029653,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2019,2021-03-31,2020-06-30,11.00029653,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2019,2021-06-30,2020-06-30,11.00029653,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2020,2021-09-30,2021-09-30,5.45437345,-0.5041612346426447,-0.5041612346426447
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2020,2021-12-31,2021-09-30,7.0,0.283373803456747,-0.36365351780203325
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2020,2022-03-31,2021-09-30,7.0,0.0,0.283373803456747
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-06-30,2011-06-30,35.09862404,,
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-09-30,2011-06-30,35.09862404,0.0,
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2011-12-31,2011-06-30,35.09862404,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2010,2012-03-31,2011-06-30,35.09862404,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-06-30,2012-06-30,32.71309189,-0.0679665432833303,-0.0679665432833303
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-09-30,2012-06-30,32.71309189,0.0,-0.0679665432833303
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2012-12-31,2012-06-30,32.71309189,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2013-03-31,2012-06-30,32.71309189,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2013-06-30,2012-06-30,32.71309189,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2013-09-30,2012-06-30,32.71309189,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2013-12-31,2013-12-31,29.13650692,-0.1093319146360886,-0.1093319146360886
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2014-03-31,2013-12-31,29.13650692,0.0,-0.1093319146360886
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,2014-06-30,2013-12-31,29.13650692,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-09-30,2014-09-30,25.65853994,-0.11936801448263645,-0.11936801448263645
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2014-12-31,2014-09-30,75.72398373,1.9512195123757303,1.5989382988810248
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2015-03-31,2014-09-30,75.72398373,0.0,1.9512195123757303
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2015-06-30,2014-09-30,75.72398373,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,2015-09-30,2014-09-30,75.72398373,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,2015-12-31,2015-12-31,313.6268384,3.1417107625803453,3.1417107625803453
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,2016-03-31,2015-12-31,272.4468438,-0.13130252120667996,2.597893697344705
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,2016-06-30,2016-06-30,339.8601825,0.2474366660290157,0.0836450867337506
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,2016-09-30,2016-06-30,18.94903895,-0.9442446043234265,-0.9304486751040865
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,2016-12-31,2016-06-30,18.94903895,0.0,-0.9442446043234265
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,2017-03-31,2016-06-30,18.94903895,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2017-06-30,2017-06-30,43.24675322,1.2822663109254946,1.2822663109254946
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2017-09-30,2017-06-30,43.37318754,0.002923556350156842,1.2889386450915499
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2017-12-31,2017-06-30,44.28329744,0.020983237608733774,0.023968139636448615
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,2018-03-31,2017-06-30,44.28329744,0.0,0.020983237608733774
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,2018-06-30,2018-06-30,39.83332918,-0.10048863831852894,-0.10048863831852894
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,2018-09-30,2018-06-30,39.83332918,0.0,-0.10048863831852894
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,2018-12-31,2018-06-30,39.83332918,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,2019-03-31,2018-06-30,39.83332918,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2019-06-30,2019-06-30,39.62646302,-0.00519329326115836,-0.00519329326115836
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2019-09-30,2019-06-30,39.62646302,0.0,-0.00519329326115836
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2019-12-31,2019-06-30,39.62646302,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,2020-03-31,2019-06-30,39.62646302,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2020-06-30,2020-06-30,34.28257993,-0.13485642378182672,-0.13485642378182672
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2020-09-30,2020-06-30,34.28257993,0.0,-0.13485642378182672
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2020-12-31,2020-06-30,141.7749014,3.1354793510139425,3.1354793510139425
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2021-03-31,2020-06-30,141.7749014,0.0,3.1354793510139425
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,2021-06-30,2020-06-30,141.7749014,0.0,0.0
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2020,2021-09-30,2021-09-30,112.065537,-0.20955305986197637,-0.20955305986197637
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2020,2021-12-31,2021-09-30,112.065537,0.0,-0.20955305986197637
HIKMA PHARMACEUTICALS USA INC,Hikma Pharmaceuticals,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2020,2022-03-31,2021-09-30,112.065537,0.0,0.0
HUMAN GENOME SCIENCES INC,Human Genome Sciences,54171,Research and Development in the Physical Engineering and Lif,Rx Sales from Products module,2010,2011-06-30,2011-06-30,47.159,,
HUMAN GENOME SCIENCES INC,Human Genome Sciences,54171,Research and Development in the Physical Engineering and Lif,Rx Sales from Products module,2010,2011-09-30,2011-06-30,47.159,0.0,
HUMAN GENOME SCIENCES INC,Human Genome Sciences,54171,Research and Development in the Physical Engineering and Lif,Rx Sales from Products module,2010,2011-12-31,2011-06-30,47.159,0.0,0.0
HUMAN GENOME SCIENCES INC,Human Genome Sciences,54171,Research and Development in the Physical Engineering and Lif,Rx Sales from Products module,2010,2012-03-31,2011-06-30,47.159,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2012-12-31,2012-12-31,302.195,,
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2011,2013-03-31,2012-12-31,302.195,0.0,
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-06-30,2013-06-30,316.869,0.04855805026555715,0.04855805026555715
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-09-30,2013-06-30,316.869,0.0,0.04855805026555715
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-12-31,2013-06-30,316.869,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2014-03-31,2013-06-30,316.869,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-06-30,2014-06-30,313.716,-0.009950484269524718,-0.009950484269524718
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-09-30,2014-06-30,313.716,0.0,-0.009950484269524718
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-12-31,2014-06-30,313.716,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2015-03-31,2014-06-30,313.716,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-06-30,2015-06-30,309.26,-0.014203929668872517,-0.014203929668872517
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-09-30,2015-06-30,309.26,0.0,-0.014203929668872517
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-12-31,2015-06-30,309.26,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2016-03-31,2016-03-31,341.668,0.10479208433033693,0.10479208433033693
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2016-06-30,2016-03-31,341.668,0.0,0.10479208433033693
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2016-09-30,2016-03-31,341.668,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2016-12-31,2016-03-31,341.668,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2015,2017-03-31,2016-03-31,341.668,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,2017-06-30,2017-06-30,379.372,0.11035274008686802,0.11035274008686802
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,2017-09-30,2017-06-30,379.372,0.0,0.11035274008686802
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,2017-12-31,2017-06-30,379.372,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2016,2018-03-31,2017-06-30,379.372,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2017,2018-06-30,2018-06-30,1292.613,2.407244077053657,2.407244077053657
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2017,2018-09-30,2018-06-30,1292.613,0.0,2.407244077053657
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2017,2018-12-31,2018-06-30,1292.613,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2019-03-31,2019-03-31,1400.04,0.08310840135446562,0.08310840135446562
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2019-06-30,2019-03-31,1400.04,0.0,0.08310840135446562
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2019-09-30,2019-03-31,1400.04,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2019-12-31,2019-03-31,1400.04,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2018,2020-03-31,2019-03-31,1400.04,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2020-06-30,2020-06-30,1266.208,-0.0955915545270134,-0.0955915545270134
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2020-09-30,2020-06-30,1266.208,0.0,-0.0955915545270134
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2020-12-31,2020-06-30,1266.208,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2021-03-31,2020-06-30,1266.208,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2019,2021-06-30,2020-06-30,1266.208,0.0,0.0
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2020,2021-09-30,2021-09-30,1271.0,0.003784528292350098,0.003784528292350098
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2020,2021-12-31,2021-09-30,1271.0,0.0,0.003784528292350098
"ICU MEDICAL, INC.",ICU Medical,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2020,2022-03-31,2021-09-30,1271.0,0.0,0.0
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-09-30,2013-09-30,211.369,,
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2013-12-31,2013-09-30,211.369,0.0,
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2012,2014-03-31,2013-09-30,211.369,0.0,0.0
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-06-30,2014-06-30,247.084,0.16896990570991965,0.16896990570991965
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-09-30,2014-06-30,247.084,0.0,0.16896990570991965
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2014-12-31,2014-06-30,247.084,0.0,0.0
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2013,2015-03-31,2014-06-30,247.084,0.0,0.0
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-06-30,2015-06-30,288.72,0.16850949474672583,0.16850949474672583
INSULET CORP,Insulet,33911,Medical Equipment and Supplies Manufacturing,MedTech & Healthcare Supply,2014,2015-09-30,2015-06-30,288.72,0.0,0.16850949474672583
