year,state_code,state_name,measure_id,measure_short_desc,measure_desc,total_population,value
2016,OR,Oregon,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1333152,31.144699404118956
2016,OR,Oregon,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1333152,13.314940681932743
2016,PA,Pennsylvania,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",2290681,61.3187875134076
2016,PA,Pennsylvania,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",2290681,39.14367033209774
2016,PA,Pennsylvania,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",2290681,30.24074775143287
2016,PA,Pennsylvania,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,2290681,55.37259400152182
2016,PA,Pennsylvania,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,2290681,74.22826456411872
2016,PA,Pennsylvania,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,2290681,74.53864178381887
2016,PA,Pennsylvania,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,2290681,41.94790531723972
2016,PA,Pennsylvania,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,2290681,19.478180986352967
2016,RI,Rhode Island,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",412249,66.43382106445377
2016,RI,Rhode Island,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",412249,37.19917040429449
2016,RI,Rhode Island,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",412249,31.164568258503966
2016,RI,Rhode Island,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,412249,67.61207110265882
2016,RI,Rhode Island,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,412249,79.45460583288255
2016,RI,Rhode Island,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,412249,0.0
2016,RI,Rhode Island,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,412249,39.85913877292607
2016,RI,Rhode Island,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,412249,14.647959849508428
2016,SC,South Carolin,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",480823,68.94210697075638
2016,SC,South Carolin,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",480823,43.26894200152655
2016,SC,South Carolin,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",480823,35.432687912183894
2016,SC,South Carolin,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,480823,60.66940454179605
2016,SC,South Carolin,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,480823,76.03031988902362
2016,SC,South Carolin,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,480823,79.53718083369556
2016,SC,South Carolin,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,480823,36.25516375048615
2016,SC,South Carolin,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,480823,15.166534254808942
2016,SD,South Dakota,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",221844,66.46304430140098
2016,SD,South Dakota,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",221844,44.9450586898902
2016,SD,South Dakota,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",221844,42.21344187807649
2016,SD,South Dakota,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,221844,69.98458917076864
2016,SD,South Dakota,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,221844,77.13953048087845
2016,SD,South Dakota,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,221844,78.84229458538432
2016,SD,South Dakota,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,221844,27.069367663763728
2016,SD,South Dakota,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,221844,13.028852707307838
2016,TN,Tennessee,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",1836343,64.4669611287216
2016,TN,Tennessee,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",1836343,29.401048279106895
2016,TN,Tennessee,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",1836343,33.15380389175661
2016,TN,Tennessee,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,1836343,57.54310523687568
2016,TN,Tennessee,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,1836343,75.76532761036474
2016,TN,Tennessee,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,1836343,78.59964233261434
2016,TN,Tennessee,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1836343,39.92307847716903
2016,TN,Tennessee,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1836343,18.91682528808616
2016,TX,Texas,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",12325490,59.41240095931277
2016,TX,Texas,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",12325490,31.682924451685086
2016,TX,Texas,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",12325490,29.396458988648728
2016,TX,Texas,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,12325490,57.301226661171285
2016,TX,Texas,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,12325490,71.90323332378672
2016,TX,Texas,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,12325490,75.83023699666302
2016,TX,Texas,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,12325490,34.41541856753768
2016,TX,Texas,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,12325490,15.21812238702072
2016,US,US,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",103020808,63.31200665694642
2016,US,US,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",103020808,32.79790046104084
2016,US,US,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",103020808,31.1422123654864
2016,US,US,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,103020808,62.13184243614164
2016,US,US,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,103020808,74.4690759006666
2016,US,US,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,103020808,71.62121778446934
2016,US,US,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,103020808,36.281113164051284
2016,US,US,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,103020808,15.015649969470246
2016,UT,Utah,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",930942,67.55502007643871
2016,UT,Utah,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",930942,33.63496318782481
2016,UT,Utah,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",930942,31.5145945719497
2016,UT,Utah,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,930942,69.52325085773334
2016,UT,Utah,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,930942,71.45986935813403
2016,UT,Utah,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,930942,72.88584637925885
2016,UT,Utah,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,930942,31.245763001347026
2016,UT,Utah,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,930942,12.428552691789605
2016,VA,Virginia,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",1918061,68.90917051126111
2016,VA,Virginia,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",1918061,38.804696878774976
2016,VA,Virginia,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",1918061,36.8845070099439
2016,VA,Virginia,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,1918061,67.42965463559293
2016,VA,Virginia,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,1918061,79.32767195620995
2016,VA,Virginia,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,1918061,81.17321086242825
2016,VA,Virginia,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1918061,38.905711914271755
2016,VA,Virginia,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1918061,14.693310014644997
2016,VT,Vermont,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",42417,69.1
2016,VT,Vermont,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",42417,39.4
2016,VT,Vermont,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",42417,32.8
2016,VT,Vermont,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,42417,70.2
2016,VT,Vermont,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,42417,73.0
2016,VT,Vermont,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,42417,0.0
2016,VT,Vermont,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,42417,29.599999999999998
2016,VT,Vermont,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,42417,13.200000000000001
2016,WA,Washington,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",2081594,66.54176991286485
2016,WA,Washington,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",2081594,39.06939758665715
2016,WA,Washington,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",2081594,35.204793201748274
2016,WA,Washington,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,2081594,66.94075631463195
2016,WA,Washington,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,2081594,73.06129341264435
2016,WA,Washington,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,2081594,0.0
2016,WA,Washington,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,2081594,32.0669147778097
2016,WA,Washington,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,2081594,11.945959682819993
2016,WI,Wisconsin,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",1253518,65.95880633544951
2016,WI,Wisconsin,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",1253518,28.457747874382342
2016,WI,Wisconsin,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",1253518,29.37114648533168
2016,WI,Wisconsin,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,1253518,64.84483621296224
2016,WI,Wisconsin,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,1253518,75.35605822971829
2016,WI,Wisconsin,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,1253518,79.56117782114018
2016,WI,Wisconsin,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,1253518,35.88521473165922
2016,WI,Wisconsin,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,1253518,16.421167466282892
2016,WV,West Virginia,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",51400,70.3
2016,WV,West Virginia,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",51400,47.9
2016,WV,West Virginia,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",51400,40.9
2016,WV,West Virginia,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,51400,61.5
2016,WV,West Virginia,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,51400,76.3
2016,WV,West Virginia,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,51400,82.0
2016,WV,West Virginia,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,51400,40.3
2016,WV,West Virginia,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,51400,21.7
2016,WY,Wyoming,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",59466,61.0
2016,WY,Wyoming,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",59466,35.3
2016,WY,Wyoming,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",59466,31.1
2016,WY,Wyoming,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,59466,69.2
2016,WY,Wyoming,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,59466,69.7
2016,WY,Wyoming,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,59466,76.5
2016,WY,Wyoming,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,59466,33.4
2016,WY,Wyoming,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,59466,13.8
2017,AK,Alaska,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,291826,12.9
2017,AK,Alaska,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,291826,21.3
2017,AK,Alaska,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,291826,19.0
2017,AK,Alaska,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,291826,30.300000000000004
2017,AK,Alaska,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,291826,49.4
2017,AK,Alaska,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,291826,6.4
2017,AK,Alaska,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,291826,8.9
2017,AK,Alaska,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,291826,5.0
2017,AK,Alaska,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,291826,54.2
2017,AK,Alaska,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,291826,73.4
2017,AK,Alaska,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,291826,4.8
2017,AK,Alaska,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,291826,17.2
2017,AK,Alaska,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,291826,8.1
2017,AK,Alaska,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,291826,29.199999999999996
2017,AK,Alaska,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,291826,2.6
2017,AK,Alaska,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,291826,21.4
2017,AK,Alaska,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,291826,11.0
2017,AK,Alaska,OBESITY,Obesity,Obesity among adults aged >=18 Years,291826,34.1
2017,AK,Alaska,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,291826,11.0
2017,AK,Alaska,STROKE,Stroke,Stroke among adults aged >=18 Years,291826,2.6
2017,AL,Alabama,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,965304,18.065519774081533
2017,AL,Alabama,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,965304,28.751720805052088
2017,AL,Alabama,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,965304,13.164408828721315
2017,AL,Alabama,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,965304,40.735777641033295
2017,AL,Alabama,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,965304,65.16940404266428
2017,AL,Alabama,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,965304,6.173180780355204
2017,AL,Alabama,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,965304,11.257411343991114
2017,AL,Alabama,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,965304,6.779753839205059
2017,AL,Alabama,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,965304,73.39721445264912
2017,AL,Alabama,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,965304,80.8818416788908
2017,AL,Alabama,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,965304,8.322563565467458
2017,AL,Alabama,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,965304,20.319371721240145
2017,AL,Alabama,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,965304,13.434509335919048
2017,AL,Alabama,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,965304,31.60107344422068
2017,AL,Alabama,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,965304,3.4636093914455963
2017,AL,Alabama,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,965304,34.14950678749907
2017,AL,Alabama,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,965304,15.682977901262193
2017,AL,Alabama,OBESITY,Obesity,Obesity among adults aged >=18 Years,965304,38.27603076336574
2017,AL,Alabama,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,965304,15.386587541334128
2017,AL,Alabama,STROKE,Stroke,Stroke among adults aged >=18 Years,965304,4.106623923655139
2017,AR,Arkansas,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,490373,13.869675940559533
2017,AR,Arkansas,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,490373,24.62223307563834
2017,AR,Arkansas,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,490373,15.072560683398148
2017,AR,Arkansas,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,490373,36.530213531332265
2017,AR,Arkansas,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,490373,61.55432048664995
2017,AR,Arkansas,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,490373,6.274506753022699
2017,AR,Arkansas,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,490373,9.571904244320141
2017,AR,Arkansas,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,490373,6.418865639013568
2017,AR,Arkansas,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,490373,70.84565830500456
2017,AR,Arkansas,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,490373,78.13603175541883
2017,AR,Arkansas,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,490373,7.3142636319699506
2017,AR,Arkansas,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,490373,21.10675995619661
2017,AR,Arkansas,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,490373,10.792490614287491
2017,AR,Arkansas,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,490373,30.320943852944595
2017,AR,Arkansas,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,490373,3.2232478133991878
2017,AR,Arkansas,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,490373,32.654367389721706
2017,AR,Arkansas,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,490373,14.746727491113907
2017,AR,Arkansas,OBESITY,Obesity,Obesity among adults aged >=18 Years,490373,33.57834627926089
2017,AR,Arkansas,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,490373,13.804075673008098
2017,AR,Arkansas,STROKE,Stroke,Stroke among adults aged >=18 Years,490373,3.450282947878452
2017,AZ,Arizona,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,3896074,16.931912638209646
2017,AZ,Arizona,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,3896074,21.5851990747609
2017,AZ,Arizona,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,3896074,16.89887435402921
2017,AZ,Arizona,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,3896074,27.922695308148665
2017,AZ,Arizona,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,3896074,56.820441706189364
2017,AZ,Arizona,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,3896074,6.311872926438255
2017,AZ,Arizona,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,3896074,10.284511921488145
2017,AZ,Arizona,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,3896074,5.406198573230385
2017,AZ,Arizona,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,3896074,66.22326901388423
2017,AZ,Arizona,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,3896074,79.84664092622471
2017,AZ,Arizona,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,3896074,6.1441648952252965
2017,AZ,Arizona,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,3896074,17.073235159291123
2017,AZ,Arizona,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,3896074,9.474653048171056
2017,AZ,Arizona,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3896074,29.074063300645726
2017,AZ,Arizona,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,3896074,3.4585731431179183
2017,AZ,Arizona,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,3896074,25.37878276952645
2017,AZ,Arizona,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,3896074,13.242723598165744
2017,AZ,Arizona,OBESITY,Obesity,Obesity among adults aged >=18 Years,3896074,29.496458614492436
2017,AZ,Arizona,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,3896074,12.753224066072669
2017,AZ,Arizona,STROKE,Stroke,Stroke among adults aged >=18 Years,3896074,2.888400887662811
2017,CA,California,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,22367518,14.761111876606066
2017,CA,California,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,22367518,18.748921315275123
2017,CA,California,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,22367518,17.908448867683934
2017,CA,California,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,22367518,27.53812116748939
2017,CA,California,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,22367518,51.525876308672245
2017,CA,California,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,22367518,5.706475474838111
2017,CA,California,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,22367518,8.791103344591027
2017,CA,California,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,22367518,5.058434029202525
2017,CA,California,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,22367518,66.43226695067374
2017,CA,California,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,22367518,80.34670368433369
2017,CA,California,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,22367518,5.086767324832375
2017,CA,California,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,22367518,13.545382648177593
2017,CA,California,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22367518,10.157297112714964
2017,CA,California,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,22367518,28.685420031851542
2017,CA,California,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,22367518,3.035267717231746
2017,CA,California,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,22367518,21.53272742644043
2017,CA,California,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,22367518,12.368620876934134
2017,CA,California,OBESITY,Obesity,Obesity among adults aged >=18 Years,22367518,24.882466002709826
