first_date_of_quarter,client_name,country_code,industry_name_level_1,industry_name_level_2,industry_code,industry_name,NAICS 2 Digit,NAICS 3 Digit,NAICS 4 Digit,gdp_naics_2,gdp_naics_3,gdp_naics_4
2018-01-01,145 WEST 86TH STREET LLC,US,Cons Retail & Health,Health Care Equipment & Services,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,483.4,483.4,
2018-01-01,1485 BANCROFT LLC,US,Not Assigned,Not Assigned,32619,Other Plastics Product Manufacturing,32,326,3261,81.0,81.0,
2018-01-01,1770 CENTEREACH REALTY LLC,US,Not Assigned,Not Assigned,53119,Lessors of Other Real Estate Property,53,531,5311,483.4,483.4,
2018-01-01,1G4B LLC,US,Cons Retail & Health,Consumer Durables & Apparel,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,592.5,,
2018-01-01,21 EAST 87TH STREET LLC,US,Cons Retail & Health,Health Care Equipment & Services,53119,Lessors of Other Real Estate Property,53,531,5311,483.4,483.4,
2018-01-01,225 CROSSWAYS REALTY LLC,US,Not Assigned,Not Assigned,56132,Temporary Help Services,56,561,5613,621.3,564.4,
2018-01-01,25 HOFFMAN LANE LTD,US,Not Assigned,Not Assigned,31194,Seasoning and Dressing Manufacturing,31,311,3119,9.4,265.6,
2018-01-01,265 INDUSTRIAL WAY WEST EC LLC,US,Cons Retail & Health,Retailing & Services,53119,Lessors of Other Real Estate Property,53,531,5311,483.4,483.4,
2018-01-01,28 SOUTH TERMINAL DRIVE LLC,US,Cons Retail & Health,Health Care Equipment & Services,62151,Medical and Diagnostic Laboratories,62,621,6215,731.5,731.5,
2018-01-01,333 CROSSWAYS REALTY LLC,US,Not Assigned,Not Assigned,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,211.0,,
2018-01-01,366 VETERANS MEMORIAL HIGHWAY LLC,US,Cons Retail & Health,Health Care Equipment & Services,62111,Offices of Physicians,62,621,6211,731.5,731.5,
2018-01-01,4 SEASONS GLOBAL INC,US,Not Assigned,Not Assigned,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,42,423,4239,1194.2,,
2018-01-01,401 BUTLER LLC,US,Transp & Indust,Capital Goods,23622,Commercial and Institutional Building Construction,23,236,2362,832.5,,
2018-01-01,455 CONSTANCE LLC,US,Transp & Indust,Capital Goods,53111,Lessors of Residential Buildings and Dwellings,53,531,5311,483.4,483.4,
2018-01-01,49TH BROADWAY LLC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,627.8,454.5,
2018-01-01,58 MAS LLC,US,Transp & Indust,Building Products & Related,53139,Other Activities Related to Real Estate,53,531,5313,483.4,483.4,
2018-01-01,801 PARKRIDGE LLC,US,Not Assigned,Not Assigned,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,45,454,4541,592.5,,
2018-01-01,88 RANCH LLC,US,Not Assigned,Not Assigned,11133,Noncitrus Fruit and Tree Nut Farming,11,111,1113,38.2,,
2018-01-01,968 ROANOKE LLC,US,Cons Retail & Health,Health Care Equipment & Services,53119,Lessors of Other Real Estate Property,53,531,5311,483.4,483.4,
2018-01-01,A TO Z LIC HOLDINGS LLC,US,Real Estate,Commercial Real Estate,55111,Management of Companies and Enterprises,55,551,5511,385.9,,
2018-01-01,A&M ROSENTHAL ENTERPRISES INC,US,Not Assigned,Not Assigned,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1194.2,,
2018-01-01,A+ PRODUCTS INC,US,Not Assigned,Not Assigned,33211,Forging and Stamping,33,332,3321,94.7,153.3,
2018-01-01,ABACUS DERMATOLOGY MANAGEMENT LLC,US,Cons Retail & Health,Health Care Equipment & Services,62111,Offices of Physicians,62,621,6211,731.5,731.5,
2018-01-01,ABARTA COCA-COLA BEVERAGES LLC,US,Not Assigned,Not Assigned,31211,Soft Drink and Ice Manufacturing,31,312,3121,9.4,,
2018-01-01,ACUPATH LABORATORIES INCORPORATED,US,Cons Retail & Health,Health Care Equipment & Services,62151,Medical and Diagnostic Laboratories,62,621,6215,731.5,731.5,
2018-01-01,ADMERA HEALTH LLC,US,Not Assigned,Not Assigned,62151,Medical and Diagnostic Laboratories,62,621,6215,731.5,731.5,
2018-01-01,ADORAMA INC,US,Cons Retail & Health,Retailing & Services,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,211.0,,
2018-01-01,AETNA INC,US,Insurance,Insurance,52411,Direct Life Health and Medical Insurance Carriers,52,524,5241,673.9,581.3,
2018-01-01,AETNA LIFE INSURANCE CO,US,Not Assigned,Not Assigned,52411,Direct Life Health and Medical Insurance Carriers,52,524,5241,673.9,581.3,
2018-01-01,AGILENT TECHNOLOGIES INC,US,Cons Retail & Health,Health Care Equipment & Services,42345,Medical Dental and Hospital Equipment and Supplies Merchant,42,423,4234,1194.2,,
2018-01-01,AGRI-DAIRY PRODUCTS INC,US,Not Assigned,Not Assigned,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,AIDEO TECHNOLOGIES LLC,US,Cons Retail & Health,Health Care Equipment & Services,54151,Computer Systems Design and Related Services,54,541,5415,920.6,920.6,341.0
2018-01-01,AIMANI INTERNATIONAL LTD,US,Not Assigned,Not Assigned,42446,Fish and Seafood Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,AJUBA INTERNATIONAL LLC,US,Transp & Indust,Professional Services,56111,Office Administrative Services,56,561,5611,621.3,564.4,
2018-01-01,ALADDIN BAKERS INC,US,Cons Retail & Health,Retailing & Services,31181,Bread and Bakery Product Manufacturing,31,311,3118,9.4,265.6,
2018-01-01,ALAMEDA SURGERY CENTER LP,US,Cons Retail & Health,Health Care Equipment & Services,62149,Other Outpatient Care Centers,62,621,6214,731.5,731.5,
2018-01-01,ALIGN TECHNOLOGY INC,US,Not Assigned,Not Assigned,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,ALIGNMENT HEALTHCARE USA LLC,US,Banks/BrokerDealers,Finance Companies - Direct,54161,Management Consulting Services,54,541,5416,920.6,920.6,
2018-01-01,ALLAQUARIA LLC,US,Not Assigned,Not Assigned,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,1194.2,,
2018-01-01,ALLERGAN INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,ALLIED PHYSICIANS GROUP PLLC,US,Not Assigned,Not Assigned,62111,Offices of Physicians,62,621,6211,731.5,731.5,
2018-01-01,ALPA LAUNDRY SERVICES LLC,US,Not Assigned,Not Assigned,81149,Other Personal and Household Goods Repair and Maintenance,81,811,8114,427.9,,
2018-01-01,ALPHAMED BOTTLES INC,US,Cons Retail & Health,Household & Personal Products,32616,Plastics Bottle Manufacturing,32,326,3261,81.0,81.0,
2018-01-01,ALPHAMED REALTY LLC,US,Cons Retail & Health,Household & Personal Products,32616,Plastics Bottle Manufacturing,32,326,3261,81.0,81.0,
2018-01-01,ALWAYS ADVANCING MANUFACTURING & PROMOTIONS LLC,US,Tech Media Telecom,Technology,54189,Other Services Related to Advertising,54,541,5418,920.6,920.6,
2018-01-01,AMA2 LLC,US,Not Assigned,Not Assigned,42446,Fish and Seafood Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,AMERICAN DIAGNOSTIC CORP,US,Not Assigned,Not Assigned,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,AMERICAN FASHION ACCESSORIES INC,US,Not Assigned,Not Assigned,45399,All Other Miscellaneous Store Retailers - DO NOT USE,45,453,4539,592.5,,
2018-01-01,AMERICAN PAVING CO,US,Not Assigned,Not Assigned,23731,Highway Street and Bridge Construction,23,237,2373,832.5,,
2018-01-01,AMERICAN REGENT INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,AMERICAN TRADING INTERNATIONAL INC,US,Not Assigned,Not Assigned,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,42,423,4239,1194.2,,
2018-01-01,AMGEN INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,AMICK FARMS LLC,US,Cons Retail & Health,Retailing & Services,11232,Broilers and Other Meat Type Chicken Production,11,112,1123,38.2,,
2018-01-01,AMNEAL PHARMACEUTICALS LLC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,ANESTHESIA BUSINESS CONSULTANTS INC,US,Transp & Indust,Professional Services,56111,Office Administrative Services,56,561,5611,621.3,564.4,
2018-01-01,ANESTHESIA BUSINESS CONSULTANTS LLC,US,Transp & Indust,Professional Services,56111,Office Administrative Services,56,561,5611,621.3,564.4,
2018-01-01,ANKER RANCH LLC,US,Not Assigned,Not Assigned,11132,Citrus (except Orange) Groves,11,111,1113,38.2,,
2018-01-01,APPLIED MEDICAL DISTRIBUTION CORP,US,Not Assigned,Not Assigned,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,APPLIED MEDICAL RESOURCES CORP,US,Not Assigned,Not Assigned,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,AR FORTUNE INC,US,Cons Retail & Health,Retailing & Services,54161,Management Consulting Services,54,541,5416,920.6,920.6,
2018-01-01,ARGEE AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1194.2,,
2018-01-01,ARIZONA INTERNATIONAL LLC,US,Cons Retail & Health,Food Beverage & Tobacco,31211,Soft Drink and Ice Manufacturing,31,312,3121,9.4,,
2018-01-01,ASANA BIOSCIENCES LLC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,ATAI LIFE SCIENCES US INC,US,Cons Retail & Health,Health Care Equipment & Services,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,920.6,920.6,
2018-01-01,ATALANTA CORP,US,Cons Retail & Health,Retailing & Services,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,AUDCONNEX LLC,US,Not Assigned,Not Assigned,81121,Electronic and Precision Equipment Repair and Maintenance,81,811,8112,427.9,,
2018-01-01,AVANOS MEDICAL INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,AVON PRODUCTS INC,US,Cons Retail & Health,Household & Personal Products,32562,Toilet Preparation Manufacturing,32,325,3256,81.0,370.2,
2018-01-01,B&D SEAFOODS INC,US,Not Assigned,Not Assigned,42446,Fish and Seafood Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,B&R SALVAGE OF NEW YORK INC,US,Not Assigned,Not Assigned,45331,Used Merchandise Stores - DO NOT USE,45,453,4533,592.5,,
2018-01-01,BACTOLAC PHARMACEUTICAL INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,BAKCO BAKERY LLC,US,Cons Retail & Health,Food Beverage & Tobacco,31181,Bread and Bakery Product Manufacturing,31,311,3118,9.4,265.6,
2018-01-01,BAKER FARMING CO LLC,US,Cons Retail & Health,Food Beverage & Tobacco,11133,Noncitrus Fruit and Tree Nut Farming,11,111,1113,38.2,,
2018-01-01,BANCROFT GLOBAL DEVELOPMENT,US,Cons Retail & Health,Retailing & Services,81341,Civic and Social Organizations,81,813,8134,427.9,,
2018-01-01,BARILLA AMERICA INC,US,Cons Retail & Health,Retailing & Services,31182,Cookie Cracker and Pasta Manufacturing,31,311,3118,9.4,265.6,
2018-01-01,BARNELL REALTY,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,211.0,,
2018-01-01,BAUSCH & LOMB INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,BAUSCH + LOMB CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,BAXTER SALES & DISTRIBUTION LLC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,BCBMM LLC,US,Not Assigned,Not Assigned,53119,Lessors of Other Real Estate Property,53,531,5311,483.4,483.4,
2018-01-01,BEANCUBE INC,US,Cons Retail & Health,Consumer Durables & Apparel,54161,Management Consulting Services,54,541,5416,920.6,920.6,
2018-01-01,BEAR CANYON FARMS INC,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,38.2,,
2018-01-01,BECTON DICKINSON & CO,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,BELLPORT FORTUNE LLC,US,Cons Retail & Health,Retailing & Services,53139,Other Activities Related to Real Estate,53,531,5313,483.4,483.4,
2018-01-01,BENEFIT COSMETICS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,42421,Drugs and Druggists' Sundries Merchant Wholesalers,42,424,4242,1194.2,,
2018-01-01,BENFAY BAKERY LLC,US,Cons Retail & Health,Retailing & Services,31181,Bread and Bakery Product Manufacturing,31,311,3118,9.4,265.6,
2018-01-01,BENVA BAKERY LLC,US,Cons Retail & Health,Retailing & Services,31181,Bread and Bakery Product Manufacturing,31,311,3118,9.4,265.6,
2018-01-01,BERNARD NACHT & CO INC,US,Not Assigned,Not Assigned,42394,Jewelry Watch Precious Stone and Precious Metal Merchant Who,42,423,4239,1194.2,,
2018-01-01,BERWIN INC,US,Not Assigned,Not Assigned,44211,Furniture Stores - DO NOT USE,44,442,4421,211.0,,
2018-01-01,BEST SILVER INC,US,Not Assigned,Not Assigned,44815,Clothing Accessories Stores - DO NOT USE,44,448,4481,211.0,,
2018-01-01,BEST VALUE FOOD PRODUCTS LLC,US,Not Assigned,Not Assigned,42449,Other Grocery and Related Products Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,BEVERAGE MARKETING USA INC,US,Cons Retail & Health,Food Beverage & Tobacco,31211,Soft Drink and Ice Manufacturing,31,312,3121,9.4,,
2018-01-01,BEVERLY GLEN LABORATORIES INC,US,Not Assigned,Not Assigned,32562,Toilet Preparation Manufacturing,32,325,3256,81.0,370.2,
2018-01-01,BEYOND INC,US,Not Assigned,Not Assigned,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1194.2,,
2018-01-01,BIO-NUTRITIONAL RESEARCH GROUP INC,US,Not Assigned,Not Assigned,31151,Dairy Product (except Frozen) Manufacturing,31,311,3115,9.4,265.6,
2018-01-01,BIO-RAD LABORATORIES INC,US,Cons Retail & Health,Health Care Equipment & Services,33451,Navigational Measuring Electromedical and Control Instrument,33,334,3345,94.7,296.6,
2018-01-01,BIO-TECHNE CORP,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,BIOMARIN PHARMACEUTICAL INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,BIOMET INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,BLUE DONUTS REALTY LLC,US,Real Estate,Commercial Real Estate,53139,Other Activities Related to Real Estate,53,531,5313,483.4,483.4,
2018-01-01,BOMAN HOLDING LLC,US,Not Assigned,Not Assigned,42322,Home Furnishing Merchant Wholesalers,42,423,4232,1194.2,,
2018-01-01,BOSTON SCIENTIFIC CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,BPL PLASMA INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,BRAINCARE LLC,US,Cons Retail & Health,Health Care Equipment & Services,62199,All Other Ambulatory Health Care Services,62,621,6219,731.5,731.5,
2018-01-01,BRANDT INC,US,Power Chemicals Metals & Mining,Chemicals,32531,Fertilizer and Compost Manufacturing,32,325,3253,81.0,370.2,
2018-01-01,BRIGHTREE LLC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,BRISTOL-MYERS SQUIBB INTERNATIONAL CORP,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,BROTHERS MAIL ORDER INDUSTRIES INC,US,Not Assigned,Not Assigned,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,45,454,4541,592.5,,
2018-01-01,BROWN-FORMAN CORP,US,Cons Retail & Health,Food Beverage & Tobacco,31214,Distilleries,31,312,3121,9.4,,
2018-01-01,BULGARI CORP OF AMERICA,US,Cons Retail & Health,Consumer Durables & Apparel,33991,Jewelry and Silverware Manufacturing,33,339,3399,94.7,94.7,
2018-01-01,BUTOKUDEN INC,US,Cons Retail & Health,Consumer Durables & Apparel,71399,All Other Amusement and Recreation Industries,71,713,7139,89.6,89.6,
2018-01-01,CALAVO GROWERS INC,US,Not Assigned,Not Assigned,42448,Fresh Fruit and Vegetable Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,CALPHIN SWIM ACADEMY,US,Not Assigned,Not Assigned,71394,Fitness and Recreational Sports Centers,71,713,7139,89.6,89.6,
2018-01-01,CAMELOT STADIUM LLC,US,Cons Retail & Health,Retailing & Services,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,483.4,483.4,
2018-01-01,CAMLIN REALTY LLC,US,Not Assigned,Not Assigned,53121,Offices of Real Estate Agents and Brokers,53,531,5312,483.4,483.4,
2018-01-01,CARGILL INC,US,Cons Retail & Health,Food Beverage & Tobacco,31199,All Other Food Manufacturing,31,311,3119,9.4,265.6,
2018-01-01,CARILLON DIALYSIS LLC,US,Not Assigned,Not Assigned,56149,Other Business Support Services,56,561,5614,621.3,564.4,
2018-01-01,CARLTON POOLS INC,US,Transp & Indust,Capital Goods,23899,All Other Specialty Trade Contractors,23,238,2389,832.5,,
2018-01-01,CATO RESEARCH LLC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,920.6,920.6,
2018-01-01,CCC&D HOLDINGS LLC,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,CCL AVIATION INC,US,Cons Retail & Health,Retailing & Services,61151,Technical and Trade Schools,61,611,6115,255.4,,
2018-01-01,CELINE INC,US,Cons Retail & Health,Consumer Durables & Apparel,44832,Luggage and Leather Goods Stores - DO NOT USE,44,448,4483,211.0,,
2018-01-01,CENTRAL CALIFORNIA HEALTHCARE HOLDINGS LLC,US,Cons Retail & Health,Health Care Equipment & Services,55111,Management of Companies and Enterprises,55,551,5511,385.9,,
2018-01-01,CERNER CORP,US,Not Assigned,Not Assigned,54151,Computer Systems Design and Related Services,54,541,5415,920.6,920.6,341.0
2018-01-01,CHARLES RIVER LABORATORIES INTERNATIONAL INC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,920.6,920.6,
2018-01-01,CHARLES RIVER NEDERLAND BV,US,Not Assigned,Not Assigned,11299,All Other Animal Production,11,112,1129,38.2,,
2018-01-01,CHEFS CHOICE CASH & CARRY FOOD DISTRIBUTOR INC,US,Not Assigned,Not Assigned,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,CHINA VITAMINS LLC,US,Real Estate,Commercial Real Estate,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,CHIPOTLE MEXICAN GRILL INC,US,Not Assigned,Not Assigned,44529,Other Specialty Food Retailers,44,445,4452,211.0,154.7,
2018-01-01,CHRISTIAN DIOR INC,US,Cons Retail & Health,Consumer Durables & Apparel,53311,Lessors of Nonfinancial Intangible Assets (except Copyrighte,53,533,5331,483.4,239.2,
2018-01-01,CHRISTOPHER DESIGNS INC,US,Not Assigned,Not Assigned,33991,Jewelry and Silverware Manufacturing,33,339,3399,94.7,94.7,
2018-01-01,CHS INC,US,Cons Retail & Health,Food Beverage & Tobacco,42451,Grain and Field Bean Merchant Wholesalers,42,424,4245,1194.2,,
2018-01-01,CHURCH & DWIGHT CO INC,US,Cons Retail & Health,Household & Personal Products,32561,Soap and Cleaning Compound Manufacturing,32,325,3256,81.0,370.2,
2018-01-01,CLINICAL SERVICES CORPORATE OPERATIONS INC,US,Not Assigned,Not Assigned,55111,Management of Companies and Enterprises,55,551,5511,385.9,,
2018-01-01,CMB PROPERTIES LLC,US,Not Assigned,Not Assigned,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,1194.2,,
2018-01-01,COALINGA FEED YARD INCORPORATED,US,Not Assigned,Not Assigned,11211,Beef Cattle Ranching and Farming including Feedlots,11,112,1121,38.2,,
2018-01-01,COCA-COLA BEVERAGES FLORIDA LLC,US,Cons Retail & Health,Food Beverage & Tobacco,31211,Soft Drink and Ice Manufacturing,31,312,3121,9.4,,
2018-01-01,COCA-COLA BOTTLING CO UNITED INC,US,Not Assigned,Not Assigned,31211,Soft Drink and Ice Manufacturing,31,312,3121,9.4,,
2018-01-01,COCO 1215 REALTY LLC,US,Transp & Indust,Capital Goods,44221,Floor Covering Stores - DO NOT USE,44,442,4422,211.0,,
2018-01-01,COLOR BRANDS LLC,US,Cons Retail & Health,Retailing & Services,42449,Other Grocery and Related Products Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,COMPASS INDUSTRIES INC,US,Not Assigned,Not Assigned,42391,Sporting and Recreational Goods and Supplies Merchant Wholes,42,423,4239,1194.2,,
2018-01-01,CONDOR FARMS A GENERAL PARTNERSHIP,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,38.2,,
2018-01-01,CONSTANCE 415 LLC,US,Transp & Indust,Capital Goods,23622,Commercial and Institutional Building Construction,23,236,2362,832.5,,
2018-01-01,COTTONWOOD CREEK RANCH LLC,US,Not Assigned,Not Assigned,11133,Noncitrus Fruit and Tree Nut Farming,11,111,1113,38.2,,
2018-01-01,COTTONWOOD FARMS INC,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,38.2,,
2018-01-01,COURISTAN INC,US,Not Assigned,Not Assigned,31411,Carpet and Rug Mills,31,314,3141,9.4,,
2018-01-01,CRAVINGS COMPS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44314,Electronics and Appliance Stores - DO NOT USE,44,443,4431,211.0,,
2018-01-01,CREATIVE BEAUTY GROUP LLC,US,Not Assigned,Not Assigned,32561,Soap and Cleaning Compound Manufacturing,32,325,3256,81.0,370.2,
2018-01-01,CRISTINA FOODS INC,US,Not Assigned,Not Assigned,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,CROCS INC,US,Not Assigned,Not Assigned,31621,Footwear Manufacturing,31,316,3162,9.4,,
2018-01-01,CUISINE SOLUTIONS INC,US,Not Assigned,Not Assigned,31199,All Other Food Manufacturing,31,311,3119,9.4,265.6,
2018-01-01,DANIEL STREET HOLDINGS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,483.4,483.4,
2018-01-01,DARIK ENTERPRISES INC,US,Not Assigned,Not Assigned,42442,Packaged Frozen Food Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,DAVID MODLIN & RYAN LONDRY DDS LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,DAVID MODLIN & RYAN LONDRY II DDS PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,DAVID PEYSER SPORTSWEAR INC,US,Cons Retail & Health,Consumer Durables & Apparel,31522,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U,31,315,3152,9.4,9.4,
2018-01-01,DB SPECIAL INSTRUMENTS INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,DECKERS OUTDOOR CORP,US,Not Assigned,Not Assigned,31621,Footwear Manufacturing,31,316,3162,9.4,,
2018-01-01,DEFINITIVE MEDIA CORP,US,Not Assigned,Not Assigned,51121,Software Publishers - DO NOT USE,51,511,5112,89.1,263.2,
2018-01-01,DELTA BRANDS INC,US,Cons Retail & Health,Household & Personal Products,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,1194.2,,
2018-01-01,DENTAL EXPERTS LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,DENTAL EXPERTS PA,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,DENTCARE DELIVERY SYSTEMS INC,US,Not Assigned,Not Assigned,52429,Other Insurance Related Activities,52,524,5242,673.9,581.3,
2018-01-01,DENTSPLY SIRONA INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,DIAGEO INC,US,Cons Retail & Health,Food Beverage & Tobacco,31212,Breweries,31,312,3121,9.4,,
2018-01-01,DINE BRANDS GLOBAL INC,US,Cons Retail & Health,Retailing & Services,72251,Restaurants and Other Eating Places,72,722,7225,627.8,454.5,
2018-01-01,DIRECT FARMS LLC,US,Not Assigned,Not Assigned,42493,Flower Nursery Stock and Florists' Supplies Merchant Wholesa,42,424,4249,1194.2,,
2018-01-01,DOJO 17 LLC,US,Cons Retail & Health,Consumer Durables & Apparel,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,592.5,,
2018-01-01,DOMAINE CHANDON INC,US,Cons Retail & Health,Consumer Durables & Apparel,31213,Wineries,31,312,3121,9.4,,
2018-01-01,DOWN EAST & SEAFOOD INC,US,Cons Retail & Health,Retailing & Services,31171,Seafood Product Preparation and Packaging,31,311,3117,9.4,265.6,
2018-01-01,DOWN EAST REALTY LLC,US,Cons Retail & Health,Retailing & Services,31171,Seafood Product Preparation and Packaging,31,311,3117,9.4,265.6,
2018-01-01,DOYNA LTD,US,Not Assigned,Not Assigned,42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,42,424,4248,1194.2,,
2018-01-01,DREAM ON ME INDUSTRIES INC,US,Cons Retail & Health,Consumer Durables & Apparel,33712,Household and Institutional Furniture Manufacturing,33,337,3371,94.7,30.7,
2018-01-01,DRISCOLLS INC,US,Not Assigned,Not Assigned,42448,Fresh Fruit and Vegetable Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,DRYBRANCH INC,US,Not Assigned,Not Assigned,42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,42,423,4239,1194.2,,
2018-01-01,DYNAMIC MARKETING INC,US,Not Assigned,Not Assigned,42511,Business to Business Electronic Markets - DO NOT USE,42,425,4251,1194.2,,
2018-01-01,E-BOGU.COM INC,US,Cons Retail & Health,Consumer Durables & Apparel,45111,Sporting Goods Stores - DO NOT USE,45,451,4511,592.5,,
