item_code,area_code,year,month,CPI,item_name,region_name
SEHM02,0000,2019,07,86.380,Outdoor equipment and supplies,US
SEHM01,0000,2019,07,100.125,"Tools, hardware and supplies",US
SEHM,0000,2019,07,90.838,"Tools, hardware, outdoor equipment and supplies",US
SEHL04,0000,2019,07,81.096,Nonelectric cookware and tableware,US
SEHL03,0000,2019,07,50.486,Dishes and flatware,US
SEHL02,0000,2019,07,132.499,Indoor plants and flowers,US
SEHL01,0000,2019,07,36.251,"Clocks, lamps, and decorator items",US
SEHL,0000,2019,07,50.419,Other household equipment and furnishings,US
SEHK02,0000,2019,07,66.297,Other appliances,US
SEHK01,0000,2019,07,83.932,Major appliances,US
SEHK,0000,2019,07,76.979,Appliances,US
SEHJ03,0000,2019,07,69.875,Other furniture,US
SEHJ02,0000,2019,07,89.306,"Living room, kitchen, and dining room furniture",US
SEHJ01,0000,2019,07,130.640,Bedroom furniture,US
SEHJ,0000,2019,07,114.901,Furniture and bedding,US
SEHH03,0000,2019,07,42.610,Other linens,US
SEHH02,0000,2019,07,61.605,Window coverings,US
SEHH01,0000,2019,07,116.775,Floor coverings,US
SEHH,0000,2019,07,56.465,Window and floor coverings and other linens,US
SEHG02,0000,2019,07,482.138,Garbage and trash collection,US
SEHG01,0000,2019,07,568.911,Water and sewerage maintenance,US
SEHG,0000,2019,07,244.943,Water and sewer and trash collection services,US
SEHF02,0000,2019,07,167.074,Utility (piped) gas service,US
SEHF01,0000,2019,07,219.083,Electricity,US
SEHF,0000,2019,07,206.651,Energy services,US
SEHE02,0000,2019,07,316.335,"Propane, kerosene, and firewood",US
SEHE01,0000,2019,07,278.773,Fuel oil,US
SEHE,0000,2019,07,274.328,Fuel oil and other fuels,US
SEHD,0000,2019,07,152.186,Tenants' and household insurance,US
SEHC01,0000,2019,07,326.064,Owners' equivalent rent of primary residence,US
SEHC,0000,2019,07,326.023,Owners' equivalent rent of residences,US
SEHB02,0000,2019,07,368.157,Other lodging away from home including hotels and motels,US
SEHB01,0000,2019,07,559.100,"Housing at school, excluding board",US
SEHB,0000,2019,07,178.155,Lodging away from home,US
SEHA,0000,2019,07,331.605,Rent of primary residence,US
SEGE,0000,2019,07,73.206,Miscellaneous personal goods,US
SEGD05,0000,2019,07,365.323,Financial services,US
SEGD04,0000,2019,07,198.693,Apparel services other than laundry and dry cleaning,US
SEGD03,0000,2019,07,176.177,Laundry and dry cleaning services,US
SEGD02,0000,2019,07,338.257,Funeral expenses,US
SEGD01,0000,2019,07,365.428,Legal services,US
SEGD,0000,2019,07,449.868,Miscellaneous personal services,US
SEGC01,0000,2019,07,165.534,Haircuts and other personal care services,US
SEGC,0000,2019,07,271.295,Personal care services,US
SEGB02,0000,2019,07,183.130,"Cosmetics, perfume, bath, nail preparations and implements",US
SEGB01,0000,2019,07,103.308,"Hair, dental, shaving, and miscellaneous personal care products",US
SEGB,0000,2019,07,161.071,Personal care products,US
SEGA02,0000,2019,07,281.520,Tobacco products other than cigarettes,US
SEGA01,0000,2019,07,458.871,Cigarettes,US
SEGA,0000,2019,07,1120.066,Tobacco and smoking products,US
SEFX,0000,2019,07,355.923,Alcoholic beverages away from home,US
SEFW03,0000,2019,07,172.189,Wine at home,US
SEFW02,0000,2019,07,196.565,Distilled spirits at home,US
SEFW01,0000,2019,07,230.220,"Beer, ale, and other malt beverages at home",US
SEFW,0000,2019,07,205.990,Alcoholic beverages at home,US
SEFV05,0000,2019,07,196.711,Other food away from home,US
SEFV04,0000,2019,07,167.061,Food from vending machines and mobile vendors,US
SEFV03,0000,2019,07,180.424,Food at employee sites and schools,US
SEFV02,0000,2019,07,182.264,Limited service meals and snacks,US
SEFV01,0000,2019,07,176.832,Full service meals and snacks,US
SEFV,0000,2019,07,284.891,Food away from home,US
SEFT06,0000,2019,07,131.543,Other miscellaneous foods,US
SEFT05,0000,2019,07,168.936,Baby food,US
SEFT04,0000,2019,07,242.717,"Spices, seasonings, condiments, sauces",US
SEFT03,0000,2019,07,249.846,Snacks,US
SEFT02,0000,2019,07,167.637,Frozen and freeze dried prepared foods,US
SEFT01,0000,2019,07,251.256,Soups,US
SEFT,0000,2019,07,225.144,Other foods,US
SEFS03,0000,2019,07,156.552,Other fats and oils including peanut butter,US
SEFS02,0000,2019,07,127.825,Salad dressing,US
SEFS01,0000,2019,07,207.019,Butter and margarine,US
SEFS,0000,2019,07,226.630,Fats and oils,US
SEFR03,0000,2019,07,153.607,Other sweets,US
SEFR02,0000,2019,07,148.924,Candy and chewing gum,US
SEFR01,0000,2019,07,191.133,Sugar and sugar substitutes,US
SEFR,0000,2019,07,219.552,Sugar and sweets,US
SEFP02,0000,2019,07,131.062,Other beverage materials including tea,US
SEFP01,0000,2019,07,193.813,Coffee,US
SEFP,0000,2019,07,117.091,Beverage materials including coffee and tea,US
SEFN03,0000,2019,07,119.670,Nonfrozen noncarbonated juices and drinks,US
SEFN02,0000,2019,07,179.657,Frozen noncarbonated juices and drinks,US
SEFN01,0000,2019,07,166.409,Carbonated drinks,US
SEFN,0000,2019,07,131.862,Juices and nonalcoholic drinks,US
SEFM03,0000,2019,07,155.622,Other processed fruits and vegetables including dried,US
SEFM02,0000,2019,07,146.046,Frozen fruits and vegetables,US
SEFM01,0000,2019,07,163.496,Canned fruits and vegetables,US
SEFM,0000,2019,07,157.113,Processed fruits and vegetables,US
SEFL04,0000,2019,07,337.188,Other fresh vegetables,US
SEFL03,0000,2019,07,319.464,Tomatoes,US
SEFL02,0000,2019,07,326.245,Lettuce,US
SEFL01,0000,2019,07,372.192,Potatoes,US
SEFL,0000,2019,07,335.892,Fresh vegetables,US
SEFK04,0000,2019,07,111.029,Other fresh fruits,US
SEFK03,0000,2019,07,262.994,Citrus fruits,US
SEFK02,0000,2019,07,194.956,Bananas,US
SEFK01,0000,2019,07,354.683,Apples,US
SEFK,0000,2019,07,355.842,Fresh fruits,US
SEFJ04,0000,2019,07,149.952,Other dairy and related products,US
SEFJ03,0000,2019,07,213.859,Ice cream and related products,US
SEFJ02,0000,2019,07,227.813,Cheese and related products,US
SEFJ01,0000,2019,07,140.072,Milk,US
SEFJ,0000,2019,07,217.626,Dairy and related products,US
SEFH,0000,2019,07,192.124,Eggs,US
SEFG02,0000,2019,07,149.364,Processed fish and seafood,US
SEFG01,0000,2019,07,184.897,Fresh fish and seafood,US
SEFG,0000,2019,07,298.232,Fish and seafood,US
SEFF02,0000,2019,07,145.093,Other uncooked poultry including turkey,US
SEFF01,0000,2019,07,149.390,Chicken,US
SEFF,0000,2019,07,230.398,Poultry,US
SEFE,0000,2019,07,224.009,Other meats,US
SEFD04,0000,2019,07,126.525,"Other pork including roasts, steaks, and ribs",US
SEFD03,0000,2019,07,194.467,Pork chops,US
SEFD02,0000,2019,07,208.138,Ham,US
SEFD01,0000,2019,07,164.136,"Bacon, breakfast sausage, and related products",US
SEFD,0000,2019,07,216.545,Pork,US
SEFC04,0000,2019,07,248.456,Uncooked other beef and veal,US
SEFC03,0000,2019,07,208.912,Uncooked beef steaks,US
SEFC02,0000,2019,07,243.876,Uncooked beef roasts,US
SEFC01,0000,2019,07,268.957,Uncooked ground beef,US
SEFC,0000,2019,07,309.866,Beef and veal,US
SEFB04,0000,2019,07,270.770,Other bakery products,US
SEFB03,0000,2019,07,292.662,"Cakes, cupcakes, and cookies",US
SEFB02,0000,2019,07,177.300,"Fresh biscuits, rolls, muffins",US
SEFB01,0000,2019,07,183.514,Bread,US
SEFB,0000,2019,07,304.540,Bakery products,US
SEFA03,0000,2019,07,240.739,"Rice, pasta, cornmeal",US
SEFA02,0000,2019,07,224.036,Breakfast cereal,US
SEFA01,0000,2019,07,241.126,Flour and prepared flour mixes,US
SEFA,0000,2019,07,230.425,Cereals and cereal products,US
SEEEC,0000,2019,07,52.041,Information technology commodities,US
SEEE04,0000,2019,07,16.314,"Telephone hardware, calculators, and other consumer information items",US
SEEE03,0000,2019,07,76.993,Internet services and electronic information providers,US
SEEE02,0000,2019,07,29.322,Computer software and accessories,US
SEEE01,0000,2019,07,39.745,"Computers, peripherals, and smart home assistants",US
SEEE,0000,2019,07,7.397,"Information technology, hardware and services",US
SEED04,0000,2019,07,120.449,Residential telephone services,US
SEED03,0000,2019,07,46.431,Wireless telephone services,US
SEED,0000,2019,07,89.346,Telephone services,US
SEEC02,0000,2019,07,318.691,Delivery services,US
SEEC01,0000,2019,07,307.042,Postage,US
SEEC,0000,2019,07,195.329,Postage and delivery services,US
SEEB04,0000,2019,07,256.475,Technical and business school tuition and fees,US
SEEB03,0000,2019,07,303.632,Day care and preschool,US
SEEB02,0000,2019,07,866.985,Elementary and high school tuition and fees,US
SEEB01,0000,2019,07,859.365,College tuition and fees,US
SEEB,0000,2019,07,759.965,"Tuition, other school fees, and childcare",US
SEEA,0000,2019,07,683.624,Educational books and supplies,US
SEAG02,0000,2019,07,180.707,Jewelry,US
SEAG01,0000,2019,07,141.049,Watches,US
SEAG,0000,2019,07,177.463,Jewelry and watches,US
SEAF,0000,2019,07,116.929,Infants' and toddlers' apparel,US
SEAE03,0000,2019,07,122.655,Women's footwear,US
SEAE02,0000,2019,07,156.548,Boys' and girls' footwear,US
SEAE01,0000,2019,07,137.726,Men's footwear,US
SEAE,0000,2019,07,135.102,Footwear,US
SEAD,0000,2019,07,93.289,Girls' apparel,US
SEAC04,0000,2019,07,103.742,"Women's underwear, nightwear, swimwear and accessories",US
SEAC03,0000,2019,07,73.199,Women's suits and separates,US
SEAC02,0000,2019,07,107.440,Women's dresses,US
SEAC01,0000,2019,07,103.955,Women's outerwear,US
SEAC,0000,2019,07,106.272,Women's apparel,US
SEAB,0000,2019,07,104.890,Boys' apparel,US
SEAA04,0000,2019,07,118.094,Men's pants and shorts,US
SEAA03,0000,2019,07,75.207,Men's shirts and sweaters,US
SEAA02,0000,2019,07,152.519,"Men's underwear, nightwear, swimwear and accessories",US
SEAA01,0000,2019,07,106.183,"Men's suits, sport coats, and outerwear",US
SEAA,0000,2019,07,118.979,Men's apparel,US
SATCLTB,0000,2019,07,105.723,Transportation commodities less motor fuel,US
SAT1,0000,2019,07,209.185,Private transportation,US
SAT,0000,2019,07,213.405,Transportation,US
SASLE,0000,2019,07,337.867,Services less energy services,US
SASL5,0000,2019,07,309.955,Services less medical care services,US
SASL2RS,0000,2019,07,343.177,Services less rent of shelter,US
SAS4,0000,2019,07,325.105,Transportation services,US
SAS367,0000,2019,07,358.051,Other services,US
SAS2RS,0000,2019,07,332.736,Rent of shelter,US
SAS24,0000,2019,07,219.139,Utilities and public transportation,US
SAS,0000,2019,07,325.866,Services,US
SARS,0000,2019,07,123.851,Recreation services,US
SARC,0000,2019,07,79.606,Recreation commodities,US
SAR,0000,2019,07,120.128,Recreation,US
SANL13,0000,2019,07,249.890,Nondurables less food and apparel,US
SANL113,0000,2019,07,250.877,"Nondurables less food, beverages, and apparel",US
SANL11,0000,2019,07,198.829,Nondurables less food and beverages,US
SANL1,0000,2019,07,202.021,Nondurables less food,US
SAN1D,0000,2019,07,249.258,Domestically produced farm food,US
SAN,0000,2019,07,227.936,Nondurables,US
SAM2,0000,2019,07,535.515,Medical care services,US
SAM1,0000,2019,07,380.278,Medical care commodities,US
SAM,0000,2019,07,497.687,Medical care,US
SAH31,0000,2019,07,90.958,Household furnishings and supplies,US
SAH3,0000,2019,07,124.361,Household furnishings and operations,US
SAH21,0000,2019,07,202.787,Household energy,US
SAH2,0000,2019,07,245.205,Fuels and utilities,US
SAH1,0000,2019,07,319.136,Shelter,US
SAH,0000,2019,07,267.101,Housing,US
SAGS,0000,2019,07,125.097,Other personal services,US
SAGC,0000,2019,07,114.358,Other goods,US
SAG1,0000,2019,07,234.077,Personal care,US
SAG,0000,2019,07,451.709,Other goods and services,US
SAF116,0000,2019,07,253.129,Alcoholic beverages,US
SAF115,0000,2019,07,210.941,Other food at home,US
SAF114,0000,2019,07,169.685,Nonalcoholic beverages and beverage materials,US
SAF1131,0000,2019,07,346.778,Fresh fruits and vegetables,US
SAF113,0000,2019,07,299.350,Fruits and vegetables,US
SAF11211,0000,2019,07,257.517,Meats,US
SAF1121,0000,2019,07,254.331,"Meats, poultry, and fish",US
SAF112,0000,2019,07,250.033,"Meats, poultry, fish, and eggs",US
SAF111,0000,2019,07,277.490,Cereals and bakery products,US
SAF11,0000,2019,07,241.359,Food at home,US
SAF1,0000,2019,07,258.274,Food,US
SAF,0000,2019,07,258.015,Food and beverages,US
SAES,0000,2019,07,110.721,Education and communication services,US
SAEC,0000,2019,07,72.164,Education and communication commodities,US
SAE21,0000,2019,07,69.218,Information and information processing,US
SAE2,0000,2019,07,73.219,Communication,US
SAE1,0000,2019,07,264.882,Education,US
SAE,0000,2019,07,137.595,Education and communication,US
SAD,0000,2019,07,105.369,Durables,US
SACL1E4,0000,2019,07,145.166,"Commodities less food, energy, and used cars and trucks",US
SACL1E,0000,2019,07,144.448,Commodities less food and energy commodities,US
SACL11,0000,2019,07,150.874,Commodities less food and beverages,US
SACL1,0000,2019,07,154.270,Commodities less food,US
SACE,0000,2019,07,248.629,Energy commodities,US
SAC,0000,2019,07,186.319,Commodities,US
SAA2,0000,2019,07,104.106,Women's and girls' apparel,US
SAA1,0000,2019,07,116.315,Men's and boys' apparel,US
SAA,0000,2019,07,122.161,Apparel,US
SA311,0000,2019,07,114.704,Apparel less footwear,US
SA0R,0000,2019,07,39.0,Purchasing power of the consumer dollar,US
SA0LE,0000,2019,07,262.059,All items less energy,US
SA0L5,0000,2019,07,245.000,All items less medical care,US
SA0L2,0000,2019,07,235.071,All items less shelter,US
SA0L1E,0000,2019,07,263.566,All items less food and energy,US
SA0L12E4,0000,2019,07,238.181,"All items less food, shelter, energy, and used cars and trucks",US
SA0L12E,0000,2019,07,232.735,"All items less food, shelter, and energy",US
SA0L12,0000,2019,07,228.952,All items less food and shelter,US
SA0L1,0000,2019,07,256.286,All items less food,US
SA0E,0000,2019,07,222.492,Energy,US
SA0,0000,2019,07,256.571,All items,US
AA0R,0000,2019,07,13.0,Purchasing power of the consumer dollar - old base,US
AA0,0000,2019,07,768.571,All items - old base,US
SS47016,0400,2019,06,274.354,"Gasoline, unleaded premium",West
SS47015,0400,2019,06,268.635,"Gasoline, unleaded midgrade",West
SS47014,0400,2019,06,278.231,"Gasoline, unleaded regular",West
SS4501A,0400,2019,06,103.042,New cars and trucks,West
SS45011,0400,2019,06,146.120,New cars,West
SETE,0400,2019,06,848.406,Motor vehicle insurance,West
SETB01,0400,2019,06,281.204,Gasoline (all types),West
SETB,0400,2019,06,282.052,Motor fuel,West
SETA02,0400,2019,06,135.604,Used cars and trucks,West
SETA01,0400,2019,06,148.396,New vehicles,West
SETA,0400,2019,06,100.820,New and used motor vehicles,West
SEMC,0400,2019,06,359.820,Professional services,West
SEHF02,0400,2019,06,196.190,Utility (piped) gas service,West
SEHF01,0400,2019,06,297.814,Electricity,West
SEHF,0400,2019,06,263.219,Energy services,West
SEHC01,0400,2019,06,362.070,Owners' equivalent rent of primary residence,West
SEHC,0400,2019,06,362.056,Owners' equivalent rent of residences,West
SEHA,0400,2019,06,365.456,Rent of primary residence,West
SEFV,0400,2019,06,284.858,Food away from home,West
SEFJ,0400,2019,06,228.742,Dairy and related products,West
SEEB,0400,2019,06,1470.221,"Tuition, other school fees, and childcare",West
SATCLTB,0400,2019,06,105.227,Transportation commodities less motor fuel,West
SAT1,0400,2019,06,219.151,Private transportation,West
SAT,0400,2019,06,224.419,Transportation,West
SASLE,0400,2019,06,353.727,Services less energy services,West
SASL5,0400,2019,06,333.608,Services less medical care services,West
SASL2RS,0400,2019,06,360.887,Services less rent of shelter,West
SAS4,0400,2019,06,325.504,Transportation services,West
SAS367,0400,2019,06,356.563,Other services,West
SAS2RS,0400,2019,06,367.550,Rent of shelter,West
SAS,0400,2019,06,347.500,Services,West
SARS,0400,2019,06,124.593,Recreation services,West
SARC,0400,2019,06,81.513,Recreation commodities,West
SAR,0400,2019,06,114.477,Recreation,West
SANL13,0400,2019,06,257.326,Nondurables less food and apparel,West
SANL113,0400,2019,06,256.935,"Nondurables less food, beverages, and apparel",West
SANL11,0400,2019,06,199.088,Nondurables less food and beverages,West
SANL1,0400,2019,06,204.046,Nondurables less food,West
SAN,0400,2019,06,232.620,Nondurables,West
SAM2,0400,2019,06,546.057,Medical care services,West
SAM1,0400,2019,06,386.900,Medical care commodities,West
SAM,0400,2019,06,507.872,Medical care,West
SAH31,0400,2019,06,94.091,Household furnishings and supplies,West
SAH3,0400,2019,06,133.881,Household furnishings and operations,West
SAH21,0400,2019,06,260.849,Household energy,West
SAH2,0400,2019,06,308.287,Fuels and utilities,West
SAH1,0400,2019,06,345.131,Shelter,West
SAH,0400,2019,06,298.844,Housing,West
SAGS,0400,2019,06,125.287,Other personal services,West
SAGC,0400,2019,06,114.682,Other goods,West
SAG,0400,2019,06,446.371,Other goods and services,West
SAF116,0400,2019,06,264.303,Alcoholic beverages,West
SAF115,0400,2019,06,214.621,Other food at home,West
SAF114,0400,2019,06,173.807,Nonalcoholic beverages and beverage materials,West
SAF113,0400,2019,06,331.796,Fruits and vegetables,West
SAF112,0400,2019,06,258.131,"Meats, poultry, fish, and eggs",West
SAF111,0400,2019,06,264.712,Cereals and bakery products,West
SAF11,0400,2019,06,250.038,Food at home,West
SAF1,0400,2019,06,265.176,Food,West
SAF,0400,2019,06,265.355,Food and beverages,West
SAES,0400,2019,06,111.773,Education and communication services,West
SAEC,0400,2019,06,68.970,Education and communication commodities,West
SAE,0400,2019,06,137.108,Education and communication,West
SAD,0400,2019,06,106.688,Durables,West
SACL1E,0400,2019,06,140.433,Commodities less food and energy commodities,West
SACL11,0400,2019,06,150.255,Commodities less food and beverages,West
SACL1,0400,2019,06,154.502,Commodities less food,West
SACE,0400,2019,06,286.653,Energy commodities,West
SAC,0400,2019,06,188.537,Commodities,West
SAA,0400,2019,06,116.627,Apparel,West
SA0LE,0400,2019,06,272.707,All items less energy,West
SA0L5,0400,2019,06,260.120,All items less medical care,West
SA0L2,0400,2019,06,241.887,All items less shelter,West
SA0L1E,0400,2019,06,274.823,All items less food and energy,West
SA0L1,0400,2019,06,272.040,All items less food,West
SA0E,0400,2019,06,277.892,Energy,West
SA0,0400,2019,06,270.957,All items,West
AA0,0400,2019,06,437.988,All items - old base,West
SS47016,0300,2019,06,241.315,"Gasoline, unleaded premium",South
SS47015,0300,2019,06,242.758,"Gasoline, unleaded midgrade",South
SS47014,0300,2019,06,213.270,"Gasoline, unleaded regular",South
SS4501A,0300,2019,06,104.643,New cars and trucks,South
SS45011,0300,2019,06,153.831,New cars,South
SETE,0300,2019,06,948.277,Motor vehicle insurance,South
SETB01,0300,2019,06,218.734,Gasoline (all types),South
SETB,0300,2019,06,219.998,Motor fuel,South
SETA02,0300,2019,06,141.785,Used cars and trucks,South
SETA01,0300,2019,06,153.715,New vehicles,South
SETA,0300,2019,06,102.289,New and used motor vehicles,South
SEMC,0300,2019,06,366.162,Professional services,South
SEHF02,0300,2019,06,183.978,Utility (piped) gas service,South
SEHF01,0300,2019,06,192.670,Electricity,South
SEHF,0300,2019,06,193.668,Energy services,South
SEHC01,0300,2019,06,283.870,Owners' equivalent rent of primary residence,South
SEHC,0300,2019,06,283.865,Owners' equivalent rent of residences,South
SEHA,0300,2019,06,294.996,Rent of primary residence,South
SEFV,0300,2019,06,284.053,Food away from home,South
SEFJ,0300,2019,06,220.435,Dairy and related products,South
SEEB,0300,2019,06,1334.325,"Tuition, other school fees, and childcare",South
SATCLTB,0300,2019,06,106.351,Transportation commodities less motor fuel,South
SAT1,0300,2019,06,209.434,Private transportation,South
SAT,0300,2019,06,210.716,Transportation,South
SASLE,0300,2019,06,320.880,Services less energy services,South
SASL5,0300,2019,06,290.585,Services less medical care services,South
SASL2RS,0300,2019,06,341.725,Services less rent of shelter,South
SAS4,0300,2019,06,361.128,Transportation services,South
SAS367,0300,2019,06,344.677,Other services,South
SAS2RS,0300,2019,06,290.195,Rent of shelter,South
SAS,0300,2019,06,308.723,Services,South
SARS,0300,2019,06,123.297,Recreation services,South
SARC,0300,2019,06,77.721,Recreation commodities,South
SAR,0300,2019,06,119.903,Recreation,South
SANL13,0300,2019,06,238.702,Nondurables less food and apparel,South
SANL113,0300,2019,06,240.140,"Nondurables less food, beverages, and apparel",South
SANL11,0300,2019,06,199.459,Nondurables less food and beverages,South
SANL1,0300,2019,06,201.337,Nondurables less food,South
SAN,0300,2019,06,225.494,Nondurables,South
SAM2,0300,2019,06,509.713,Medical care services,South
SAM1,0300,2019,06,355.674,Medical care commodities,South
SAM,0300,2019,06,470.823,Medical care,South
SAH31,0300,2019,06,89.867,Household furnishings and supplies,South
SAH3,0300,2019,06,125.599,Household furnishings and operations,South
SAH21,0300,2019,06,193.370,Household energy,South
SAH2,0300,2019,06,240.276,Fuels and utilities,South
SAH1,0300,2019,06,282.573,Shelter,South
SAH,0300,2019,06,244.805,Housing,South
SAGS,0300,2019,06,122.264,Other personal services,South
SAGC,0300,2019,06,110.077,Other goods,South
SAG,0300,2019,06,429.206,Other goods and services,South
SAF116,0300,2019,06,236.610,Alcoholic beverages,South
SAF115,0300,2019,06,210.788,Other food at home,South
SAF114,0300,2019,06,166.934,Nonalcoholic beverages and beverage materials,South
SAF113,0300,2019,06,282.523,Fruits and vegetables,South
SAF112,0300,2019,06,242.066,"Meats, poultry, fish, and eggs",South
SAF111,0300,2019,06,280.509,Cereals and bakery products,South
SAF11,0300,2019,06,238.216,Food at home,South
SAF1,0300,2019,06,255.594,Food,South
SAF,0300,2019,06,254.350,Food and beverages,South
SAES,0300,2019,06,110.518,Education and communication services,South
SAEC,0300,2019,06,71.056,Education and communication commodities,South
SAE,0300,2019,06,132.851,Education and communication,South
SAD,0300,2019,06,108.178,Durables,South
SACL1E,0300,2019,06,146.715,Commodities less food and energy commodities,South
SACL11,0300,2019,06,151.894,Commodities less food and beverages,South
SACL1,0300,2019,06,154.478,Commodities less food,South
SACE,0300,2019,06,223.645,Energy commodities,South
SAC,0300,2019,06,184.721,Commodities,South
SAA,0300,2019,06,133.527,Apparel,South
SA0LE,0300,2019,06,252.362,All items less energy,South
SA0L5,0300,2019,06,234.265,All items less medical care,South
SA0L2,0300,2019,06,233.494,All items less shelter,South
SA0L1E,0300,2019,06,252.205,All items less food and energy,South
SA0L1,0300,2019,06,244.857,All items less food,South
SA0E,0300,2019,06,201.518,Energy,South
SA0,0300,2019,06,246.515,All items,South
AA0,0300,2019,06,399.882,All items - old base,South
SS47016,0200,2019,06,265.543,"Gasoline, unleaded premium",Midwest
SS47015,0200,2019,06,279.181,"Gasoline, unleaded midgrade",Midwest
SS47014,0200,2019,06,237.244,"Gasoline, unleaded regular",Midwest
SS4501A,0200,2019,06,97.178,New cars and trucks,Midwest
SS45011,0200,2019,06,133.982,New cars,Midwest
SETE,0200,2019,06,734.564,Motor vehicle insurance,Midwest
SETB01,0200,2019,06,243.457,Gasoline (all types),Midwest
SETB,0200,2019,06,244.784,Motor fuel,Midwest
SETA02,0200,2019,06,140.351,Used cars and trucks,Midwest
SETA01,0200,2019,06,137.458,New vehicles,Midwest
SETA,0200,2019,06,97.834,New and used motor vehicles,Midwest
SEMC,0200,2019,06,421.252,Professional services,Midwest
SEHF02,0200,2019,06,141.773,Utility (piped) gas service,Midwest
SEHF01,0200,2019,06,212.048,Electricity,Midwest
SEHF,0200,2019,06,189.738,Energy services,Midwest
SEHC01,0200,2019,06,284.155,Owners' equivalent rent of primary residence,Midwest
SEHC,0200,2019,06,284.189,Owners' equivalent rent of residences,Midwest
SEHA,0200,2019,06,278.668,Rent of primary residence,Midwest
SEFV,0200,2019,06,279.497,Food away from home,Midwest
SEFJ,0200,2019,06,195.142,Dairy and related products,Midwest
SEEB,0200,2019,06,1202.214,"Tuition, other school fees, and childcare",Midwest
SATCLTB,0200,2019,06,103.844,Transportation commodities less motor fuel,Midwest
SAT1,0200,2019,06,200.922,Private transportation,Midwest
SAT,0200,2019,06,206.242,Transportation,Midwest
SASLE,0200,2019,06,311.829,Services less energy services,Midwest
SASL5,0200,2019,06,280.935,Services less medical care services,Midwest
SASL2RS,0200,2019,06,326.395,Services less rent of shelter,Midwest
SAS4,0200,2019,06,320.138,Transportation services,Midwest
SAS367,0200,2019,06,342.686,Other services,Midwest
SAS2RS,0200,2019,06,288.182,Rent of shelter,Midwest
SAS,0200,2019,06,298.116,Services,Midwest
SARS,0200,2019,06,121.389,Recreation services,Midwest
SARC,0200,2019,06,82.158,Recreation commodities,Midwest
SAR,0200,2019,06,120.979,Recreation,Midwest
SANL13,0200,2019,06,249.204,Nondurables less food and apparel,Midwest
SANL113,0200,2019,06,250.316,"Nondurables less food, beverages, and apparel",Midwest
SANL11,0200,2019,06,196.511,Nondurables less food and beverages,Midwest
SANL1,0200,2019,06,199.556,Nondurables less food,Midwest
SAN,0200,2019,06,221.917,Nondurables,Midwest
SAM2,0200,2019,06,528.484,Medical care services,Midwest
SAM1,0200,2019,06,390.713,Medical care commodities,Midwest
SAM,0200,2019,06,493.894,Medical care,Midwest
SAH31,0200,2019,06,90.116,Household furnishings and supplies,Midwest
SAH3,0200,2019,06,114.497,Household furnishings and operations,Midwest
SAH21,0200,2019,06,182.522,Household energy,Midwest
SAH2,0200,2019,06,225.255,Fuels and utilities,Midwest
SAH1,0200,2019,06,280.235,Shelter,Midwest
SAH,0200,2019,06,233.655,Housing,Midwest
SAGS,0200,2019,06,124.315,Other personal services,Midwest
SAGC,0200,2019,06,114.017,Other goods,Midwest
SAG,0200,2019,06,433.359,Other goods and services,Midwest
SAF116,0200,2019,06,254.268,Alcoholic beverages,Midwest
SAF115,0200,2019,06,199.528,Other food at home,Midwest
SAF114,0200,2019,06,161.891,Nonalcoholic beverages and beverage materials,Midwest
SAF113,0200,2019,06,270.639,Fruits and vegetables,Midwest
SAF112,0200,2019,06,247.922,"Meats, poultry, fish, and eggs",Midwest
SAF111,0200,2019,06,262.143,Cereals and bakery products,Midwest
SAF11,0200,2019,06,227.950,Food at home,Midwest
SAF1,0200,2019,06,247.346,Food,Midwest
SAF,0200,2019,06,247.960,Food and beverages,Midwest
SAES,0200,2019,06,109.054,Education and communication services,Midwest
SAEC,0200,2019,06,72.627,Education and communication commodities,Midwest
SAE,0200,2019,06,137.330,Education and communication,Midwest
SAD,0200,2019,06,101.554,Durables,Midwest
SACL1E,0200,2019,06,142.821,Commodities less food and energy commodities,Midwest
SACL11,0200,2019,06,147.697,Commodities less food and beverages,Midwest
SACL1,0200,2019,06,151.007,Commodities less food,Midwest
SACE,0200,2019,06,243.463,Energy commodities,Midwest
SAC,0200,2019,06,180.302,Commodities,Midwest
SAA,0200,2019,06,114.069,Apparel,Midwest
SA0LE,0200,2019,06,243.932,All items less energy,Midwest
SA0L5,0200,2019,06,226.189,All items less medical care,Midwest
SA0L2,0200,2019,06,225.624,All items less shelter,Midwest
SA0L1E,0200,2019,06,244.045,All items less food and energy,Midwest
SA0L1,0200,2019,06,236.673,All items less food,Midwest
SA0E,0200,2019,06,210.885,Energy,Midwest
SA0,0200,2019,06,238.288,All items,Midwest
AA0,0200,2019,06,387.709,All items - old base,Midwest
SS47016,0100,2019,06,244.834,"Gasoline, unleaded premium",Northeast
SS47015,0100,2019,06,250.774,"Gasoline, unleaded midgrade",Northeast
SS47014,0100,2019,06,233.954,"Gasoline, unleaded regular",Northeast
SS4501A,0100,2019,06,101.479,New cars and trucks,Northeast
SS45011,0100,2019,06,134.819,New cars,Northeast
SETE,0100,2019,06,621.462,Motor vehicle insurance,Northeast
SETB01,0100,2019,06,236.565,Gasoline (all types),Northeast
SETB,0100,2019,06,237.616,Motor fuel,Northeast
SETA02,0100,2019,06,147.068,Used cars and trucks,Northeast
