client_name,item_name,quarter,consumer_spend
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2017-01-01,935123
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2016-10-01,926928
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2016-07-01,917396
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2016-04-01,911687
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2016-01-01,896614
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2015-10-01,887686
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2015-07-01,886629
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2015-04-01,883554
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2015-01-01,881356
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2014-10-01,876328
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2014-07-01,872315
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2014-04-01,868601
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2014-01-01,868220
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2013-10-01,863182
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2013-07-01,856714
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2013-04-01,850007
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2013-01-01,852237
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2012-10-01,849367
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2012-07-01,847435
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2012-04-01,846413
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2012-01-01,841577
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2011-10-01,836100
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2011-07-01,837225
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2011-04-01,840466
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2011-01-01,842164
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2010-10-01,841947
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2010-07-01,835789
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2010-04-01,834628
GATEPIZZA LLC,Food and beverages purchased for off-premises consumption,2010-01-01,838455
GD PA MANAGER LLC,Health care,2022-01-01,2252896
GD PA MANAGER LLC,Health care,2021-10-01,2240191
GD PA MANAGER LLC,Health care,2021-07-01,2219848
GD PA MANAGER LLC,Health care,2021-04-01,2193641
GD PA MANAGER LLC,Health care,2021-01-01,2140696
GD PA MANAGER LLC,Health care,2020-10-01,2164395
GD PA MANAGER LLC,Health care,2020-07-01,2094537
GD PA MANAGER LLC,Health care,2020-04-01,1782625
GD PA MANAGER LLC,Health care,2020-01-01,2165668
GD PA MANAGER LLC,Health care,2019-10-01,2263304
GD PA MANAGER LLC,Health care,2019-07-01,2247533
GD PA MANAGER LLC,Health care,2019-04-01,2238978
GD PA MANAGER LLC,Health care,2019-01-01,2211498
GD PA MANAGER LLC,Health care,2018-10-01,2180602
GD PA MANAGER LLC,Health care,2018-07-01,2189326
GD PA MANAGER LLC,Health care,2018-04-01,2160313
GD PA MANAGER LLC,Health care,2018-01-01,2148573
GD PA MANAGER LLC,Health care,2017-10-01,2134615
GD PA MANAGER LLC,Health care,2017-07-01,2123084
GD PA MANAGER LLC,Health care,2017-04-01,2097873
GD PA MANAGER LLC,Health care,2017-01-01,2104448
GD PA MANAGER LLC,Health care,2016-10-01,2090583
GD PA MANAGER LLC,Health care,2016-07-01,2065059
GD PA MANAGER LLC,Health care,2016-04-01,2075982
GD PA MANAGER LLC,Health care,2016-01-01,2048196
GD PA MANAGER LLC,Health care,2015-10-01,2016752
GD PA MANAGER LLC,Health care,2015-07-01,2013136
GD PA MANAGER LLC,Health care,2015-04-01,1982644
GD PA MANAGER LLC,Health care,2015-01-01,1965737
GD PA MANAGER LLC,Health care,2014-10-01,1945195
GD PA MANAGER LLC,Health care,2014-07-01,1908554
GD PA MANAGER LLC,Health care,2014-04-01,1875662
GD PA MANAGER LLC,Health care,2014-01-01,1841599
GD PA MANAGER LLC,Health care,2013-10-01,1851889
GD PA MANAGER LLC,Health care,2013-07-01,1833087
GD PA MANAGER LLC,Health care,2013-04-01,1828625
GD PA MANAGER LLC,Health care,2013-01-01,1816841
GD PA MANAGER LLC,Health care,2012-10-01,1826446
GD PA MANAGER LLC,Health care,2012-07-01,1817785
GD PA MANAGER LLC,Health care,2012-04-01,1817570
GD PA MANAGER LLC,Health care,2012-01-01,1823373
GD PA MANAGER LLC,Health care,2011-10-01,1798527
GD PA MANAGER LLC,Health care,2011-07-01,1781910
GD PA MANAGER LLC,Health care,2011-04-01,1787790
GD PA MANAGER LLC,Health care,2011-01-01,1786551
GD PA MANAGER LLC,Health care,2010-10-01,1780286
GD PA MANAGER LLC,Health care,2010-07-01,1777561
GD PA MANAGER LLC,Health care,2010-04-01,1752153
GD PA MANAGER LLC,Health care,2010-01-01,1736761
GINKGO BIOWORKS INC,Health care,2022-01-01,2252896
GINKGO BIOWORKS INC,Health care,2021-10-01,2240191
GINKGO BIOWORKS INC,Health care,2021-07-01,2219848
GINKGO BIOWORKS INC,Health care,2021-04-01,2193641
GINKGO BIOWORKS INC,Health care,2021-01-01,2140696
GINKGO BIOWORKS INC,Health care,2020-10-01,2164395
GINKGO BIOWORKS INC,Health care,2020-07-01,2094537
GINKGO BIOWORKS INC,Health care,2020-04-01,1782625
GINKGO BIOWORKS INC,Health care,2020-01-01,2165668
GINKGO BIOWORKS INC,Health care,2019-10-01,2263304
GINKGO BIOWORKS INC,Health care,2019-07-01,2247533
GINKGO BIOWORKS INC,Health care,2019-04-01,2238978
GINKGO BIOWORKS INC,Health care,2019-01-01,2211498
GINKGO BIOWORKS INC,Health care,2018-10-01,2180602
GINKGO BIOWORKS INC,Health care,2018-07-01,2189326
GINKGO BIOWORKS INC,Health care,2018-04-01,2160313
GINKGO BIOWORKS INC,Health care,2018-01-01,2148573
GINKGO BIOWORKS INC,Health care,2017-10-01,2134615
GINKGO BIOWORKS INC,Health care,2017-07-01,2123084
GINKGO BIOWORKS INC,Health care,2017-04-01,2097873
GINKGO BIOWORKS INC,Health care,2017-01-01,2104448
GINKGO BIOWORKS INC,Health care,2016-10-01,2090583
GINKGO BIOWORKS INC,Health care,2016-07-01,2065059
GINKGO BIOWORKS INC,Health care,2016-04-01,2075982
GINKGO BIOWORKS INC,Health care,2016-01-01,2048196
GINKGO BIOWORKS INC,Health care,2015-10-01,2016752
GINKGO BIOWORKS INC,Health care,2015-07-01,2013136
GINKGO BIOWORKS INC,Health care,2015-04-01,1982644
GINKGO BIOWORKS INC,Health care,2015-01-01,1965737
GINKGO BIOWORKS INC,Health care,2014-10-01,1945195
GINKGO BIOWORKS INC,Health care,2014-07-01,1908554
GINKGO BIOWORKS INC,Health care,2014-04-01,1875662
GINKGO BIOWORKS INC,Health care,2014-01-01,1841599
GINKGO BIOWORKS INC,Health care,2013-10-01,1851889
GINKGO BIOWORKS INC,Health care,2013-07-01,1833087
GINKGO BIOWORKS INC,Health care,2013-04-01,1828625
GINKGO BIOWORKS INC,Health care,2013-01-01,1816841
GINKGO BIOWORKS INC,Health care,2012-10-01,1826446
GINKGO BIOWORKS INC,Health care,2012-07-01,1817785
GINKGO BIOWORKS INC,Health care,2012-04-01,1817570
GINKGO BIOWORKS INC,Health care,2012-01-01,1823373
GINKGO BIOWORKS INC,Health care,2011-10-01,1798527
GINKGO BIOWORKS INC,Health care,2011-07-01,1781910
GINKGO BIOWORKS INC,Health care,2011-04-01,1787790
GINKGO BIOWORKS INC,Health care,2011-01-01,1786551
GINKGO BIOWORKS INC,Health care,2010-10-01,1780286
GINKGO BIOWORKS INC,Health care,2010-07-01,1777561
GINKGO BIOWORKS INC,Health care,2010-04-01,1752153
GINKGO BIOWORKS INC,Health care,2010-01-01,1736761
GIVENCHY CORP,Clothing and footwear,2022-01-01,495170
GIVENCHY CORP,Clothing and footwear,2021-10-01,501415
GIVENCHY CORP,Clothing and footwear,2021-07-01,504261
GIVENCHY CORP,Clothing and footwear,2021-04-01,505161
GIVENCHY CORP,Clothing and footwear,2021-01-01,466189
GIVENCHY CORP,Clothing and footwear,2020-10-01,431760
GIVENCHY CORP,Clothing and footwear,2020-07-01,428578
GIVENCHY CORP,Clothing and footwear,2020-04-01,322805
GIVENCHY CORP,Clothing and footwear,2020-01-01,377524
GIVENCHY CORP,Clothing and footwear,2019-10-01,415107
GIVENCHY CORP,Clothing and footwear,2019-07-01,406536
GIVENCHY CORP,Clothing and footwear,2019-04-01,406087
GIVENCHY CORP,Clothing and footwear,2019-01-01,398751
GIVENCHY CORP,Clothing and footwear,2018-10-01,398963
GIVENCHY CORP,Clothing and footwear,2018-07-01,399861
GIVENCHY CORP,Clothing and footwear,2018-04-01,391766
GIVENCHY CORP,Clothing and footwear,2018-01-01,388983
GIVENCHY CORP,Clothing and footwear,2017-10-01,389648
GIVENCHY CORP,Clothing and footwear,2017-07-01,384320
GIVENCHY CORP,Clothing and footwear,2017-04-01,382758
GIVENCHY CORP,Clothing and footwear,2017-01-01,380169
GIVENCHY CORP,Clothing and footwear,2016-10-01,375443
GIVENCHY CORP,Clothing and footwear,2016-07-01,378935
GIVENCHY CORP,Clothing and footwear,2016-04-01,375388
GIVENCHY CORP,Clothing and footwear,2016-01-01,376615
GIVENCHY CORP,Clothing and footwear,2015-10-01,370586
GIVENCHY CORP,Clothing and footwear,2015-07-01,370164
GIVENCHY CORP,Clothing and footwear,2015-04-01,368060
GIVENCHY CORP,Clothing and footwear,2015-01-01,365231
GIVENCHY CORP,Clothing and footwear,2014-10-01,363707
GIVENCHY CORP,Clothing and footwear,2014-07-01,357726
GIVENCHY CORP,Clothing and footwear,2014-04-01,355562
GIVENCHY CORP,Clothing and footwear,2014-01-01,347440
GIVENCHY CORP,Clothing and footwear,2013-10-01,347041
GIVENCHY CORP,Clothing and footwear,2013-07-01,346052
GIVENCHY CORP,Clothing and footwear,2013-04-01,347746
GIVENCHY CORP,Clothing and footwear,2013-01-01,347607
GIVENCHY CORP,Clothing and footwear,2012-10-01,344160
GIVENCHY CORP,Clothing and footwear,2012-07-01,346931
GIVENCHY CORP,Clothing and footwear,2012-04-01,341757
GIVENCHY CORP,Clothing and footwear,2012-01-01,348030
GIVENCHY CORP,Clothing and footwear,2011-10-01,343776
GIVENCHY CORP,Clothing and footwear,2011-07-01,342350
GIVENCHY CORP,Clothing and footwear,2011-04-01,347258
GIVENCHY CORP,Clothing and footwear,2011-01-01,345058
GIVENCHY CORP,Clothing and footwear,2010-10-01,341927
GIVENCHY CORP,Clothing and footwear,2010-07-01,333427
GIVENCHY CORP,Clothing and footwear,2010-04-01,331631
GIVENCHY CORP,Clothing and footwear,2010-01-01,326835
GLOBAL BOUQUET LLC,Other services,2022-01-01,1122954
GLOBAL BOUQUET LLC,Other services,2021-10-01,1107893
GLOBAL BOUQUET LLC,Other services,2021-07-01,1107199
GLOBAL BOUQUET LLC,Other services,2021-04-01,1064397
GLOBAL BOUQUET LLC,Other services,2021-01-01,1031817
GLOBAL BOUQUET LLC,Other services,2020-10-01,1015493
GLOBAL BOUQUET LLC,Other services,2020-07-01,986345
GLOBAL BOUQUET LLC,Other services,2020-04-01,913366
GLOBAL BOUQUET LLC,Other services,2020-01-01,1100668
GLOBAL BOUQUET LLC,Other services,2019-10-01,1132570
GLOBAL BOUQUET LLC,Other services,2019-07-01,1123874
GLOBAL BOUQUET LLC,Other services,2019-04-01,1105081
GLOBAL BOUQUET LLC,Other services,2019-01-01,1095725
GLOBAL BOUQUET LLC,Other services,2018-10-01,1090586
GLOBAL BOUQUET LLC,Other services,2018-07-01,1077854
GLOBAL BOUQUET LLC,Other services,2018-04-01,1071347
GLOBAL BOUQUET LLC,Other services,2018-01-01,1038203
GLOBAL BOUQUET LLC,Other services,2017-10-01,1038901
GLOBAL BOUQUET LLC,Other services,2017-07-01,1031713
GLOBAL BOUQUET LLC,Other services,2017-04-01,1033811
GLOBAL BOUQUET LLC,Other services,2017-01-01,1026010
GLOBAL BOUQUET LLC,Other services,2016-10-01,1004128
GLOBAL BOUQUET LLC,Other services,2016-07-01,1000537
GLOBAL BOUQUET LLC,Other services,2016-04-01,995503
GLOBAL BOUQUET LLC,Other services,2016-01-01,987341
GLOBAL BOUQUET LLC,Other services,2015-10-01,972992
GLOBAL BOUQUET LLC,Other services,2015-07-01,967949
GLOBAL BOUQUET LLC,Other services,2015-04-01,962701
GLOBAL BOUQUET LLC,Other services,2015-01-01,952709
GLOBAL BOUQUET LLC,Other services,2014-10-01,962197
GLOBAL BOUQUET LLC,Other services,2014-07-01,947865
GLOBAL BOUQUET LLC,Other services,2014-04-01,932136
GLOBAL BOUQUET LLC,Other services,2014-01-01,928792
GLOBAL BOUQUET LLC,Other services,2013-10-01,918981
GLOBAL BOUQUET LLC,Other services,2013-07-01,913396
GLOBAL BOUQUET LLC,Other services,2013-04-01,906484
GLOBAL BOUQUET LLC,Other services,2013-01-01,899555
GLOBAL BOUQUET LLC,Other services,2012-10-01,918589
GLOBAL BOUQUET LLC,Other services,2012-07-01,921395
GLOBAL BOUQUET LLC,Other services,2012-04-01,923461
GLOBAL BOUQUET LLC,Other services,2012-01-01,934050
GLOBAL BOUQUET LLC,Other services,2011-10-01,927260
GLOBAL BOUQUET LLC,Other services,2011-07-01,925646
GLOBAL BOUQUET LLC,Other services,2011-04-01,933847
GLOBAL BOUQUET LLC,Other services,2011-01-01,937902
GLOBAL BOUQUET LLC,Other services,2010-10-01,924532
GLOBAL BOUQUET LLC,Other services,2010-07-01,927540
GLOBAL BOUQUET LLC,Other services,2010-04-01,925396
GLOBAL BOUQUET LLC,Other services,2010-01-01,924215
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2019-10-01,994714
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2019-07-01,997859
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2019-04-01,985136
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2019-01-01,970569
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2018-10-01,972585
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2018-07-01,968444
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2018-04-01,966239
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2018-01-01,962112
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2017-10-01,959973
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2017-07-01,947756
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2017-04-01,940790
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2017-01-01,935123
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2016-10-01,926928
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2016-07-01,917396
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2016-04-01,911687
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2016-01-01,896614
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2015-10-01,887686
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2015-07-01,886629
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2015-04-01,883554
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2015-01-01,881356
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2014-10-01,876328
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2014-07-01,872315
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2014-04-01,868601
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2014-01-01,868220
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2013-10-01,863182
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2013-07-01,856714
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2013-04-01,850007
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2013-01-01,852237
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2012-10-01,849367
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2012-07-01,847435
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2012-04-01,846413
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2012-01-01,841577
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2011-10-01,836100
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2011-07-01,837225
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2011-04-01,840466
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2011-01-01,842164
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2010-10-01,841947
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2010-07-01,835789
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2010-04-01,834628
GLOBAL FOOD CORP,Food and beverages purchased for off-premises consumption,2010-01-01,838455
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2019-10-01,994714
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2019-07-01,997859
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2019-04-01,985136
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2019-01-01,970569
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2018-10-01,972585
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2018-07-01,968444
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2018-04-01,966239
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2018-01-01,962112
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2017-10-01,959973
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2017-07-01,947756
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2017-04-01,940790
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2017-01-01,935123
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2016-10-01,926928
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2016-07-01,917396
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2016-04-01,911687
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2016-01-01,896614
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2015-10-01,887686
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2015-07-01,886629
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2015-04-01,883554
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2015-01-01,881356
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2014-10-01,876328
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2014-07-01,872315
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2014-04-01,868601
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2014-01-01,868220
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2013-10-01,863182
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2013-07-01,856714
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2013-04-01,850007
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2013-01-01,852237
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2012-10-01,849367
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2012-07-01,847435
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2012-04-01,846413
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2012-01-01,841577
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2011-10-01,836100
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2011-07-01,837225
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2011-04-01,840466
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2011-01-01,842164
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2010-10-01,841947
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2010-07-01,835789
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2010-04-01,834628
GOLDSTEIN & BURTON INC,Food and beverages purchased for off-premises consumption,2010-01-01,838455
GONZALEZ ASSOCIATES INC,Other services,2022-01-01,1122954
GONZALEZ ASSOCIATES INC,Other services,2021-10-01,1107893
GONZALEZ ASSOCIATES INC,Other services,2021-07-01,1107199
GONZALEZ ASSOCIATES INC,Other services,2021-04-01,1064397
GONZALEZ ASSOCIATES INC,Other services,2021-01-01,1031817
GONZALEZ ASSOCIATES INC,Other services,2020-10-01,1015493
GONZALEZ ASSOCIATES INC,Other services,2020-07-01,986345
GONZALEZ ASSOCIATES INC,Other services,2020-04-01,913366
GONZALEZ ASSOCIATES INC,Other services,2020-01-01,1100668
GONZALEZ ASSOCIATES INC,Other services,2019-10-01,1132570
GONZALEZ ASSOCIATES INC,Other services,2019-07-01,1123874
GONZALEZ ASSOCIATES INC,Other services,2019-04-01,1105081
GONZALEZ ASSOCIATES INC,Other services,2019-01-01,1095725
GONZALEZ ASSOCIATES INC,Other services,2018-10-01,1090586
GONZALEZ ASSOCIATES INC,Other services,2018-07-01,1077854
GONZALEZ ASSOCIATES INC,Other services,2018-04-01,1071347
GONZALEZ ASSOCIATES INC,Other services,2018-01-01,1038203
GONZALEZ ASSOCIATES INC,Other services,2017-10-01,1038901
GONZALEZ ASSOCIATES INC,Other services,2017-07-01,1031713
GONZALEZ ASSOCIATES INC,Other services,2017-04-01,1033811
GONZALEZ ASSOCIATES INC,Other services,2017-01-01,1026010
GONZALEZ ASSOCIATES INC,Other services,2016-10-01,1004128
GONZALEZ ASSOCIATES INC,Other services,2016-07-01,1000537
GONZALEZ ASSOCIATES INC,Other services,2016-04-01,995503
GONZALEZ ASSOCIATES INC,Other services,2016-01-01,987341
GONZALEZ ASSOCIATES INC,Other services,2015-10-01,972992
GONZALEZ ASSOCIATES INC,Other services,2015-07-01,967949
GONZALEZ ASSOCIATES INC,Other services,2015-04-01,962701
GONZALEZ ASSOCIATES INC,Other services,2015-01-01,952709
GONZALEZ ASSOCIATES INC,Other services,2014-10-01,962197
GONZALEZ ASSOCIATES INC,Other services,2014-07-01,947865
GONZALEZ ASSOCIATES INC,Other services,2014-04-01,932136
GONZALEZ ASSOCIATES INC,Other services,2014-01-01,928792
GONZALEZ ASSOCIATES INC,Other services,2013-10-01,918981
GONZALEZ ASSOCIATES INC,Other services,2013-07-01,913396
GONZALEZ ASSOCIATES INC,Other services,2013-04-01,906484
GONZALEZ ASSOCIATES INC,Other services,2013-01-01,899555
GONZALEZ ASSOCIATES INC,Other services,2012-10-01,918589
GONZALEZ ASSOCIATES INC,Other services,2012-07-01,921395
GONZALEZ ASSOCIATES INC,Other services,2012-04-01,923461
GONZALEZ ASSOCIATES INC,Other services,2012-01-01,934050
GONZALEZ ASSOCIATES INC,Other services,2011-10-01,927260
GONZALEZ ASSOCIATES INC,Other services,2011-07-01,925646
GONZALEZ ASSOCIATES INC,Other services,2011-04-01,933847
GONZALEZ ASSOCIATES INC,Other services,2011-01-01,937902
GONZALEZ ASSOCIATES INC,Other services,2010-10-01,924532
GONZALEZ ASSOCIATES INC,Other services,2010-07-01,927540
GONZALEZ ASSOCIATES INC,Other services,2010-04-01,925396
GONZALEZ ASSOCIATES INC,Other services,2010-01-01,924215
GOODWIN BIOTECHNOLOGY INC,Health care,2022-01-01,2252896
GOODWIN BIOTECHNOLOGY INC,Health care,2021-10-01,2240191
GOODWIN BIOTECHNOLOGY INC,Health care,2021-07-01,2219848
GOODWIN BIOTECHNOLOGY INC,Health care,2021-04-01,2193641
GOODWIN BIOTECHNOLOGY INC,Health care,2021-01-01,2140696
GOODWIN BIOTECHNOLOGY INC,Health care,2020-10-01,2164395
GOODWIN BIOTECHNOLOGY INC,Health care,2020-07-01,2094537
GOODWIN BIOTECHNOLOGY INC,Health care,2020-04-01,1782625
GOODWIN BIOTECHNOLOGY INC,Health care,2020-01-01,2165668
GOODWIN BIOTECHNOLOGY INC,Health care,2019-10-01,2263304
GOODWIN BIOTECHNOLOGY INC,Health care,2019-07-01,2247533
GOODWIN BIOTECHNOLOGY INC,Health care,2019-04-01,2238978
GOODWIN BIOTECHNOLOGY INC,Health care,2019-01-01,2211498
GOODWIN BIOTECHNOLOGY INC,Health care,2018-10-01,2180602
GOODWIN BIOTECHNOLOGY INC,Health care,2018-07-01,2189326
GOODWIN BIOTECHNOLOGY INC,Health care,2018-04-01,2160313
GOODWIN BIOTECHNOLOGY INC,Health care,2018-01-01,2148573
GOODWIN BIOTECHNOLOGY INC,Health care,2017-10-01,2134615
GOODWIN BIOTECHNOLOGY INC,Health care,2017-07-01,2123084
GOODWIN BIOTECHNOLOGY INC,Health care,2017-04-01,2097873
GOODWIN BIOTECHNOLOGY INC,Health care,2017-01-01,2104448
GOODWIN BIOTECHNOLOGY INC,Health care,2016-10-01,2090583
GOODWIN BIOTECHNOLOGY INC,Health care,2016-07-01,2065059
GOODWIN BIOTECHNOLOGY INC,Health care,2016-04-01,2075982
GOODWIN BIOTECHNOLOGY INC,Health care,2016-01-01,2048196
GOODWIN BIOTECHNOLOGY INC,Health care,2015-10-01,2016752
GOODWIN BIOTECHNOLOGY INC,Health care,2015-07-01,2013136
GOODWIN BIOTECHNOLOGY INC,Health care,2015-04-01,1982644
GOODWIN BIOTECHNOLOGY INC,Health care,2015-01-01,1965737
GOODWIN BIOTECHNOLOGY INC,Health care,2014-10-01,1945195
GOODWIN BIOTECHNOLOGY INC,Health care,2014-07-01,1908554
