item_code,demographics_code,year,value,item_text,demographics_text
FISHSEA,LB06,2017,140,Fish and seafood,Composition of consumer unit
OWNEXPEN,LB05,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Size of consumer unit
CASHCONT,LB15,2017,1873,Cash contributions,Deciles of income before taxes
FRSHFRUT,LB11,2017,314,Fresh fruits,Region of residence
FISHSEA,LB09,2017,140,Fish and seafood,Race of reference person
HHFURNSH,LB02,2017,1987,Household furnishings and equipment,Income before taxes
OWNDWELL,LB17,2017,6947,Owned dwellings,Housing tenure
980260,LB05,2017,37,Percent Renter,Size of consumer unit
OTHVEHCL,LB12,2017,53,Other vehicle purchases,Occupation of reference person
OWNDWELL,LB18,2017,6947,Owned dwellings,Type of area
USEDCARS,LB01,2017,2101,"Vehicle purchases: Cars and trucks, used",Quintiles of income before taxes
HHFURNSH,LB01,2017,1987,Household furnishings and equipment,Quintiles of income before taxes
OWNEXPEN,LB01,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Quintiles of income before taxes
980260,LB04,2017,37,Percent Renter,Age of reference person
FISHSEA,LB07,2017,140,Fish and seafood,Number of earners
980320,LB04,2017,0,Percent Never attended school and other,Age of reference person
OWNEXPEN,LB02,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Income before taxes
980260,LB02,2017,37,Percent Renter,Income before taxes
ALCBEVG,LB16,2017,558,Alcoholic beverages,Generation of reference person
FURNITUR,LB18,2017,515,Furniture,Type of area
OWNEXPEN,LB04,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Age of reference person
980240,LB17,2017,27,Percent Homeowner without mortgage,Housing tenure
CASHCONT,LB14,2017,1873,Cash contributions,Highest education level of any member
FURNITUR,LB14,2017,515,Furniture,Highest education level of any member
OWNMORTG,LB01,2017,3265,Mortgage interest and charges,Quintiles of income before taxes
980320,LB09,2017,0,Percent Never attended school and other,Race of reference person
FURNITUR,LB09,2017,515,Furniture,Race of reference person
OWNMORTG,LB02,2017,3265,Mortgage interest and charges,Income before taxes
BOYS,LB18,2017,100,"Apparel, Boys, 2 to 15",Type of area
OWNMORTG,LB04,2017,3265,Mortgage interest and charges,Age of reference person
980240,LB12,2017,27,Percent Homeowner without mortgage,Occupation of reference person
FURNITUR,LB07,2017,515,Furniture,Number of earners
USEDCARS,LB05,2017,2101,"Vehicle purchases: Cars and trucks, used",Size of consumer unit
FATSOILS,LB18,2017,117,Fats and oils,Type of area
OWNMORTG,LB05,2017,3265,Mortgage interest and charges,Size of consumer unit
FRSHFRUT,LB15,2017,314,Fresh fruits,Deciles of income before taxes
CHGLIAB,LB09,2017,9756,Net change in total liabilities,Race of reference person
OWNMORTG,LB06,2017,3265,Mortgage interest and charges,Composition of consumer unit
980240,LB11,2017,27,Percent Homeowner without mortgage,Region of residence
FURNITUR,LB06,2017,515,Furniture,Composition of consumer unit
980320,LB10,2017,0,Percent Never attended school and other,Hispanic or Latino origin of reference person
OWNMORTG,LB07,2017,3265,Mortgage interest and charges,Number of earners
FISHSEA,LB01,2017,140,Fish and seafood,Quintiles of income before taxes
FURNITUR,LB10,2017,515,Furniture,Hispanic or Latino origin of reference person
OWNEXPEN,LB12,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Occupation of reference person
CASHCONT,LB12,2017,1873,Cash contributions,Occupation of reference person
FISHSEA,LB04,2017,140,Fish and seafood,Age of reference person
980320,LB06,2017,0,Percent Never attended school and other,Composition of consumer unit
OWNEXPEN,LB14,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Highest education level of any member
980240,LB16,2017,27,Percent Homeowner without mortgage,Generation of reference person
FURNITUR,LB12,2017,515,Furniture,Occupation of reference person
OWNEXPEN,LB15,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Deciles of income before taxes
980320,LB07,2017,0,Percent Never attended school and other,Number of earners
USEDCARS,LB04,2017,2101,"Vehicle purchases: Cars and trucks, used",Age of reference person
FISHSEA,LB02,2017,140,Fish and seafood,Income before taxes
OWNEXPEN,LB16,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Generation of reference person
980240,LB15,2017,27,Percent Homeowner without mortgage,Deciles of income before taxes
FURNITUR,LB11,2017,515,Furniture,Region of residence
OWNEXPEN,LB17,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Housing tenure
FRSHFRUT,LB14,2017,314,Fresh fruits,Highest education level of any member
FEESADM,LB01,2017,750,Entertainment: fees and admissions,Quintiles of income before taxes
OWNEXPEN,LB18,2017,1616,"Maintenance, rep., ins., oth. exp., owned dwelling",Type of area
980240,LB14,2017,27,Percent Homeowner without mortgage,Highest education level of any member
NATRLGAS,LB12,2017,381,Natural gas,Occupation of reference person
HHOPER,LB16,2017,1412,Household operations,Generation of reference person
FOODAWAY,LB11,2017,3365,Food away from home,Region of residence
HHTXTILE,LB02,2017,114,Household textiles,Income before taxes
PUBTRANS,LB06,2017,712,Public and other transportation,Composition of consumer unit
HHTXTILE,LB04,2017,114,Household textiles,Age of reference person
PUBTRANS,LB16,2017,712,Public and other transportation,Generation of reference person
HOUSING,LB07,2017,19884,Housing,Number of earners
980286,LB14,2017,86,Percent Not Hispanic or Latino,Highest education level of any member
FOODTOTL,LB01,2017,7729,Food,Quintiles of income before taxes
980300,LB05,2017,30,Percent High school (9-12),Size of consumer unit
HOUSING,LB09,2017,19884,Housing,Race of reference person
HOUSING,LB10,2017,19884,Housing,Hispanic or Latino origin of reference person
ENTRTAIN,LB10,2017,3203,Entertainment,Hispanic or Latino origin of reference person
FOODHOME,LB18,2017,4363,Food at home,Type of area
980286,LB12,2017,86,Percent Not Hispanic or Latino,Occupation of reference person
CHGASSET,LB12,2017,23805,Net change in total assets,Occupation of reference person
HOUSING,LB11,2017,19884,Housing,Region of residence
FRESHVEG,LB04,2017,274,Fresh vegetables,Age of reference person
HHTXTILE,LB01,2017,114,Household textiles,Quintiles of income before taxes
HOUSING,LB12,2017,19884,Housing,Occupation of reference person
980286,LB11,2017,86,Percent Not Hispanic or Latino,Region of residence
HOUSING,LB06,2017,19884,Housing,Composition of consumer unit
CHGASSET,LB02,2017,23805,Net change in total assets,Income before taxes
980286,LB15,2017,86,Percent Not Hispanic or Latino,Deciles of income before taxes
HOUSING,LB05,2017,19884,Housing,Size of consumer unit
FRESHVEG,LB01,2017,274,Fresh vegetables,Quintiles of income before taxes
980300,LB02,2017,30,Percent High school (9-12),Income before taxes
FOODTOTL,LB04,2017,7729,Food,Age of reference person
HKPGSUPP,LB18,2017,755,Housekeeping supplies,Type of area
980286,LB17,2017,86,Percent Not Hispanic or Latino,Housing tenure
HHTXTILE,LB07,2017,114,Household textiles,Number of earners
HOUSING,LB01,2017,19884,Housing,Quintiles of income before taxes
980300,LB04,2017,30,Percent High school (9-12),Age of reference person
PUBTRANS,LB15,2017,712,Public and other transportation,Deciles of income before taxes
HHTXTILE,LB06,2017,114,Household textiles,Composition of consumer unit
HOUSING,LB02,2017,19884,Housing,Income before taxes
FOOTWEAR,LB11,2017,379,Footwear,Region of residence
980286,LB16,2017,86,Percent Not Hispanic or Latino,Generation of reference person
FOODTOTL,LB02,2017,7729,Food,Income before taxes
HOUSING,LB04,2017,19884,Housing,Age of reference person
FRESHVEG,LB02,2017,274,Fresh vegetables,Income before taxes
HHTXTILE,LB05,2017,114,Household textiles,Size of consumer unit
CHGASSET,LB01,2017,23805,Net change in total assets,Quintiles of income before taxes
980300,LB06,2017,30,Percent High school (9-12),Composition of consumer unit
HOUSING,LB14,2017,19884,Housing,Highest education level of any member
APPAREL,LB01,2017,1833,Apparel and services,Quintiles of income before taxes
980286,LB07,2017,86,Percent Not Hispanic or Latino,Number of earners
FOODHOME,LB15,2017,4363,Food at home,Deciles of income before taxes
LAUNDRY,LB04,2017,177,Laundry and cleaning supplies,Age of reference person
980300,LB09,2017,30,Percent High school (9-12),Race of reference person
HHPERSRV,LB14,2017,439,Personal services,Highest education level of any member
FRESHVEG,LB06,2017,274,Fresh vegetables,Composition of consumer unit
LAUNDRY,LB05,2017,177,Laundry and cleaning supplies,Size of consumer unit
980286,LB06,2017,86,Percent Not Hispanic or Latino,Composition of consumer unit
CHGASSET,LB14,2017,23805,Net change in total assets,Highest education level of any member
PUBTRANS,LB18,2017,712,Public and other transportation,Type of area
LAUNDRY,LB06,2017,177,Laundry and cleaning supplies,Composition of consumer unit
FOOTWEAR,LB06,2017,379,Footwear,Composition of consumer unit
FOODHOME,LB14,2017,4363,Food at home,Highest education level of any member
HHPERSRV,LB12,2017,439,Personal services,Occupation of reference person
LAUNDRY,LB07,2017,177,Laundry and cleaning supplies,Number of earners
980286,LB05,2017,86,Percent Not Hispanic or Latino,Size of consumer unit
980300,LB10,2017,30,Percent High school (9-12),Hispanic or Latino origin of reference person
LAUNDRY,LB02,2017,177,Laundry and cleaning supplies,Income before taxes
CHGASLI,LB18,2017,14049,Net change in total assets and liabilities,Type of area
HHPERSRV,LB18,2017,439,Personal services,Type of area
LAUNDRY,LB01,2017,177,Laundry and cleaning supplies,Quintiles of income before taxes
FOODHOME,LB17,2017,4363,Food at home,Housing tenure
HOUSING,LB15,2017,19884,Housing,Deciles of income before taxes
980300,LB07,2017,30,Percent High school (9-12),Number of earners
HHPERSRV,LB17,2017,439,Personal services,Housing tenure
FRESHVEG,LB05,2017,274,Fresh vegetables,Size of consumer unit
HOUSING,LB16,2017,19884,Housing,Generation of reference person
980286,LB10,2017,86,Percent Not Hispanic or Latino,Hispanic or Latino origin of reference person
PUBTRANS,LB17,2017,712,Public and other transportation,Housing tenure
FOODHOME,LB16,2017,4363,Food at home,Generation of reference person
HOUSING,LB17,2017,19884,Housing,Housing tenure
HHPERSRV,LB16,2017,439,Personal services,Generation of reference person
FOOTWEAR,LB12,2017,379,Footwear,Occupation of reference person
PUBTRANS,LB05,2017,712,Public and other transportation,Size of consumer unit
HOUSING,LB18,2017,19884,Housing,Type of area
980286,LB09,2017,86,Percent Not Hispanic or Latino,Race of reference person
ENTRTAIN,LB11,2017,3203,Entertainment,Region of residence
HHPERSRV,LB15,2017,439,Personal services,Deciles of income before taxes
HKPGSUPP,LB17,2017,755,Housekeeping supplies,Housing tenure
CHGASSET,LB04,2017,23805,Net change in total assets,Age of reference person
CHGASLI,LB07,2017,14049,Net change in total assets and liabilities,Number of earners
PUBTRANS,LB11,2017,712,Public and other transportation,Region of residence
ENTRTAIN,LB09,2017,3203,Entertainment,Race of reference person
HKPGOTHR,LB01,2017,428,Other household products,Quintiles of income before taxes
HKPGOTHR,LB15,2017,428,Other household products,Deciles of income before taxes
FOODTOTL,LB16,2017,7729,Food,Generation of reference person
FOODTOTL,LB11,2017,7729,Food,Region of residence
980290,LB16,2017,3,Percent Elementary (1-8),Generation of reference person
HKPGOTHR,LB16,2017,428,Other household products,Generation of reference person
980290,LB09,2017,3,Percent Elementary (1-8),Race of reference person
HHTXTILE,LB18,2017,114,Household textiles,Type of area
HHTXTILE,LB09,2017,114,Household textiles,Race of reference person
HKPGOTHR,LB17,2017,428,Other household products,Housing tenure
PUBTRANS,LB09,2017,712,Public and other transportation,Race of reference person
FOODTOTL,LB10,2017,7729,Food,Hispanic or Latino origin of reference person
HKPGOTHR,LB18,2017,428,Other household products,Type of area
980290,LB07,2017,3,Percent Elementary (1-8),Number of earners
HHTXTILE,LB17,2017,114,Household textiles,Housing tenure
HKPGSUPP,LB01,2017,755,Housekeeping supplies,Quintiles of income before taxes
FOODTOTL,LB17,2017,7729,Food,Housing tenure
HKPGOTHR,LB14,2017,428,Other household products,Highest education level of any member
CHGASSET,LB07,2017,23805,Net change in total assets,Number of earners
980290,LB10,2017,3,Percent Elementary (1-8),Hispanic or Latino origin of reference person
HKPGOTHR,LB12,2017,428,Other household products,Occupation of reference person
980290,LB14,2017,3,Percent Elementary (1-8),Highest education level of any member
PUBTRANS,LB10,2017,712,Public and other transportation,Hispanic or Latino origin of reference person
HKPGOTHR,LB05,2017,428,Other household products,Size of consumer unit
HKPGOTHR,LB07,2017,428,Other household products,Number of earners
FOOTWEAR,LB09,2017,379,Footwear,Race of reference person
FOODTOTL,LB14,2017,7729,Food,Highest education level of any member
HKPGOTHR,LB09,2017,428,Other household products,Race of reference person
980290,LB12,2017,3,Percent Elementary (1-8),Occupation of reference person
HKPGOTHR,LB04,2017,428,Other household products,Age of reference person
HKPGOTHR,LB10,2017,428,Other household products,Hispanic or Latino origin of reference person
APPAREL,LB02,2017,1833,Apparel and services,Income before taxes
FOODTOTL,LB15,2017,7729,Food,Deciles of income before taxes
HKPGOTHR,LB11,2017,428,Other household products,Region of residence
980290,LB11,2017,3,Percent Elementary (1-8),Region of residence
980290,LB15,2017,3,Percent Elementary (1-8),Deciles of income before taxes
FOODTOTL,LB12,2017,7729,Food,Occupation of reference person
HKPGOTHR,LB02,2017,428,Other household products,Income before taxes
CHGASSET,LB10,2017,23805,Net change in total assets,Hispanic or Latino origin of reference person
CHGASSET,LB06,2017,23805,Net change in total assets,Composition of consumer unit
HHTXTILE,LB16,2017,114,Household textiles,Generation of reference person
HKPGSUPP,LB10,2017,755,Housekeeping supplies,Hispanic or Latino origin of reference person
PUBTRANS,LB07,2017,712,Public and other transportation,Number of earners
HKPGSUPP,LB11,2017,755,Housekeeping supplies,Region of residence
980300,LB01,2017,30,Percent High school (9-12),Quintiles of income before taxes
HHTXTILE,LB11,2017,114,Household textiles,Region of residence
FOODTOTL,LB06,2017,7729,Food,Composition of consumer unit
ENTRTAIN,LB07,2017,3203,Entertainment,Number of earners
HKPGSUPP,LB12,2017,755,Housekeeping supplies,Occupation of reference person
PUBTRANS,LB14,2017,712,Public and other transportation,Highest education level of any member
FOOTWEAR,LB07,2017,379,Footwear,Number of earners
HKPGSUPP,LB14,2017,755,Housekeeping supplies,Highest education level of any member
980290,LB01,2017,3,Percent Elementary (1-8),Quintiles of income before taxes
HHTXTILE,LB10,2017,114,Household textiles,Hispanic or Latino origin of reference person
FOODTOTL,LB05,2017,7729,Food,Size of consumer unit
HKPGSUPP,LB15,2017,755,Housekeeping supplies,Deciles of income before taxes
CHGASSET,LB11,2017,23805,Net change in total assets,Region of residence
980286,LB18,2017,86,Percent Not Hispanic or Latino,Type of area
HKPGSUPP,LB16,2017,755,Housekeeping supplies,Generation of reference person
980290,LB02,2017,3,Percent Elementary (1-8),Income before taxes
HHTXTILE,LB12,2017,114,Household textiles,Occupation of reference person
HKPGSUPP,LB02,2017,755,Housekeeping supplies,Income before taxes
CHGASSET,LB05,2017,23805,Net change in total assets,Size of consumer unit
980290,LB06,2017,3,Percent Elementary (1-8),Composition of consumer unit
980290,LB17,2017,3,Percent Elementary (1-8),Housing tenure
HKPGSUPP,LB04,2017,755,Housekeeping supplies,Age of reference person
PUBTRANS,LB12,2017,712,Public and other transportation,Occupation of reference person
FOODTOTL,LB09,2017,7729,Food,Race of reference person
HHTXTILE,LB15,2017,114,Household textiles,Deciles of income before taxes
HKPGSUPP,LB05,2017,755,Housekeeping supplies,Size of consumer unit
FOOTWEAR,LB10,2017,379,Footwear,Hispanic or Latino origin of reference person
HKPGSUPP,LB06,2017,755,Housekeeping supplies,Composition of consumer unit
980290,LB05,2017,3,Percent Elementary (1-8),Size of consumer unit
980290,LB18,2017,3,Percent Elementary (1-8),Type of area
FOODTOTL,LB07,2017,7729,Food,Number of earners
HHTXTILE,LB14,2017,114,Household textiles,Highest education level of any member
HKPGSUPP,LB07,2017,755,Housekeeping supplies,Number of earners
980290,LB04,2017,3,Percent Elementary (1-8),Age of reference person
HKPGSUPP,LB09,2017,755,Housekeeping supplies,Race of reference person
FOODTOTL,LB18,2017,7729,Food,Type of area
LAUNDRY,LB09,2017,177,Laundry and cleaning supplies,Race of reference person
HHPERSRV,LB11,2017,439,Personal services,Region of residence
CHGASLI,LB17,2017,14049,Net change in total assets and liabilities,Housing tenure
MISCHHEQ,LB12,2017,916,Miscellaneous household equipment,Occupation of reference person
PUBTRANS,LB01,2017,712,Public and other transportation,Quintiles of income before taxes
MISCHHEQ,LB10,2017,916,Miscellaneous household equipment,Hispanic or Latino origin of reference person
FOOTWEAR,LB16,2017,379,Footwear,Generation of reference person
ALCBEVG,LB18,2017,558,Alcoholic beverages,Type of area
HHOTHXPN,LB09,2017,973,Other household expenses,Race of reference person
MISCHHEQ,LB11,2017,916,Miscellaneous household equipment,Region of residence
980285,LB05,2017,14,Percent Hispanic or Latino,Size of consumer unit
980310,LB01,2017,67,Percent College,Quintiles of income before taxes
FOODAWAY,LB17,2017,3365,Food away from home,Housing tenure
FOODHOME,LB12,2017,4363,Food at home,Occupation of reference person
HHOTHXPN,LB07,2017,973,Other household expenses,Number of earners
MISCHHEQ,LB14,2017,916,Miscellaneous household equipment,Highest education level of any member
980285,LB04,2017,14,Percent Hispanic or Latino,Age of reference person
FRESHVEG,LB15,2017,274,Fresh vegetables,Deciles of income before taxes
TRANS,LB07,2017,9576,Transportation,Number of earners
MISCHHEQ,LB15,2017,916,Miscellaneous household equipment,Deciles of income before taxes
CHGASLI,LB10,2017,14049,Net change in total assets and liabilities,Hispanic or Latino origin of reference person
FOODAWAY,LB16,2017,3365,Food away from home,Generation of reference person
FRESHVEG,LB14,2017,274,Fresh vegetables,Highest education level of any member
FOODAWAY,LB18,2017,3365,Food away from home,Type of area
MISCHHEQ,LB09,2017,916,Miscellaneous household equipment,Race of reference person
HHOTHXPN,LB10,2017,973,Other household expenses,Hispanic or Latino origin of reference person
FRESHVEG,LB12,2017,274,Fresh vegetables,Occupation of reference person
MISCHHEQ,LB02,2017,916,Miscellaneous household equipment,Income before taxes
980285,LB09,2017,14,Percent Hispanic or Latino,Race of reference person
HHOTHXPN,LB12,2017,973,Other household expenses,Occupation of reference person
MISCHHEQ,LB04,2017,916,Miscellaneous household equipment,Age of reference person
FOODHOME,LB01,2017,4363,Food at home,Quintiles of income before taxes
MISCHHEQ,LB05,2017,916,Miscellaneous household equipment,Size of consumer unit
980285,LB07,2017,14,Percent Hispanic or Latino,Number of earners
HHOTHXPN,LB11,2017,973,Other household expenses,Region of residence
MISCHHEQ,LB06,2017,916,Miscellaneous household equipment,Composition of consumer unit
CHGASSET,LB17,2017,23805,Net change in total assets,Housing tenure
ENTRTAIN,LB14,2017,3203,Entertainment,Highest education level of any member
980300,LB18,2017,30,Percent High school (9-12),Type of area
TRANS,LB06,2017,9576,Transportation,Composition of consumer unit
MISCHHEQ,LB07,2017,916,Miscellaneous household equipment,Number of earners
980285,LB06,2017,14,Percent Hispanic or Latino,Composition of consumer unit
CHGASLI,LB11,2017,14049,Net change in total assets and liabilities,Region of residence
HHOTHXPN,LB06,2017,973,Other household expenses,Composition of consumer unit
MISCHHEQ,LB16,2017,916,Miscellaneous household equipment,Generation of reference person
980285,LB02,2017,14,Percent Hispanic or Latino,Income before taxes
NATRLGAS,LB05,2017,381,Natural gas,Size of consumer unit
HHOTHXPN,LB01,2017,973,Other household expenses,Quintiles of income before taxes
NATRLGAS,LB06,2017,381,Natural gas,Composition of consumer unit
980270,LB17,2017,13,Percent Black or African American,Housing tenure
980310,LB05,2017,67,Percent College,Size of consumer unit
NATRLGAS,LB07,2017,381,Natural gas,Number of earners
FOODAWAY,LB12,2017,3365,Food away from home,Occupation of reference person
FOOTWEAR,LB04,2017,379,Footwear,Age of reference person
HHOPER,LB18,2017,1412,Household operations,Type of area
NATRLGAS,LB09,2017,381,Natural gas,Race of reference person
980270,LB16,2017,13,Percent Black or African American,Generation of reference person
FRESHVEG,LB17,2017,274,Fresh vegetables,Housing tenure
NATRLGAS,LB10,2017,381,Natural gas,Hispanic or Latino origin of reference person
ENTRTAIN,LB15,2017,3203,Entertainment,Deciles of income before taxes
980270,LB15,2017,13,Percent Black or African American,Deciles of income before taxes
HHOPER,LB17,2017,1412,Household operations,Housing tenure
NATRLGAS,LB11,2017,381,Natural gas,Region of residence
980310,LB06,2017,67,Percent College,Composition of consumer unit
FOOTWEAR,LB17,2017,379,Footwear,Housing tenure
FRESHVEG,LB16,2017,274,Fresh vegetables,Generation of reference person
OTHVEHCL,LB18,2017,53,Other vehicle purchases,Type of area
CHGASLI,LB09,2017,14049,Net change in total assets and liabilities,Race of reference person
MISCHHEQ,LB17,2017,916,Miscellaneous household equipment,Housing tenure
980310,LB02,2017,67,Percent College,Income before taxes
HHOTHXPN,LB05,2017,973,Other household expenses,Size of consumer unit
ENTRTAIN,LB05,2017,3203,Entertainment,Size of consumer unit
MISCHHEQ,LB18,2017,916,Miscellaneous household equipment,Type of area
FOODAWAY,LB15,2017,3365,Food away from home,Deciles of income before taxes
HHOTHXPN,LB04,2017,973,Other household expenses,Age of reference person
NATRLGAS,LB01,2017,381,Natural gas,Quintiles of income before taxes
980285,LB01,2017,14,Percent Hispanic or Latino,Quintiles of income before taxes
CHGASSET,LB18,2017,23805,Net change in total assets,Type of area
980310,LB04,2017,67,Percent College,Age of reference person
NATRLGAS,LB02,2017,381,Natural gas,Income before taxes
980270,LB18,2017,13,Percent Black or African American,Type of area
TRANS,LB09,2017,9576,Transportation,Race of reference person
HHOTHXPN,LB02,2017,973,Other household expenses,Income before taxes
NATRLGAS,LB04,2017,381,Natural gas,Age of reference person
FOODAWAY,LB14,2017,3365,Food away from home,Highest education level of any member
HHOTHXPN,LB14,2017,973,Other household expenses,Highest education level of any member
FOODHOME,LB02,2017,4363,Food at home,Income before taxes
MISCHHEQ,LB01,2017,916,Miscellaneous household equipment,Quintiles of income before taxes
980286,LB01,2017,86,Percent Not Hispanic or Latino,Quintiles of income before taxes
FOODHOME,LB10,2017,4363,Food at home,Hispanic or Latino origin of reference person
HHPERSRV,LB06,2017,439,Personal services,Composition of consumer unit
FRESHVEG,LB09,2017,274,Fresh vegetables,Race of reference person
LAUNDRY,LB18,2017,177,Laundry and cleaning supplies,Type of area
CHGASSET,LB15,2017,23805,Net change in total assets,Deciles of income before taxes
980300,LB12,2017,30,Percent High school (9-12),Occupation of reference person
MAJAPPL,LB01,2017,280,Major appliances,Quintiles of income before taxes
980285,LB18,2017,14,Percent Hispanic or Latino,Type of area
HHPERSRV,LB05,2017,439,Personal services,Size of consumer unit
FOODHOME,LB09,2017,4363,Food at home,Race of reference person
MAJAPPL,LB02,2017,280,Major appliances,Income before taxes
980285,LB17,2017,14,Percent Hispanic or Latino,Housing tenure
HHPERSRV,LB04,2017,439,Personal services,Age of reference person
MAJAPPL,LB04,2017,280,Major appliances,Age of reference person
ENTRTAIN,LB12,2017,3203,Entertainment,Occupation of reference person
CHGASLI,LB15,2017,14049,Net change in total assets and liabilities,Deciles of income before taxes
TRANS,LB02,2017,9576,Transportation,Income before taxes
LAUNDRY,LB17,2017,177,Laundry and cleaning supplies,Housing tenure
LAUNDRY,LB16,2017,177,Laundry and cleaning supplies,Generation of reference person
MAJAPPL,LB05,2017,280,Major appliances,Size of consumer unit
HHPERSRV,LB07,2017,439,Personal services,Number of earners
LAUNDRY,LB10,2017,177,Laundry and cleaning supplies,Hispanic or Latino origin of reference person
980286,LB04,2017,86,Percent Not Hispanic or Latino,Age of reference person
HHPERSRV,LB10,2017,439,Personal services,Hispanic or Latino origin of reference person
LAUNDRY,LB11,2017,177,Laundry and cleaning supplies,Region of residence
FRESHVEG,LB07,2017,274,Fresh vegetables,Number of earners
TRANS,LB01,2017,9576,Transportation,Quintiles of income before taxes
LAUNDRY,LB12,2017,177,Laundry and cleaning supplies,Occupation of reference person
980300,LB11,2017,30,Percent High school (9-12),Region of residence
FOODHOME,LB11,2017,4363,Food at home,Region of residence
HHPERSRV,LB09,2017,439,Personal services,Race of reference person
LAUNDRY,LB14,2017,177,Laundry and cleaning supplies,Highest education level of any member
980286,LB02,2017,86,Percent Not Hispanic or Latino,Income before taxes
PUBTRANS,LB04,2017,712,Public and other transportation,Age of reference person
ENTRTAIN,LB06,2017,3203,Entertainment,Composition of consumer unit
LAUNDRY,LB15,2017,177,Laundry and cleaning supplies,Deciles of income before taxes
FOOTWEAR,LB14,2017,379,Footwear,Highest education level of any member
CHGASLI,LB16,2017,14049,Net change in total assets and liabilities,Generation of reference person
980300,LB14,2017,30,Percent High school (9-12),Highest education level of any member
980285,LB16,2017,14,Percent Hispanic or Latino,Generation of reference person
980300,LB17,2017,30,Percent High school (9-12),Housing tenure
FOODHOME,LB05,2017,4363,Food at home,Size of consumer unit
980285,LB12,2017,14,Percent Hispanic or Latino,Occupation of reference person
FRESHVEG,LB11,2017,274,Fresh vegetables,Region of residence
CHGASSET,LB16,2017,23805,Net change in total assets,Generation of reference person
980300,LB16,2017,30,Percent High school (9-12),Generation of reference person
HHOTHXPN,LB16,2017,973,Other household expenses,Generation of reference person
MAJAPPL,LB15,2017,280,Major appliances,Deciles of income before taxes
TRANS,LB05,2017,9576,Transportation,Size of consumer unit
FOODHOME,LB04,2017,4363,Food at home,Age of reference person
PUBTRANS,LB02,2017,712,Public and other transportation,Income before taxes
MAJAPPL,LB16,2017,280,Major appliances,Generation of reference person
980285,LB11,2017,14,Percent Hispanic or Latino,Region of residence
FOOTWEAR,LB05,2017,379,Footwear,Size of consumer unit
MAJAPPL,LB17,2017,280,Major appliances,Housing tenure
HHOTHXPN,LB15,2017,973,Other household expenses,Deciles of income before taxes
MAJAPPL,LB18,2017,280,Major appliances,Type of area
980285,LB10,2017,14,Percent Hispanic or Latino,Hispanic or Latino origin of reference person
CHGASLI,LB12,2017,14049,Net change in total assets and liabilities,Occupation of reference person
MAJAPPL,LB14,2017,280,Major appliances,Highest education level of any member
HHOTHXPN,LB17,2017,973,Other household expenses,Housing tenure
MAJAPPL,LB06,2017,280,Major appliances,Composition of consumer unit
FOOTWEAR,LB15,2017,379,Footwear,Deciles of income before taxes
HHPERSRV,LB02,2017,439,Personal services,Income before taxes
FOODHOME,LB07,2017,4363,Food at home,Number of earners
FRESHVEG,LB10,2017,274,Fresh vegetables,Hispanic or Latino origin of reference person
APPAREL,LB04,2017,1833,Apparel and services,Age of reference person
MAJAPPL,LB07,2017,280,Major appliances,Number of earners
980300,LB15,2017,30,Percent High school (9-12),Deciles of income before taxes
FOODHOME,LB06,2017,4363,Food at home,Composition of consumer unit
HHPERSRV,LB01,2017,439,Personal services,Quintiles of income before taxes
MAJAPPL,LB09,2017,280,Major appliances,Race of reference person
980285,LB15,2017,14,Percent Hispanic or Latino,Deciles of income before taxes
MAJAPPL,LB10,2017,280,Major appliances,Hispanic or Latino origin of reference person
HHOTHXPN,LB18,2017,973,Other household expenses,Type of area
980285,LB14,2017,14,Percent Hispanic or Latino,Highest education level of any member
TRANS,LB04,2017,9576,Transportation,Age of reference person
MAJAPPL,LB11,2017,280,Major appliances,Region of residence
CHGASLI,LB14,2017,14049,Net change in total assets and liabilities,Highest education level of any member
MAJAPPL,LB12,2017,280,Major appliances,Occupation of reference person
980230,LB15,2017,36,Percent Homeowner with mortgage,Deciles of income before taxes
PETS,LB15,2017,710,Pets,Deciles of income before taxes
FRUITVEG,LB02,2017,837,Fruits and vegetables,Income before taxes
VEHFINCH,LB04,2017,220,Vehicle finance charges,Age of reference person
SHELTER,LB18,2017,11895,Shelter,Type of area
980210,LB17,2017,47,Percent Men reference persons,Housing tenure
270102,LB05,2017,1118,Cellular phone service,Size of consumer unit
SMAPPHWR,LB01,2017,131,"Small appliances, misc. housewares",Quintiles of income before taxes
CERBAKRY,LB18,2017,564,Cereals and bakery products,Type of area
CHGLIAB,LB18,2017,9756,Net change in total liabilities,Type of area
SMAPPHWR,LB02,2017,131,"Small appliances, misc. housewares",Income before taxes
270102,LB04,2017,1118,Cellular phone service,Age of reference person
FRUITVEG,LB17,2017,837,Fruits and vegetables,Housing tenure
SMAPPHWR,LB04,2017,131,"Small appliances, misc. housewares",Age of reference person
980210,LB16,2017,47,Percent Men reference persons,Generation of reference person
