payment_month,physician_type,state_code,total_amount
2016-07-01,Doctor of Dentistry,WY,7336.4400000000005
2016-08-01,Doctor of Dentistry,AA,39.86
2016-08-01,Doctor of Dentistry,AE,4352.91
2016-08-01,Doctor of Dentistry,AK,1420.72
2016-08-01,Doctor of Dentistry,AL,85986.01
2016-08-01,Doctor of Dentistry,AP,12.2
2016-08-01,Doctor of Dentistry,AR,24680.76
2016-08-01,Doctor of Dentistry,AZ,107248.31
2016-08-01,Doctor of Dentistry,CA,2196620.44
2016-08-01,Doctor of Dentistry,CO,76769.33
2016-08-01,Doctor of Dentistry,CT,63374.98
2016-08-01,Doctor of Dentistry,DC,9950.01
2016-08-01,Doctor of Dentistry,DE,5661.12
2016-08-01,Doctor of Dentistry,FL,600352.6
2016-08-01,Doctor of Dentistry,GA,125399.19
2016-08-01,Doctor of Dentistry,HI,22865.12
2016-08-01,Doctor of Dentistry,IA,22865.379999999997
2016-08-01,Doctor of Dentistry,ID,9336.11
2016-08-01,Doctor of Dentistry,IL,220627.22
2016-08-01,Doctor of Dentistry,IN,47306.56
2016-08-01,Doctor of Dentistry,KS,42916.7
2016-08-01,Doctor of Dentistry,KY,64927.12
2016-08-01,Doctor of Dentistry,LA,67631.42
2016-08-01,Doctor of Dentistry,MA,203466.68999999997
2016-08-01,Doctor of Dentistry,MD,40915.78
2016-08-01,Doctor of Dentistry,ME,6871.95
2016-08-01,Doctor of Dentistry,MI,153145.41
2016-08-01,Doctor of Dentistry,MN,76527.15
2016-08-01,Doctor of Dentistry,MO,69150.74
2016-08-01,Doctor of Dentistry,MS,23704.88
2016-08-01,Doctor of Dentistry,MT,3266.8
2016-08-01,Doctor of Dentistry,NC,161902.43
2016-08-01,Doctor of Dentistry,ND,492.6
2016-08-01,Doctor of Dentistry,NE,14586.09
2016-08-01,Doctor of Dentistry,NH,8899.65
2016-08-01,Doctor of Dentistry,NJ,104258.67
2016-08-01,Doctor of Dentistry,NM,19259.73
2016-08-01,Doctor of Dentistry,NV,39549.94
2016-08-01,Doctor of Dentistry,NY,403204.42
2016-08-01,Doctor of Dentistry,OH,96307.53
2016-08-01,Doctor of Dentistry,OK,28834.36
2016-08-01,Doctor of Dentistry,OR,17437.920000000002
2016-08-01,Doctor of Dentistry,PA,157344.31
2016-08-01,Doctor of Dentistry,PR,30533.56
2016-08-01,Doctor of Dentistry,RI,15714.91
2016-08-01,Doctor of Dentistry,SC,71321.59
2016-08-01,Doctor of Dentistry,SD,4888.43
2016-08-01,Doctor of Dentistry,TN,56231.0
2016-08-01,Doctor of Dentistry,TX,306017.14
2016-08-01,Doctor of Dentistry,US,7326032.22
2016-08-01,Doctor of Dentistry,UT,96147.72
2016-08-01,Doctor of Dentistry,VA,100846.78
2016-08-01,Doctor of Dentistry,VT,54.76
2016-08-01,Doctor of Dentistry,WA,824931.04
2016-08-01,Doctor of Dentistry,WI,374359.94
2016-08-01,Doctor of Dentistry,WV,14542.970000000001
2016-08-01,Doctor of Dentistry,WY,971.26
2016-09-01,Doctor of Dentistry,AK,14208.96
2016-09-01,Doctor of Dentistry,AL,82099.39
2016-09-01,Doctor of Dentistry,AP,14.67
2016-09-01,Doctor of Dentistry,AR,26510.61
2016-09-01,Doctor of Dentistry,AZ,322281.38
2016-09-01,Doctor of Dentistry,CA,2053869.14
2016-09-01,Doctor of Dentistry,CO,94457.12
2016-09-01,Doctor of Dentistry,CT,100912.02
2016-09-01,Doctor of Dentistry,DC,5572.33
2016-09-01,Doctor of Dentistry,DE,4173.83
2016-09-01,Doctor of Dentistry,FL,331497.02
2016-09-01,Doctor of Dentistry,GA,132349.34
2016-09-01,Doctor of Dentistry,HI,10505.15
2016-09-01,Doctor of Dentistry,IA,74651.58
2016-09-01,Doctor of Dentistry,ID,20482.01
2016-09-01,Doctor of Dentistry,IL,211408.79
2016-09-01,Doctor of Dentistry,IN,46474.29
2016-09-01,Doctor of Dentistry,KS,36646.63
2016-09-01,Doctor of Dentistry,KY,61909.51
2016-09-01,Doctor of Dentistry,LA,63700.6
2016-09-01,Doctor of Dentistry,MA,164965.55
2016-09-01,Doctor of Dentistry,MD,97393.38
2016-09-01,Doctor of Dentistry,ME,5511.61
2016-09-01,Doctor of Dentistry,MI,190767.44
2016-09-01,Doctor of Dentistry,MN,78894.43
2016-09-01,Doctor of Dentistry,MO,61583.78
2016-09-01,Doctor of Dentistry,MS,9265.52
2016-09-01,Doctor of Dentistry,MT,29162.399999999998
2016-09-01,Doctor of Dentistry,NC,291847.44
2016-09-01,Doctor of Dentistry,ND,1213.14
2016-09-01,Doctor of Dentistry,NE,14601.92
2016-09-01,Doctor of Dentistry,NH,18717.03
2016-09-01,Doctor of Dentistry,NJ,90987.4
2016-09-01,Doctor of Dentistry,NM,4700.31
2016-09-01,Doctor of Dentistry,NV,39040.44
2016-09-01,Doctor of Dentistry,NY,549961.83
2016-09-01,Doctor of Dentistry,OH,147332.63
2016-09-01,Doctor of Dentistry,OK,52317.4
2016-09-01,Doctor of Dentistry,OR,106441.33
2016-09-01,Doctor of Dentistry,PA,231145.64
2016-09-01,Doctor of Dentistry,PR,5813.76
2016-09-01,Doctor of Dentistry,PW,500.0
2016-09-01,Doctor of Dentistry,RI,16797.89
2016-09-01,Doctor of Dentistry,SC,65468.19
2016-09-01,Doctor of Dentistry,SD,2872.51
2016-09-01,Doctor of Dentistry,TN,93522.06999999999
2016-09-01,Doctor of Dentistry,TX,383812.51
2016-09-01,Doctor of Dentistry,US,7187047.01
2016-09-01,Doctor of Dentistry,UT,110736.87999999999
2016-09-01,Doctor of Dentistry,VA,139643.47
2016-09-01,Doctor of Dentistry,VI,15.13
2016-09-01,Doctor of Dentistry,VT,68.03999999999999
2016-09-01,Doctor of Dentistry,WA,402758.86
2016-09-01,Doctor of Dentistry,WI,68795.19
2016-09-01,Doctor of Dentistry,WV,13772.54
2016-09-01,Doctor of Dentistry,WY,2894.9800000000005
2016-10-01,Doctor of Dentistry,AA,67.16
2016-10-01,Doctor of Dentistry,AE,1160.21
2016-10-01,Doctor of Dentistry,AK,6999.2
2016-10-01,Doctor of Dentistry,AL,94513.09999999999
2016-10-01,Doctor of Dentistry,AP,1303.1699999999998
2016-10-01,Doctor of Dentistry,AR,22705.72
2016-10-01,Doctor of Dentistry,AZ,159267.75
2016-10-01,Doctor of Dentistry,CA,912151.47
2016-10-01,Doctor of Dentistry,CO,121755.05
2016-10-01,Doctor of Dentistry,CT,61958.52
2016-10-01,Doctor of Dentistry,DC,29917.76
2016-10-01,Doctor of Dentistry,DE,2780.28
2016-10-01,Doctor of Dentistry,FL,542136.84
2016-10-01,Doctor of Dentistry,GA,300422.08
2016-10-01,Doctor of Dentistry,HI,45566.89
2016-10-01,Doctor of Dentistry,IA,64435.86
2016-10-01,Doctor of Dentistry,ID,17358.260000000002
2016-10-01,Doctor of Dentistry,IL,308900.03
2016-10-01,Doctor of Dentistry,IN,68947.24
2016-10-01,Doctor of Dentistry,KS,46648.51
2016-10-01,Doctor of Dentistry,KY,48125.0
2016-10-01,Doctor of Dentistry,LA,140951.28
2016-10-01,Doctor of Dentistry,MA,200330.6
2016-10-01,Doctor of Dentistry,MD,61172.15
2016-10-01,Doctor of Dentistry,ME,15893.01
2016-10-01,Doctor of Dentistry,MI,304309.02999999997
2016-10-01,Doctor of Dentistry,MN,137375.15
2016-10-01,Doctor of Dentistry,MO,151487.63
2016-10-01,Doctor of Dentistry,MS,23097.43
2016-10-01,Doctor of Dentistry,MT,7160.24
2016-10-01,Doctor of Dentistry,NC,221058.8
2016-10-01,Doctor of Dentistry,ND,3212.01
2016-10-01,Doctor of Dentistry,NE,27971.03
2016-10-01,Doctor of Dentistry,NH,5306.67
2016-10-01,Doctor of Dentistry,NJ,140998.22
2016-10-01,Doctor of Dentistry,NM,32099.54
2016-10-01,Doctor of Dentistry,NV,49735.87
2016-10-01,Doctor of Dentistry,NY,770507.14
2016-10-01,Doctor of Dentistry,OH,168288.88
2016-10-01,Doctor of Dentistry,OK,51042.3
2016-10-01,Doctor of Dentistry,OR,95903.78
2016-10-01,Doctor of Dentistry,PA,177472.38
2016-10-01,Doctor of Dentistry,PR,4034.0699999999997
2016-10-01,Doctor of Dentistry,PW,300.0
2016-10-01,Doctor of Dentistry,RI,9449.69
2016-10-01,Doctor of Dentistry,SC,84166.0
2016-10-01,Doctor of Dentistry,SD,5354.37
2016-10-01,Doctor of Dentistry,TN,40427.22
2016-10-01,Doctor of Dentistry,TX,586313.39
2016-10-01,Doctor of Dentistry,US,6917597.29
2016-10-01,Doctor of Dentistry,UT,54838.1
2016-10-01,Doctor of Dentistry,VA,238507.3
2016-10-01,Doctor of Dentistry,VT,705.73
2016-10-01,Doctor of Dentistry,WA,121486.02
2016-10-01,Doctor of Dentistry,WI,109772.86
2016-10-01,Doctor of Dentistry,WV,17415.31
2016-10-01,Doctor of Dentistry,WY,2333.9900000000002
2016-11-01,Doctor of Dentistry,AA,22.36
2016-11-01,Doctor of Dentistry,AE,2740.5699999999997
2016-11-01,Doctor of Dentistry,AK,4032.54
2016-11-01,Doctor of Dentistry,AL,42273.02
2016-11-01,Doctor of Dentistry,AP,174.04000000000002
2016-11-01,Doctor of Dentistry,AR,6010.58
2016-11-01,Doctor of Dentistry,AZ,197996.17
2016-11-01,Doctor of Dentistry,CA,14.7
2016-11-01,Doctor of Dentistry,CA,1210889.64
2016-11-01,Doctor of Dentistry,CO,89887.49
2016-11-01,Doctor of Dentistry,CT,95724.73999999999
2016-11-01,Doctor of Dentistry,DC,30694.32
2016-11-01,Doctor of Dentistry,DE,2830.28
2016-11-01,Doctor of Dentistry,FL,601115.09
2016-11-01,Doctor of Dentistry,GA,97168.19
2016-11-01,Doctor of Dentistry,HI,5784.96
2016-11-01,Doctor of Dentistry,IA,48653.93
2016-11-01,Doctor of Dentistry,ID,11812.35
2016-11-01,Doctor of Dentistry,IL,285549.42
2016-11-01,Doctor of Dentistry,IN,48239.3
2016-11-01,Doctor of Dentistry,KS,11092.710000000001
2016-11-01,Doctor of Dentistry,KY,45042.72
2016-11-01,Doctor of Dentistry,LA,62908.33
2016-11-01,Doctor of Dentistry,MA,216847.87
2016-11-01,Doctor of Dentistry,MD,106096.28
2016-11-01,Doctor of Dentistry,ME,2736.94
2016-11-01,Doctor of Dentistry,MI,265988.5
2016-11-01,Doctor of Dentistry,MN,57482.19
2016-11-01,Doctor of Dentistry,MO,93205.55
2016-11-01,Doctor of Dentistry,MS,18903.5
2016-11-01,Doctor of Dentistry,MT,5861.7
2016-11-01,Doctor of Dentistry,NC,257613.03
2016-11-01,Doctor of Dentistry,ND,5306.64
2016-11-01,Doctor of Dentistry,NE,24956.7
2016-11-01,Doctor of Dentistry,NH,18694.23
2016-11-01,Doctor of Dentistry,NJ,195090.48
2016-11-01,Doctor of Dentistry,NM,16227.44
2016-11-01,Doctor of Dentistry,NV,66604.17
2016-11-01,Doctor of Dentistry,NY,676510.73
2016-11-01,Doctor of Dentistry,OH,198319.2
2016-11-01,Doctor of Dentistry,OK,31370.63
2016-11-01,Doctor of Dentistry,OR,35901.13
2016-11-01,Doctor of Dentistry,PA,231819.21
2016-11-01,Doctor of Dentistry,PR,2684.36
2016-11-01,Doctor of Dentistry,RI,9377.87
2016-11-01,Doctor of Dentistry,SC,82656.74
2016-11-01,Doctor of Dentistry,SD,12356.119999999999
2016-11-01,Doctor of Dentistry,TN,98447.5
2016-11-01,Doctor of Dentistry,TX,371530.49
2016-11-01,Doctor of Dentistry,US,14.7
2016-11-01,Doctor of Dentistry,US,6840872.59
2016-11-01,Doctor of Dentistry,UT,91178.2
2016-11-01,Doctor of Dentistry,VA,129146.96
2016-11-01,Doctor of Dentistry,VT,314.16999999999996
2016-11-01,Doctor of Dentistry,WA,220925.34
2016-11-01,Doctor of Dentistry,WI,389380.12
2016-11-01,Doctor of Dentistry,WV,5880.72
2016-11-01,Doctor of Dentistry,WY,815.13
2016-12-01,Doctor of Dentistry,AA,50.0
2016-12-01,Doctor of Dentistry,AE,126.71000000000001
2016-12-01,Doctor of Dentistry,AK,3681.6
2016-12-01,Doctor of Dentistry,AL,46672.41
2016-12-01,Doctor of Dentistry,AP,288.66
2016-12-01,Doctor of Dentistry,AR,13020.210000000001
2016-12-01,Doctor of Dentistry,AZ,250228.95
2016-12-01,Doctor of Dentistry,CA,2051170.15
2016-12-01,Doctor of Dentistry,CO,98993.62
2016-12-01,Doctor of Dentistry,CT,65678.64
2016-12-01,Doctor of Dentistry,DC,7608.64
2016-12-01,Doctor of Dentistry,DE,2618.71
2016-12-01,Doctor of Dentistry,FL,483730.52
2016-12-01,Doctor of Dentistry,GA,176814.78
2016-12-01,Doctor of Dentistry,HI,12002.2
2016-12-01,Doctor of Dentistry,IA,56854.009999999995
2016-12-01,Doctor of Dentistry,ID,15164.99
2016-12-01,Doctor of Dentistry,IL,321004.01
2016-12-01,Doctor of Dentistry,IN,30036.45
2016-12-01,Doctor of Dentistry,KS,26184.28
2016-12-01,Doctor of Dentistry,KY,28942.34
2016-12-01,Doctor of Dentistry,LA,52283.04
2016-12-01,Doctor of Dentistry,MA,241278.78
2016-12-01,Doctor of Dentistry,MD,96953.24
2016-12-01,Doctor of Dentistry,ME,3436.7200000000003
2016-12-01,Doctor of Dentistry,MI,198166.9
2016-12-01,Doctor of Dentistry,MN,64641.26
2016-12-01,Doctor of Dentistry,MO,56936.92
2016-12-01,Doctor of Dentistry,MS,12426.66
2016-12-01,Doctor of Dentistry,MT,4931.780000000001
2016-12-01,Doctor of Dentistry,NC,266770.56
2016-12-01,Doctor of Dentistry,ND,1389.44
2016-12-01,Doctor of Dentistry,NE,24704.46
2016-12-01,Doctor of Dentistry,NH,19411.17
2016-12-01,Doctor of Dentistry,NJ,215016.52
2016-12-01,Doctor of Dentistry,NM,13272.75
2016-12-01,Doctor of Dentistry,NV,33881.020000000004
2016-12-01,Doctor of Dentistry,NY,617587.33
2016-12-01,Doctor of Dentistry,OH,132503.93
2016-12-01,Doctor of Dentistry,OK,21864.69
2016-12-01,Doctor of Dentistry,OR,69097.89
2016-12-01,Doctor of Dentistry,PA,344179.66000000003
2016-12-01,Doctor of Dentistry,PR,2205.47
2016-12-01,Doctor of Dentistry,RI,6140.77
2016-12-01,Doctor of Dentistry,SC,37003.81
2016-12-01,Doctor of Dentistry,SD,5216.42
2016-12-01,Doctor of Dentistry,TN,92050.24
2016-12-01,Doctor of Dentistry,TX,587594.35
2016-12-01,Doctor of Dentistry,US,7358425.38
2016-12-01,Doctor of Dentistry,UT,36880.62
2016-12-01,Doctor of Dentistry,VA,140383.97
2016-12-01,Doctor of Dentistry,VT,956.8299999999999
2016-12-01,Doctor of Dentistry,WA,189222.53
2016-12-01,Doctor of Dentistry,WI,73934.76
2016-12-01,Doctor of Dentistry,WV,4734.0
2016-12-01,Doctor of Dentistry,WY,495.01
2017-01-01,Doctor of Dentistry,AE,2578.1
2017-01-01,Doctor of Dentistry,AK,2431.7400000000002
2017-01-01,Doctor of Dentistry,AL,42491.31
2017-01-01,Doctor of Dentistry,AP,90.33
2017-01-01,Doctor of Dentistry,AR,13128.36
2017-01-01,Doctor of Dentistry,AZ,363155.56
2017-01-01,Doctor of Dentistry,CA,917167.48
2017-01-01,Doctor of Dentistry,CO,87711.32
2017-01-01,Doctor of Dentistry,CT,72761.56
2017-01-01,Doctor of Dentistry,DC,29647.25
2017-01-01,Doctor of Dentistry,DE,3685.1
2017-01-01,Doctor of Dentistry,FL,220695.53
2017-01-01,Doctor of Dentistry,GA,6212441.350000001
2017-01-01,Doctor of Dentistry,HI,27739.55
2017-01-01,Doctor of Dentistry,IA,80173.99
2017-01-01,Doctor of Dentistry,ID,14967.23
2017-01-01,Doctor of Dentistry,IL,259924.68
2017-01-01,Doctor of Dentistry,IN,51162.57
2017-01-01,Doctor of Dentistry,KS,32344.739999999998
2017-01-01,Doctor of Dentistry,KY,31089.73
2017-01-01,Doctor of Dentistry,LA,86445.99
2017-01-01,Doctor of Dentistry,MA,180204.88999999998
2017-01-01,Doctor of Dentistry,MD,115104.73
2017-01-01,Doctor of Dentistry,ME,5793.87
2017-01-01,Doctor of Dentistry,MI,155704.9
2017-01-01,Doctor of Dentistry,MN,77717.53
2017-01-01,Doctor of Dentistry,MO,39106.32
2017-01-01,Doctor of Dentistry,MS,9615.86
2017-01-01,Doctor of Dentistry,MT,4721.2
2017-01-01,Doctor of Dentistry,NC,205590.83
2017-01-01,Doctor of Dentistry,ND,14703.37
2017-01-01,Doctor of Dentistry,NE,10625.46
2017-01-01,Doctor of Dentistry,NH,15153.73
2017-01-01,Doctor of Dentistry,NJ,129613.84999999999
2017-01-01,Doctor of Dentistry,NM,25264.59
2017-01-01,Doctor of Dentistry,NV,45409.77
2017-01-01,Doctor of Dentistry,NY,465395.98
2017-01-01,Doctor of Dentistry,OH,152730.61
2017-01-01,Doctor of Dentistry,OK,18263.86
2017-01-01,Doctor of Dentistry,OR,37342.42
2017-01-01,Doctor of Dentistry,PA,125151.86
2017-01-01,Doctor of Dentistry,PR,1101.74
2017-01-01,Doctor of Dentistry,RI,8912.5
2017-01-01,Doctor of Dentistry,SC,55694.75
2017-01-01,Doctor of Dentistry,SD,18573.65
2017-01-01,Doctor of Dentistry,TN,59589.85
2017-01-01,Doctor of Dentistry,TX,388956.25
2017-01-01,Doctor of Dentistry,US,11407681.360000001
2017-01-01,Doctor of Dentistry,UT,66683.82
2017-01-01,Doctor of Dentistry,VA,116611.53
2017-01-01,Doctor of Dentistry,VT,51.97
2017-01-01,Doctor of Dentistry,WA,252648.07
2017-01-01,Doctor of Dentistry,WI,43131.68
2017-01-01,Doctor of Dentistry,WV,6609.99
2017-01-01,Doctor of Dentistry,WY,4066.46
2017-02-01,Doctor of Dentistry,AA,19.0
2017-02-01,Doctor of Dentistry,AE,5514.24
2017-02-01,Doctor of Dentistry,AK,14188.32
2017-02-01,Doctor of Dentistry,AL,74877.31
2017-02-01,Doctor of Dentistry,AP,1640.41
2017-02-01,Doctor of Dentistry,AR,8727.14
2017-02-01,Doctor of Dentistry,AZ,106134.35
2017-02-01,Doctor of Dentistry,CA,1753971.29
2017-02-01,Doctor of Dentistry,CO,110560.48
2017-02-01,Doctor of Dentistry,CT,43803.33
2017-02-01,Doctor of Dentistry,DC,11519.07
2017-02-01,Doctor of Dentistry,DE,7231.419999999999
2017-02-01,Doctor of Dentistry,FL,594496.04
2017-02-01,Doctor of Dentistry,GA,439324.02999999997
2017-02-01,Doctor of Dentistry,HI,22217.27
2017-02-01,Doctor of Dentistry,IA,32329.51
2017-02-01,Doctor of Dentistry,ID,15525.58
2017-02-01,Doctor of Dentistry,IL,216698.91999999998
2017-02-01,Doctor of Dentistry,IN,29649.45
2017-02-01,Doctor of Dentistry,KS,24824.41
2017-02-01,Doctor of Dentistry,KY,24869.2
2017-02-01,Doctor of Dentistry,LA,50309.91
2017-02-01,Doctor of Dentistry,MA,159150.09
2017-02-01,Doctor of Dentistry,MD,59483.44
2017-02-01,Doctor of Dentistry,ME,4769.7699999999995
2017-02-01,Doctor of Dentistry,MI,137839.55
2017-02-01,Doctor of Dentistry,MN,109911.48
2017-02-01,Doctor of Dentistry,MO,66286.83
2017-02-01,Doctor of Dentistry,MS,20568.38
2017-02-01,Doctor of Dentistry,MT,5458.51
2017-02-01,Doctor of Dentistry,NC,154022.81
2017-02-01,Doctor of Dentistry,ND,7770.69
2017-02-01,Doctor of Dentistry,NE,13543.79
2017-02-01,Doctor of Dentistry,NH,11584.17
2017-02-01,Doctor of Dentistry,NJ,172249.51
2017-02-01,Doctor of Dentistry,NM,31448.36
2017-02-01,Doctor of Dentistry,NV,33936.84
2017-02-01,Doctor of Dentistry,NY,372774.13
2017-02-01,Doctor of Dentistry,OH,69246.48
2017-02-01,Doctor of Dentistry,OK,37389.33
2017-02-01,Doctor of Dentistry,OR,68300.97
2017-02-01,Doctor of Dentistry,PA,109698.02
2017-02-01,Doctor of Dentistry,PR,8101.71
2017-02-01,Doctor of Dentistry,PW,200.0
2017-02-01,Doctor of Dentistry,RI,12907.1
2017-02-01,Doctor of Dentistry,SC,39199.31
2017-02-01,Doctor of Dentistry,SD,7888.49
2017-02-01,Doctor of Dentistry,TN,53093.14
2017-02-01,Doctor of Dentistry,TX,343373.0
2017-02-01,Doctor of Dentistry,US,6524426.7
2017-02-01,Doctor of Dentistry,UT,54037.19
2017-02-01,Doctor of Dentistry,VA,68511.12
2017-02-01,Doctor of Dentistry,VT,95.12
2017-02-01,Doctor of Dentistry,WA,321505.39
2017-02-01,Doctor of Dentistry,WI,377222.62
2017-02-01,Doctor of Dentistry,WV,3780.34
2017-02-01,Doctor of Dentistry,WY,648.34
2017-03-01,Doctor of Dentistry,AA,89.22
2017-03-01,Doctor of Dentistry,AE,2668.74
2017-03-01,Doctor of Dentistry,AK,10346.369999999999
2017-03-01,Doctor of Dentistry,AL,51987.14
2017-03-01,Doctor of Dentistry,AP,211.44
2017-03-01,Doctor of Dentistry,AR,10449.37
2017-03-01,Doctor of Dentistry,AZ,222756.46
2017-03-01,Doctor of Dentistry,CA,876104.07
2017-03-01,Doctor of Dentistry,CO,89956.38
2017-03-01,Doctor of Dentistry,CT,106088.09
2017-03-01,Doctor of Dentistry,DC,86167.46
2017-03-01,Doctor of Dentistry,DE,3437.1099999999997
2017-03-01,Doctor of Dentistry,FL,348381.95
2017-03-01,Doctor of Dentistry,GA,67443.31
2017-03-01,Doctor of Dentistry,HI,7124.81
2017-03-01,Doctor of Dentistry,IA,40770.590000000004
2017-03-01,Doctor of Dentistry,ID,18940.93
2017-03-01,Doctor of Dentistry,IL,271308.55
2017-03-01,Doctor of Dentistry,IN,30709.57
2017-03-01,Doctor of Dentistry,KS,23364.1
2017-03-01,Doctor of Dentistry,KY,119894.61
2017-03-01,Doctor of Dentistry,LA,103231.07
2017-03-01,Doctor of Dentistry,MA,205994.61
2017-03-01,Doctor of Dentistry,MD,119216.47
2017-03-01,Doctor of Dentistry,ME,5062.4800000000005
2017-03-01,Doctor of Dentistry,MI,139609.84
2017-03-01,Doctor of Dentistry,MN,107125.76
2017-03-01,Doctor of Dentistry,MO,77180.92
2017-03-01,Doctor of Dentistry,MS,25067.38
2017-03-01,Doctor of Dentistry,MT,9815.06
2017-03-01,Doctor of Dentistry,NC,276230.34
2017-03-01,Doctor of Dentistry,ND,3252.9700000000003
2017-03-01,Doctor of Dentistry,NE,6414.0
2017-03-01,Doctor of Dentistry,NH,15432.11
2017-03-01,Doctor of Dentistry,NJ,221587.04
2017-03-01,Doctor of Dentistry,NM,18590.079999999998
2017-03-01,Doctor of Dentistry,NV,47950.7
2017-03-01,Doctor of Dentistry,NY,603901.71
2017-03-01,Doctor of Dentistry,OH,141830.46
2017-03-01,Doctor of Dentistry,OK,42093.71
2017-03-01,Doctor of Dentistry,OR,77689.61
2017-03-01,Doctor of Dentistry,PA,122003.22
2017-03-01,Doctor of Dentistry,PR,5368.37
2017-03-01,Doctor of Dentistry,PW,100.0
2017-03-01,Doctor of Dentistry,RI,7233.38
2017-03-01,Doctor of Dentistry,SC,49852.36
2017-03-01,Doctor of Dentistry,SD,20962.61
2017-03-01,Doctor of Dentistry,TN,84028.40000000001
2017-03-01,Doctor of Dentistry,TX,335348.36
2017-03-01,Doctor of Dentistry,US,5610487.31
2017-03-01,Doctor of Dentistry,UT,48502.18
2017-03-01,Doctor of Dentistry,VA,91032.17
2017-03-01,Doctor of Dentistry,VI,28.69
2017-03-01,Doctor of Dentistry,VT,1959.43
2017-03-01,Doctor of Dentistry,WA,110155.68
2017-03-01,Doctor of Dentistry,WI,77638.75
2017-03-01,Doctor of Dentistry,WV,15896.73
2017-03-01,Doctor of Dentistry,WY,4900.39
2017-04-01,Doctor of Dentistry,AA,122.78
2017-04-01,Doctor of Dentistry,AE,3055.67
2017-04-01,Doctor of Dentistry,AK,9934.67
2017-04-01,Doctor of Dentistry,AL,94843.67
2017-04-01,Doctor of Dentistry,AP,17.31
2017-04-01,Doctor of Dentistry,AR,14763.32
2017-04-01,Doctor of Dentistry,AZ,409166.57
2017-04-01,Doctor of Dentistry,CA,1371945.27
2017-04-01,Doctor of Dentistry,CO,154350.28
2017-04-01,Doctor of Dentistry,CT,123694.81
2017-04-01,Doctor of Dentistry,DC,31185.64
2017-04-01,Doctor of Dentistry,DE,3247.49
2017-04-01,Doctor of Dentistry,FL,457367.3
2017-04-01,Doctor of Dentistry,GA,174956.34
2017-04-01,Doctor of Dentistry,GU,17.45
2017-04-01,Doctor of Dentistry,HI,29247.01
2017-04-01,Doctor of Dentistry,IA,36457.99
2017-04-01,Doctor of Dentistry,ID,17082.06
2017-04-01,Doctor of Dentistry,IL,240507.75
2017-04-01,Doctor of Dentistry,IN,35367.270000000004
2017-04-01,Doctor of Dentistry,KS,31528.43
2017-04-01,Doctor of Dentistry,KY,93165.82
2017-04-01,Doctor of Dentistry,LA,74162.76
2017-04-01,Doctor of Dentistry,MA,188690.12
2017-04-01,Doctor of Dentistry,MD,93975.44
2017-04-01,Doctor of Dentistry,ME,3946.05
2017-04-01,Doctor of Dentistry,MI,221060.27
2017-04-01,Doctor of Dentistry,MN,123637.81999999999
2017-04-01,Doctor of Dentistry,MO,59969.81
2017-04-01,Doctor of Dentistry,MS,9253.76
2017-04-01,Doctor of Dentistry,MT,5077.54
2017-04-01,Doctor of Dentistry,NC,258134.72
2017-04-01,Doctor of Dentistry,ND,5983.02
2017-04-01,Doctor of Dentistry,NE,21570.56
2017-04-01,Doctor of Dentistry,NH,19241.27
2017-04-01,Doctor of Dentistry,NJ,176285.73
2017-04-01,Doctor of Dentistry,NM,39245.369999999995
2017-04-01,Doctor of Dentistry,NV,41561.35
2017-04-01,Doctor of Dentistry,NY,566604.99
2017-04-01,Doctor of Dentistry,OH,95191.51
2017-04-01,Doctor of Dentistry,OK,48977.86
2017-04-01,Doctor of Dentistry,OR,65320.41
2017-04-01,Doctor of Dentistry,PA,221985.4
2017-04-01,Doctor of Dentistry,PR,5581.9400000000005
2017-04-01,Doctor of Dentistry,RI,6285.25
2017-04-01,Doctor of Dentistry,SC,100973.7
2017-04-01,Doctor of Dentistry,SD,7998.0
2017-04-01,Doctor of Dentistry,TN,72502.66
2017-04-01,Doctor of Dentistry,TX,436291.97000000003
2017-04-01,Doctor of Dentistry,US,6749399.95
2017-04-01,Doctor of Dentistry,UT,44642.590000000004
2017-04-01,Doctor of Dentistry,VA,120712.52
2017-04-01,Doctor of Dentistry,VT,231.41
2017-04-01,Doctor of Dentistry,WA,196018.93
2017-04-01,Doctor of Dentistry,WI,76400.53
2017-04-01,Doctor of Dentistry,WV,7075.36
2017-04-01,Doctor of Dentistry,WY,2784.43
2017-05-01,Doctor of Dentistry,AE,2254.01
2017-05-01,Doctor of Dentistry,AK,9306.94
2017-05-01,Doctor of Dentistry,AL,29850.68
2017-05-01,Doctor of Dentistry,AP,25.0
2017-05-01,Doctor of Dentistry,AR,10794.91
2017-05-01,Doctor of Dentistry,AZ,252570.86
2017-05-01,Doctor of Dentistry,CA,1936747.3399999999
2017-05-01,Doctor of Dentistry,CO,91597.62
2017-05-01,Doctor of Dentistry,CT,94780.28
2017-05-01,Doctor of Dentistry,DC,40872.36
2017-05-01,Doctor of Dentistry,DE,1833.1
2017-05-01,Doctor of Dentistry,FL,411585.82
2017-05-01,Doctor of Dentistry,FM,830.96
2017-05-01,Doctor of Dentistry,GA,83709.21
2017-05-01,Doctor of Dentistry,HI,37940.96
2017-05-01,Doctor of Dentistry,IA,78558.41
2017-05-01,Doctor of Dentistry,ID,11611.28
2017-05-01,Doctor of Dentistry,IL,247375.68
2017-05-01,Doctor of Dentistry,IN,56341.35
2017-05-01,Doctor of Dentistry,KS,66119.69
