naics_code,year,month,value,industry_name
62211-,2019,04,147.5,General Medical and Surgical Hospitals
62199-,2019,04,117.2,All Other Ambulatory Health Care Services
62151-,2019,04,104.0,Medical and Diagnostic Laboratories
62121-,2019,04,116.2,Offices of Dentists
62111-,2019,04,135.7,Offices of Physicians
6211--,2019,04,135.7,Offices of physicians
5621--,2019,04,145.8,All Other Waste Management Services
56172-,2019,04,121.9,Landscaping Services
561612,2019,04,126.6,Security Systems Services
56151-,2019,04,105.9,Tour Operators
5613--,2019,04,141.0,Employment services
54181-,2019,04,115.9,Other Services Related to Advertising
54161-,2019,04,110.8,Management Consulting Services
5413--,2019,04,170.4,Testing Laboratories and Services
5411--,2019,04,223.2,Legal services
53131-,2019,04,119.5,Other Activities Related to Real Estate
53131-,2019,04,119.5,Real Estate Property Managers
53121-,2019,04,142.4,Offices of Real Estate Agents and Brokers
53112-,2019,04,125.4,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2019,04,125.4,Lessors of Other Real Estate Property
53112-,2019,04,125.4,Lessors of Residential Buildings and Dwellings
53112-,2019,04,125.4,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2019,04,111.9,Other Insurance Related Activities
52411-,2019,04,144.6,Direct Life Health and Medical Insurance Carriers
5221--,2019,04,112.5,Trusts Estates and Agency Accounts
51121-,2019,04,91.4,Software Publishers - DO NOT USE
511---,2019,04,116.4,Record Production and Distribution
48851-,2019,04,102.8,Freight Transportation Arrangement
45431-,2019,04,242.0,Other Direct Selling Establishments - DO NOT USE
45431-,2019,04,242.0,Fuel Dealers - DO NOT USE
454110,2019,04,116.5,Electronic Shopping and Mail-Order Houses - DO NOT USE
45112-,2019,04,93.2,Hobby Toy and Game Stores - DO NOT USE
45111-,2019,04,141.5,Sporting Goods Stores - DO NOT USE
44831-,2019,04,156.0,Jewelry Stores - DO NOT USE
4481--,2019,04,127.2,Clothing stores
4471--,2019,04,103.9,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2019,04,167.8,Pharmacies and Drug Stores - DO NOT USE
4461--,2019,04,140.2,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2019,04,178.0,Other Specialty Food Retailers
44511-,2019,04,172.2,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2019,04,155.8,Other Building Material Dealers - DO NOT USE
4431--,2019,04,80.3,Electronics and Appliance Stores - DO NOT USE
44221-,2019,04,146.8,Floor Covering Stores - DO NOT USE
44211-,2019,04,137.5,Furniture Stores - DO NOT USE
44131-,2019,04,194.7,Automotive Parts and Accessories Stores - DO NOT USE
4249--,2019,04,102.5,Miscellaneous nondurable goods merchant wholesalers
4248--,2019,04,94.9,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2019,04,96.3,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2019,04,110.1,Grain and Field Bean Merchant Wholesalers
4245--,2019,04,110.1,Other Farm Product Raw Material Merchant Wholesalers
4244--,2019,04,97.4,Grocery and related product merchant wholesalers
4243--,2019,04,98.0,Apparel and piece goods merchant wholesalers
4242--,2019,04,105.2,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2019,04,103.5,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2019,04,101.2,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2019,04,98.5,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2019,04,100.5,Professional and commercial equipment and supplies merchant wholesalers
4233--,2019,04,99.3,Lumber and other construction materials merchant wholesalers
4232--,2019,04,96.7,Furniture and home furnishing merchant wholesalers
4231--,2019,04,100.0,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2019,04,135.1,All Other Miscellaneous Manufacturing
33995-,2019,04,125.0,Sign Manufacturing
33992-,2019,04,122.3,Sporting and Athletic Goods Manufacturing
33991-,2019,04,212.7,Jewelry and Silverware Manufacturing
33911-,2019,04,119.7,Medical Equipment and Supplies Manufacturing
33791-,2019,04,151.8,Mattress Manufacturing
33712-,2019,04,136.8,Household and Institutional Furniture Manufacturing
33599-,2019,04,146.4,All Other Electrical Equipment and Component Manufacturing
33591-,2019,04,163.3,Battery Manufacturing
33512-,2019,04,134.3,Lighting Fixture Manufacturing - DO NOT USE
33511-,2019,04,99.1,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2019,04,125.4,Navigational Measuring Electromedical and Control Instrument
33221-,2019,04,134.9,Cutlery and Handtool Manufacturing
33211-,2019,04,132.2,Forging and Stamping
32619-,2019,04,144.1,Other Plastics Product Manufacturing
32616-,2019,04,131.0,Plastics Bottle Manufacturing
32599-,2019,04,147.2,All Other Chemical Product and Preparation Manufacturing
32562-,2019,04,115.4,Toilet Preparation Manufacturing
32561-,2019,04,144.2,Soap and Cleaning Compound Manufacturing
32541-,2019,04,213.5,Pharmaceutical and Medicine Manufacturing
32531-,2019,04,181.2,Fertilizer and Compost Manufacturing
32518-,2019,04,281.1,Other Basic Inorganic Chemical Manufacturing
31699-,2019,04,135.1,Other Leather and Allied Product Manufacturing
31621-,2019,04,134.6,Footwear Manufacturing
31611-,2019,04,187.7,Leather and Hide Tanning and Finishing
31599-,2019,04,133.7,Apparel Accessories and Other Apparel Manufacturing
31524-,2019,04,109.4,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2019,04,122.1,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2019,04,179.0,Carpet and Rug Mills
31331-,2019,04,137.1,Textile and Fabric Finishing Mills
31223-,2019,04,848.7,Tobacco Manufacturing
31214-,2019,04,122.0,Distilleries
31213-,2019,04,124.2,Wineries
31212-,2019,04,140.7,Breweries
31211-,2019,04,139.7,Soft Drink and Ice Manufacturing
31199-,2019,04,129.3,All Other Food Manufacturing
31194-,2019,04,162.7,Seasoning and Dressing Manufacturing
31191-,2019,04,150.5,Snack Food Manufacturing
31181-,2019,04,157.7,Bread and Bakery Product Manufacturing
3118--,2019,04,149.5,Cookie Cracker and Pasta Manufacturing
31171-,2019,04,153.4,Seafood Product Preparation and Packaging
31161-,2019,04,177.4,Animal Slaughtering and Processing
31151-,2019,04,142.7,Dairy Product (except Frozen) Manufacturing
31142-,2019,04,146.3,Fruit and Vegetable Canning Pickling and Drying
31141-,2019,04,134.6,Frozen Food Manufacturing
31135-,2019,04,109.8,Chocolate and Confectionery Manufacturing
31134-,2019,04,150.9,Nonchocolate Confectionery Manufacturing
31123-,2019,04,135.2,Breakfast Cereal Manufacturing
23811X,2019,04,134.8,Flooring Contractors
23811X,2019,04,134.8,All Other Specialty Trade Contractors
23811X,2019,04,134.8,Other Foundation Structure and Building Exterior Contractors
23811X,2019,04,134.8,Masonry Contractors
236221,2019,04,158.8,Commercial and Institutional Building Construction
236211,2019,04,135.4,Other Heavy and Civil Engineering Construction
236211,2019,04,135.4,Highway Street and Bridge Construction
236211,2019,04,135.4,Oil and Gas Pipeline and Related Structures Construction
1133--,2019,04,199.2,Logging
924126,2019,03,154.3,National Security
8113--,2019,03,135.3,Commercial machinery repair and maintenance
721---,2019,03,173.4,Accommodation
71394-,2019,03,107.4,Fitness and Recreational Sports Centers
71391-,2019,03,129.7,All Other Amusement and Recreation Industries
62311-,2019,03,152.4,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2019,03,156.4,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2019,03,146.9,General Medical and Surgical Hospitals
62199-,2019,03,117.4,All Other Ambulatory Health Care Services
62151-,2019,03,103.7,Medical and Diagnostic Laboratories
62121-,2019,03,115.7,Offices of Dentists
62111-,2019,03,135.1,Offices of Physicians
6211--,2019,03,135.1,Offices of physicians
5621--,2019,03,145.5,All Other Waste Management Services
56172-,2019,03,121.9,Landscaping Services
561612,2019,03,126.1,Security Systems Services
56151-,2019,03,104.4,Tour Operators
5613--,2019,03,142.5,Employment services
54181-,2019,03,115.8,Other Services Related to Advertising
54161-,2019,03,110.5,Management Consulting Services
5413--,2019,03,170.5,Testing Laboratories and Services
5411--,2019,03,223.1,Legal services
53131-,2019,03,119.2,Other Activities Related to Real Estate
53131-,2019,03,119.2,Real Estate Property Managers
53121-,2019,03,142.3,Offices of Real Estate Agents and Brokers
53112-,2019,03,125.3,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2019,03,125.3,Lessors of Other Real Estate Property
53112-,2019,03,125.3,Lessors of Residential Buildings and Dwellings
53112-,2019,03,125.3,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2019,03,111.4,Other Insurance Related Activities
52411-,2019,03,144.6,Direct Life Health and Medical Insurance Carriers
5221--,2019,03,111.5,Trusts Estates and Agency Accounts
51121-,2019,03,90.5,Software Publishers - DO NOT USE
511---,2019,03,115.5,Record Production and Distribution
48851-,2019,03,102.8,Freight Transportation Arrangement
45431-,2019,03,238.3,Other Direct Selling Establishments - DO NOT USE
45431-,2019,03,238.3,Fuel Dealers - DO NOT USE
454110,2019,03,116.1,Electronic Shopping and Mail-Order Houses - DO NOT USE
45112-,2019,03,93.0,Hobby Toy and Game Stores - DO NOT USE
45111-,2019,03,141.1,Sporting Goods Stores - DO NOT USE
44831-,2019,03,159.6,Jewelry Stores - DO NOT USE
4481--,2019,03,128.5,Clothing stores
4471--,2019,03,100.7,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2019,03,170.7,Pharmacies and Drug Stores - DO NOT USE
4461--,2019,03,142.2,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2019,03,177.5,Other Specialty Food Retailers
44511-,2019,03,172.8,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2019,03,152.0,Other Building Material Dealers - DO NOT USE
4431--,2019,03,80.6,Electronics and Appliance Stores - DO NOT USE
44221-,2019,03,146.8,Floor Covering Stores - DO NOT USE
44211-,2019,03,137.0,Furniture Stores - DO NOT USE
44131-,2019,03,193.8,Automotive Parts and Accessories Stores - DO NOT USE
4249--,2019,03,102.3,Miscellaneous nondurable goods merchant wholesalers
4248--,2019,03,94.7,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2019,03,96.7,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2019,03,112.0,Grain and Field Bean Merchant Wholesalers
4245--,2019,03,112.0,Other Farm Product Raw Material Merchant Wholesalers
4244--,2019,03,98.0,Grocery and related product merchant wholesalers
4243--,2019,03,98.5,Apparel and piece goods merchant wholesalers
4242--,2019,03,102.4,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2019,03,102.3,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2019,03,100.9,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2019,03,98.5,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2019,03,98.4,Professional and commercial equipment and supplies merchant wholesalers
4233--,2019,03,97.1,Lumber and other construction materials merchant wholesalers
4232--,2019,03,95.9,Furniture and home furnishing merchant wholesalers
4231--,2019,03,98.7,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2019,03,135.1,All Other Miscellaneous Manufacturing
33995-,2019,03,126.2,Sign Manufacturing
33992-,2019,03,121.9,Sporting and Athletic Goods Manufacturing
33991-,2019,03,212.7,Jewelry and Silverware Manufacturing
33911-,2019,03,119.8,Medical Equipment and Supplies Manufacturing
33791-,2019,03,151.8,Mattress Manufacturing
33712-,2019,03,136.5,Household and Institutional Furniture Manufacturing
33599-,2019,03,150.7,All Other Electrical Equipment and Component Manufacturing
33591-,2019,03,163.5,Battery Manufacturing
33512-,2019,03,134.2,Lighting Fixture Manufacturing - DO NOT USE
33511-,2019,03,99.4,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2019,03,125.0,Navigational Measuring Electromedical and Control Instrument
33221-,2019,03,134.9,Cutlery and Handtool Manufacturing
33211-,2019,03,133.2,Forging and Stamping
32619-,2019,03,144.3,Other Plastics Product Manufacturing
32616-,2019,03,132.7,Plastics Bottle Manufacturing
32599-,2019,03,147.5,All Other Chemical Product and Preparation Manufacturing
32562-,2019,03,115.4,Toilet Preparation Manufacturing
32561-,2019,03,144.2,Soap and Cleaning Compound Manufacturing
32541-,2019,03,213.5,Pharmaceutical and Medicine Manufacturing
32531-,2019,03,184.4,Fertilizer and Compost Manufacturing
32518-,2019,03,282.9,Other Basic Inorganic Chemical Manufacturing
31699-,2019,03,135.0,Other Leather and Allied Product Manufacturing
31621-,2019,03,133.2,Footwear Manufacturing
31611-,2019,03,190.9,Leather and Hide Tanning and Finishing
31599-,2019,03,128.1,Apparel Accessories and Other Apparel Manufacturing
31524-,2019,03,109.4,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2019,03,121.9,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2019,03,179.1,Carpet and Rug Mills
31331-,2019,03,137.1,Textile and Fabric Finishing Mills
31223-,2019,03,848.8,Tobacco Manufacturing
31214-,2019,03,122.0,Distilleries
31213-,2019,03,124.2,Wineries
31212-,2019,03,140.7,Breweries
31211-,2019,03,140.1,Soft Drink and Ice Manufacturing
31199-,2019,03,132.9,All Other Food Manufacturing
31194-,2019,03,162.2,Seasoning and Dressing Manufacturing
31191-,2019,03,150.4,Snack Food Manufacturing
31181-,2019,03,157.9,Bread and Bakery Product Manufacturing
3118--,2019,03,149.4,Cookie Cracker and Pasta Manufacturing
31171-,2019,03,153.7,Seafood Product Preparation and Packaging
31161-,2019,03,171.7,Animal Slaughtering and Processing
31151-,2019,03,142.0,Dairy Product (except Frozen) Manufacturing
31142-,2019,03,146.5,Fruit and Vegetable Canning Pickling and Drying
31141-,2019,03,135.3,Frozen Food Manufacturing
31135-,2019,03,109.0,Chocolate and Confectionery Manufacturing
31134-,2019,03,150.6,Nonchocolate Confectionery Manufacturing
31123-,2019,03,135.2,Breakfast Cereal Manufacturing
23811X,2019,03,132.9,Flooring Contractors
23811X,2019,03,132.9,All Other Specialty Trade Contractors
23811X,2019,03,132.9,Other Foundation Structure and Building Exterior Contractors
23811X,2019,03,132.9,Masonry Contractors
236221,2019,03,155.6,Commercial and Institutional Building Construction
236211,2019,03,132.7,Other Heavy and Civil Engineering Construction
236211,2019,03,132.7,Highway Street and Bridge Construction
236211,2019,03,132.7,Oil and Gas Pipeline and Related Structures Construction
1133--,2019,03,197.0,Logging
924126,2019,02,154.2,National Security
8113--,2019,02,135.3,Commercial machinery repair and maintenance
721---,2019,02,170.6,Accommodation
71394-,2019,02,108.2,Fitness and Recreational Sports Centers
71391-,2019,02,129.6,All Other Amusement and Recreation Industries
62311-,2019,02,152.2,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2019,02,156.4,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2019,02,147.0,General Medical and Surgical Hospitals
62199-,2019,02,117.6,All Other Ambulatory Health Care Services
62151-,2019,02,103.7,Medical and Diagnostic Laboratories
62121-,2019,02,115.7,Offices of Dentists
62111-,2019,02,135.1,Offices of Physicians
6211--,2019,02,135.1,Offices of physicians
5621--,2019,02,142.9,All Other Waste Management Services
56172-,2019,02,121.9,Landscaping Services
561612,2019,02,125.9,Security Systems Services
56151-,2019,02,103.6,Tour Operators
5613--,2019,02,140.7,Employment services
54181-,2019,02,115.9,Other Services Related to Advertising
54161-,2019,02,111.3,Management Consulting Services
5413--,2019,02,169.9,Testing Laboratories and Services
5411--,2019,02,222.9,Legal services
53131-,2019,02,118.7,Other Activities Related to Real Estate
53131-,2019,02,118.7,Real Estate Property Managers
53121-,2019,02,142.6,Offices of Real Estate Agents and Brokers
53112-,2019,02,126.1,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2019,02,126.1,Lessors of Other Real Estate Property
53112-,2019,02,126.1,Lessors of Residential Buildings and Dwellings
53112-,2019,02,126.1,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2019,02,111.4,Other Insurance Related Activities
52411-,2019,02,144.4,Direct Life Health and Medical Insurance Carriers
5221--,2019,02,111.7,Trusts Estates and Agency Accounts
51121-,2019,02,90.3,Software Publishers - DO NOT USE
511---,2019,02,115.0,Record Production and Distribution
48851-,2019,02,102.8,Freight Transportation Arrangement
45431-,2019,02,244.6,Other Direct Selling Establishments - DO NOT USE
45431-,2019,02,244.6,Fuel Dealers - DO NOT USE
454110,2019,02,114.8,Electronic Shopping and Mail-Order Houses - DO NOT USE
45112-,2019,02,93.0,Hobby Toy and Game Stores - DO NOT USE
45111-,2019,02,140.2,Sporting Goods Stores - DO NOT USE
44831-,2019,02,155.4,Jewelry Stores - DO NOT USE
4481--,2019,02,126.7,Clothing stores
4471--,2019,02,104.4,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2019,02,175.8,Pharmacies and Drug Stores - DO NOT USE
4461--,2019,02,146.0,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2019,02,179.8,Other Specialty Food Retailers
44511-,2019,02,171.3,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2019,02,148.4,Other Building Material Dealers - DO NOT USE
4431--,2019,02,81.1,Electronics and Appliance Stores - DO NOT USE
44221-,2019,02,146.8,Floor Covering Stores - DO NOT USE
44211-,2019,02,137.4,Furniture Stores - DO NOT USE
44131-,2019,02,193.6,Automotive Parts and Accessories Stores - DO NOT USE
4249--,2019,02,103.7,Miscellaneous nondurable goods merchant wholesalers
4248--,2019,02,94.5,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2019,02,96.1,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2019,02,113.1,Grain and Field Bean Merchant Wholesalers
4245--,2019,02,113.1,Other Farm Product Raw Material Merchant Wholesalers
4244--,2019,02,98.1,Grocery and related product merchant wholesalers
4243--,2019,02,96.0,Apparel and piece goods merchant wholesalers
4242--,2019,02,96.2,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2019,02,101.6,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2019,02,101.0,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2019,02,95.4,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2019,02,96.9,Professional and commercial equipment and supplies merchant wholesalers
4233--,2019,02,96.6,Lumber and other construction materials merchant wholesalers
4232--,2019,02,94.7,Furniture and home furnishing merchant wholesalers
4231--,2019,02,98.1,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2019,02,135.0,All Other Miscellaneous Manufacturing
33995-,2019,02,126.0,Sign Manufacturing
33992-,2019,02,121.9,Sporting and Athletic Goods Manufacturing
33991-,2019,02,211.7,Jewelry and Silverware Manufacturing
33911-,2019,02,119.7,Medical Equipment and Supplies Manufacturing
33791-,2019,02,151.8,Mattress Manufacturing
33712-,2019,02,136.9,Household and Institutional Furniture Manufacturing
33599-,2019,02,150.3,All Other Electrical Equipment and Component Manufacturing
33591-,2019,02,164.2,Battery Manufacturing
33512-,2019,02,133.9,Lighting Fixture Manufacturing - DO NOT USE
33511-,2019,02,99.0,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2019,02,125.0,Navigational Measuring Electromedical and Control Instrument
33221-,2019,02,134.9,Cutlery and Handtool Manufacturing
33211-,2019,02,133.8,Forging and Stamping
32619-,2019,02,144.6,Other Plastics Product Manufacturing
32616-,2019,02,132.8,Plastics Bottle Manufacturing
32599-,2019,02,147.2,All Other Chemical Product and Preparation Manufacturing
32562-,2019,02,115.4,Toilet Preparation Manufacturing
32561-,2019,02,144.7,Soap and Cleaning Compound Manufacturing
32541-,2019,02,213.4,Pharmaceutical and Medicine Manufacturing
32531-,2019,02,185.8,Fertilizer and Compost Manufacturing
32518-,2019,02,281.6,Other Basic Inorganic Chemical Manufacturing
31699-,2019,02,134.9,Other Leather and Allied Product Manufacturing
31621-,2019,02,133.2,Footwear Manufacturing
31611-,2019,02,190.2,Leather and Hide Tanning and Finishing
31599-,2019,02,128.2,Apparel Accessories and Other Apparel Manufacturing
31524-,2019,02,109.4,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2019,02,121.8,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2019,02,179.0,Carpet and Rug Mills
31331-,2019,02,137.0,Textile and Fabric Finishing Mills
31223-,2019,02,827.6,Tobacco Manufacturing
31214-,2019,02,122.1,Distilleries
31213-,2019,02,124.1,Wineries
31212-,2019,02,140.5,Breweries
31211-,2019,02,137.2,Soft Drink and Ice Manufacturing
31199-,2019,02,129.8,All Other Food Manufacturing
31194-,2019,02,162.0,Seasoning and Dressing Manufacturing
31191-,2019,02,150.8,Snack Food Manufacturing
31181-,2019,02,157.7,Bread and Bakery Product Manufacturing
3118--,2019,02,149.2,Cookie Cracker and Pasta Manufacturing
31171-,2019,02,152.6,Seafood Product Preparation and Packaging
31161-,2019,02,171.7,Animal Slaughtering and Processing
31151-,2019,02,140.6,Dairy Product (except Frozen) Manufacturing
31142-,2019,02,145.8,Fruit and Vegetable Canning Pickling and Drying
31141-,2019,02,133.5,Frozen Food Manufacturing
31135-,2019,02,109.2,Chocolate and Confectionery Manufacturing
31134-,2019,02,150.6,Nonchocolate Confectionery Manufacturing
31123-,2019,02,134.9,Breakfast Cereal Manufacturing
23811X,2019,02,131.9,Flooring Contractors
23811X,2019,02,131.9,All Other Specialty Trade Contractors
23811X,2019,02,131.9,Other Foundation Structure and Building Exterior Contractors
23811X,2019,02,131.9,Masonry Contractors
236221,2019,02,155.5,Commercial and Institutional Building Construction
236211,2019,02,132.7,Other Heavy and Civil Engineering Construction
236211,2019,02,132.7,Highway Street and Bridge Construction
236211,2019,02,132.7,Oil and Gas Pipeline and Related Structures Construction
1133--,2019,02,198.0,Logging
924126,2019,01,154.0,National Security
8113--,2019,01,134.9,Commercial machinery repair and maintenance
721---,2019,01,163.7,Accommodation
71394-,2019,01,106.5,Fitness and Recreational Sports Centers
71391-,2019,01,129.0,All Other Amusement and Recreation Industries
62311-,2019,01,152.3,Nursing Care Facilities (Skilled Nursing Facilities)
62231-,2019,01,156.3,Specialty (except Psychiatric and Substance Abuse) Hospitals
62211-,2019,01,146.8,General Medical and Surgical Hospitals
62199-,2019,01,117.8,All Other Ambulatory Health Care Services
62151-,2019,01,103.8,Medical and Diagnostic Laboratories
62121-,2019,01,115.6,Offices of Dentists
62111-,2019,01,135.1,Offices of Physicians
6211--,2019,01,135.1,Offices of physicians
5621--,2019,01,142.3,All Other Waste Management Services
56172-,2019,01,121.8,Landscaping Services
561612,2019,01,125.1,Security Systems Services
56151-,2019,01,103.0,Tour Operators
5613--,2019,01,140.4,Employment services
54181-,2019,01,115.9,Other Services Related to Advertising
54161-,2019,01,111.0,Management Consulting Services
5413--,2019,01,168.9,Testing Laboratories and Services
5411--,2019,01,220.4,Legal services
53131-,2019,01,118.9,Other Activities Related to Real Estate
53131-,2019,01,118.9,Real Estate Property Managers
53121-,2019,01,142.4,Offices of Real Estate Agents and Brokers
53112-,2019,01,128.3,Lessors of Nonresidential Buildings (except Miniwarehouses)
53112-,2019,01,128.3,Lessors of Other Real Estate Property
53112-,2019,01,128.3,Lessors of Residential Buildings and Dwellings
53112-,2019,01,128.3,Lessors of Nonfinancial Intangible Assets (except Copyrighte
52421-,2019,01,111.3,Other Insurance Related Activities
52411-,2019,01,144.3,Direct Life Health and Medical Insurance Carriers
5221--,2019,01,111.6,Trusts Estates and Agency Accounts
51121-,2019,01,91.8,Software Publishers - DO NOT USE
511---,2019,01,116.5,Record Production and Distribution
48851-,2019,01,102.8,Freight Transportation Arrangement
45431-,2019,01,239.5,Other Direct Selling Establishments - DO NOT USE
45431-,2019,01,239.5,Fuel Dealers - DO NOT USE
454110,2019,01,111.3,Electronic Shopping and Mail-Order Houses - DO NOT USE
45112-,2019,01,91.4,Hobby Toy and Game Stores - DO NOT USE
45111-,2019,01,142.5,Sporting Goods Stores - DO NOT USE
44831-,2019,01,157.1,Jewelry Stores - DO NOT USE
4481--,2019,01,112.0,Clothing stores
4471--,2019,01,115.7,Gasoline Stations with Convenience Stores - DO NOT USE
44611-,2019,01,183.5,Pharmacies and Drug Stores - DO NOT USE
4461--,2019,01,151.8,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE
4452--,2019,01,185.9,Other Specialty Food Retailers
44511-,2019,01,166.1,Supermarkets and Other Grocery Retailers (except Convenience
4441--,2019,01,148.1,Other Building Material Dealers - DO NOT USE
4431--,2019,01,80.1,Electronics and Appliance Stores - DO NOT USE
44221-,2019,01,146.8,Floor Covering Stores - DO NOT USE
44211-,2019,01,138.0,Furniture Stores - DO NOT USE
44131-,2019,01,190.3,Automotive Parts and Accessories Stores - DO NOT USE
4249--,2019,01,104.8,Miscellaneous nondurable goods merchant wholesalers
4248--,2019,01,94.3,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
4247--,2019,01,94.1,Petroleum and Petroleum Products Merchant Wholesalers (excep
4245--,2019,01,115.9,Grain and Field Bean Merchant Wholesalers
4245--,2019,01,115.9,Other Farm Product Raw Material Merchant Wholesalers
4244--,2019,01,98.3,Grocery and related product merchant wholesalers
4243--,2019,01,95.6,Apparel and piece goods merchant wholesalers
4242--,2019,01,95.5,Drugs and Druggists' Sundries Merchant Wholesalers
4239--,2019,01,105.1,Miscellaneous durable goods merchant wholesalers (except materials recyclers)
4238--,2019,01,100.9,"Machinery, equipment, and supplies merchant wholesalers"
4236--,2019,01,95.2,Household appliances and electrical and electronic goods merchant wholesalers
4234--,2019,01,95.6,Professional and commercial equipment and supplies merchant wholesalers
4233--,2019,01,100.6,Lumber and other construction materials merchant wholesalers
4232--,2019,01,97.1,Furniture and home furnishing merchant wholesalers
4231--,2019,01,97.0,Motor Vehicle Supplies and New Parts Merchant Wholesalers
33999-,2019,01,135.1,All Other Miscellaneous Manufacturing
33995-,2019,01,126.2,Sign Manufacturing
33992-,2019,01,119.1,Sporting and Athletic Goods Manufacturing
33991-,2019,01,211.0,Jewelry and Silverware Manufacturing
33911-,2019,01,119.5,Medical Equipment and Supplies Manufacturing
33791-,2019,01,151.8,Mattress Manufacturing
33712-,2019,01,135.9,Household and Institutional Furniture Manufacturing
33599-,2019,01,149.8,All Other Electrical Equipment and Component Manufacturing
33591-,2019,01,164.1,Battery Manufacturing
33512-,2019,01,133.9,Lighting Fixture Manufacturing - DO NOT USE
33511-,2019,01,98.7,Electric Lamp Bulb and Part Manufacturing - DO NOT USE
33451-,2019,01,124.9,Navigational Measuring Electromedical and Control Instrument
33221-,2019,01,134.1,Cutlery and Handtool Manufacturing
33211-,2019,01,133.7,Forging and Stamping
32619-,2019,01,144.8,Other Plastics Product Manufacturing
32616-,2019,01,134.0,Plastics Bottle Manufacturing
32599-,2019,01,146.7,All Other Chemical Product and Preparation Manufacturing
32562-,2019,01,115.1,Toilet Preparation Manufacturing
32561-,2019,01,144.9,Soap and Cleaning Compound Manufacturing
32541-,2019,01,212.9,Pharmaceutical and Medicine Manufacturing
32531-,2019,01,185.1,Fertilizer and Compost Manufacturing
32518-,2019,01,280.1,Other Basic Inorganic Chemical Manufacturing
31699-,2019,01,134.9,Other Leather and Allied Product Manufacturing
31621-,2019,01,132.3,Footwear Manufacturing
31611-,2019,01,187.3,Leather and Hide Tanning and Finishing
31599-,2019,01,127.9,Apparel Accessories and Other Apparel Manufacturing
31524-,2019,01,109.5,Women's Girls' and Infants' Cut and Sew Apparel Manufacturin
31522-,2019,01,121.2,Men's and Boys' Cut and Sew Apparel Manufacturing - DO NOT U
31411-,2019,01,178.1,Carpet and Rug Mills
31331-,2019,01,136.4,Textile and Fabric Finishing Mills
31223-,2019,01,827.6,Tobacco Manufacturing
31214-,2019,01,121.9,Distilleries
31213-,2019,01,124.1,Wineries
31212-,2019,01,140.5,Breweries
31211-,2019,01,137.4,Soft Drink and Ice Manufacturing
